Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.525612,[70  7] ; [17 26],[55.825 21.175] ; [31.175 11.825],1
n6,1,0.000105,15.051383,[68  9] ; [24 18],[59.52941176 17.47058824] ; [32.47058824  9.52941176],1
v3,1,0.004084,8.245931,[30 46] ; [ 5 33],[23.33333333 52.66666667] ; [11.66666667 26.33333333],0
p4,1,0.005973,7.558544,[47 30] ; [15 28],[39.78333333 37.21666667] ; [22.21666667 20.78333333],0
s4,1,0.024974,5.025699,[17 59] ; [18 25],[22.35294118 53.64705882] ; [12.64705882 30.35294118],0
s6,1,0.033234,4.533687,[65 11] ; [29 13],[60.54237288 15.45762712] ; [33.45762712  8.54237288],0
p5,1,0.035741,4.409427,[14 61] ; [ 2 40],[10.25641026 64.74358974] ; [ 5.74358974 36.25641026],0
p11,1,0.045511,3.999609,[59 19] ; [25 18],[54.14876033 23.85123967] ; [29.85123967 13.14876033],0
r4,1,0.046539,3.961984,[69  9] ; [32 11],[65.10743802 12.89256198] ; [35.89256198  7.10743802],0
p10,1,0.056483,3.637754,[65 12] ; [27 12],[61.06896552 15.93103448] ; [30.93103448  8.06896552],0
p7,1,0.058817,3.57043,[53 21] ; [21 18],[48.46017699 25.53982301] ; [25.53982301 13.46017699],0
p8,1,0.063024,3.455961,[42 35] ; [15 26],[37.19491525 39.80508475] ; [19.80508475 21.19491525],0
p3,1,0.104781,2.631229,[33 44] ; [12 31],[28.875 48.125] ; [16.125 26.875],0
s7,1,0.110624,2.545291,[46 27] ; [19 21],[41.99115044 31.00884956] ; [23.00884956 16.99115044],0
a8,1,0.123038,2.378217,[11 63] ; [ 2 37],[ 8.51327434 65.48672566] ; [ 4.48672566 34.51327434],0
a3,1,0.137294,2.20803,[40 38] ; [16 27],[36.09917355 41.90082645] ; [19.90082645 23.09917355],0
v1,1,0.155425,2.018186,[40 38] ; [15 25],[36.3559322 41.6440678] ; [18.6440678 21.3559322],0
s1,1,0.157672,1.996409,[ 7 69] ; [ 1 41],[ 5.15254237 70.84745763] ; [ 2.84745763 39.15254237],0
d2,1,0.183915,1.765703,[21 57] ; [ 7 36],[18.04958678 59.95041322] ; [ 9.95041322 33.04958678],0
p1,1,0.18488,1.757955,[12 65] ; [ 3 39],[ 9.70588235 67.29411765] ; [ 5.29411765 36.70588235],0
u3,1,0.213788,1.545588,[22 16] ; [19  7],[24.34375 13.65625] ; [16.65625  9.34375],0
r1,1,0.217657,1.519755,[59 19] ; [28 15],[56.08264463 21.91735537] ; [30.91735537 12.08264463],0
p12,1,0.230566,1.437365,[ 6 71] ; [ 1 41],[ 4.52941176 72.47058824] ; [ 2.47058824 39.52941176],0
d1,1,0.239704,1.382335,[32 46] ; [13 30],[29.00826446 48.99173554] ; [15.99173554 27.00826446],0
a7,1,0.258538,1.276569,[49 28] ; [31 11],[51.76470588 25.23529412] ; [28.23529412 13.76470588],0
s8,1,0.259567,1.271064,[41 37] ; [18 25],[38.03305785 39.96694215] ; [20.96694215 22.03305785],0
a6,1,0.296462,1.090043,[34 44] ; [23 20],[36.74380165 41.25619835] ; [20.25619835 22.74380165],0
d3,1,0.373735,0.791209,[51 27] ; [24 18],[48.75 29.25] ; [26.25 15.75],0
s5,1,0.376698,0.781451,[30 45] ; [13 28],[27.80172414 47.19827586] ; [15.19827586 25.80172414],0
a4,1,0.463177,0.538207,[15 63] ; [ 6 37],[13.53719008 64.46280992] ; [ 7.46280992 35.53719008],0
p9,1,0.467408,0.528096,[61 15] ; [29 10],[59.47826087 16.52173913] ; [30.52173913  8.47826087],0
n3,1,0.483522,0.490909,[8 8] ; [7 4],[8.88888889 7.11111111] ; [6.11111111 4.88888889],0
a1,1,0.538825,0.377722,[ 2 76] ; [ 2 41],[ 2.5785124 75.4214876] ; [ 1.4214876 41.5785124],0
d5,1,0.558746,0.34188,[56 22] ; [28 14],[54.6 23.4] ; [29.4 12.6],0
p2,1,0.579589,0.306899,[62 15] ; [32 10],[60.82352941 16.17647059] ; [33.17647059  8.82352941],0
b4,1,0.634795,0.225614,[47 31] ; [24 19],[45.76859504 32.23140496] ; [25.23140496 17.76859504],0
d4,1,0.63642,0.223454,[61 17] ; [32 11],[59.95041322 18.04958678] ; [33.04958678  9.95041322],0
v4,1,0.666029,0.186282,[73  4] ; [39  3],[72.47058824  4.52941176] ; [39.52941176  2.47058824],0
r2,1,0.687829,0.161445,[70  7] ; [40  3],[70.58333333  6.41666667] ; [39.41666667  3.58333333],0
s3,1,0.699622,0.148866,[69  9] ; [37  6],[68.33057851  9.66942149] ; [37.66942149  5.33057851],0
n1,1,0.701122,0.147308,[7 9] ; [4 7],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
p6,1,0.710744,0.137535,[26 49] ; [16 26],[26.92307692 48.07692308] ; [15.07692308 26.92307692],0
b2,1,0.719681,0.128798,[10 40] ; [ 5 16],[10.56338028 39.43661972] ; [ 4.43661972 16.56338028],0
b3,1,0.719681,0.128798,[10 40] ; [ 5 16],[10.56338028 39.43661972] ; [ 4.43661972 16.56338028],0
r3,1,0.822003,0.050611,[74  3] ; [40  2],[73.76470588  3.23529412] ; [40.23529412  1.76470588],0
b1,1,0.854082,0.033824,[34 44] ; [18 25],[33.52066116 44.47933884] ; [18.47933884 24.52066116],0
b5,1,0.891967,0.018446,[48 30] ; [27 16],[48.34710744 29.65289256] ; [26.65289256 16.34710744],0
v2,1,0.89777,0.016507,[32 43] ; [18 23],[32.32758621 42.67241379] ; [17.67241379 23.32758621],0
u1,1,0.907896,0.013385,[ 4 74] ; [ 2 41],[ 3.8677686 74.1322314] ; [ 2.1322314 40.8677686],0
u2,1,0.966678,0.001745,[23 15] ; [15 10],[22.92063492 15.07936508] ; [15.07936508  9.92063492],0
