Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.3e-05,16.724402,[45 67] ; [20  3],[53.92592593 58.07407407] ; [11.07407407 11.92592593],1
p4,1,0.001264,10.394501,[36 78] ; [16  8],[42.95652174 71.04347826] ; [ 9.04347826 14.95652174],0
p8,1,0.003223,8.676585,[35 79] ; [15  9],[41.30434783 72.69565217] ; [ 8.69565217 15.30434783],0
p2,1,0.006865,7.308024,[67 48] ; [21  3],[72.8057554 42.1942446] ; [15.1942446  8.8057554],0
b5,1,0.009491,6.728094,[63 52] ; [20  4],[68.66906475 46.33093525] ; [14.33093525  9.66906475],0
s8,1,0.012228,6.27748,[21 94] ; [10 14],[25.64748201 89.35251799] ; [ 5.35251799 18.64748201],0
s4,1,0.013645,6.083443,[  9 106] ; [ 6 18],[ 12.41007194 102.58992806] ; [ 2.58992806 21.41007194],0
b1,1,0.022973,5.170573,[57 58] ; [18  6],[62.05035971 52.94964029] ; [12.94964029 11.05035971],0
s2,1,0.026319,4.934922,[31 84] ; [12 12],[35.57553957 79.42446043] ; [ 7.42446043 16.57553957],0
s6,1,0.03875,4.271815,[41 74] ; [14 10],[45.50359712 69.49640288] ; [ 9.49640288 14.50359712],0
a5,1,0.047524,3.926744,[73 42] ; [10 14],[68.66906475 46.33093525] ; [14.33093525  9.66906475],0
a3,1,0.096787,2.75771,[73 41] ; [11 13],[69.39130435 44.60869565] ; [14.60869565  9.39130435],0
n5,1,0.099099,2.719976,[48 66] ; [14  9],[51.59124088 62.40875912] ; [10.40875912 12.59124088],0
p11,1,0.11017,2.551786,[61 54] ; [17  7],[64.5323741 50.4676259] ; [13.4676259 10.5323741],0
p3,1,0.125161,2.351513,[30 85] ; [10 14],[33.09352518 81.90647482] ; [ 6.90647482 17.09352518],0
p10,1,0.13709,2.210327,[57 57] ; [16  8],[60.30434783 53.69565217] ; [12.69565217 11.30434783],0
u2,1,0.179559,1.801272,[23 18] ; [10  3],[25.05555556 15.94444444] ; [7.94444444 5.05555556],0
v2,1,0.182338,1.778464,[39 66] ; [12 11],[41.8359375 63.1640625] ; [ 9.1640625 13.8359375],0
r3,1,0.204706,1.60848,[87 28] ; [21  3],[89.35251799 25.64748201] ; [18.64748201  5.35251799],0
p9,1,0.210288,1.56944,[65 49] ; [17  7],[67.73913043 46.26086957] ; [14.26086957  9.73913043],0
p12,1,0.220359,1.502032,[  1 113] ; [ 1 23],[  1.65217391 112.34782609] ; [ 0.34782609 23.65217391],0
s7,1,0.37362,0.791589,[24 81] ; [ 7 15],[25.62992126 79.37007874] ; [ 5.37007874 16.62992126],0
d3,1,0.379157,0.773432,[63 51] ; [15  8],[64.90510949 49.09489051] ; [13.09489051  9.90510949],0
n1,1,0.395665,0.721461,[16 23] ; [2 6],[14.93617021 24.06382979] ; [3.06382979 4.93617021],0
d1,1,0.440235,0.595669,[43 72] ; [11 13],[44.67625899 70.32374101] ; [ 9.32374101 14.67625899],0
v1,1,0.453468,0.561969,[38 75] ; [10 14],[39.59124088 73.40875912] ; [ 8.40875912 15.59124088],0
p1,1,0.521984,0.409971,[  9 105] ; [ 1 23],[  8.26086957 105.73913043] ; [ 1.73913043 22.26086957],0
v4,1,0.539366,0.376717,[87 25] ; [20  4],[88.11764706 23.88235294] ; [18.88235294  5.11764706],0
b4,1,0.558794,0.341797,[65 50] ; [12 12],[63.70503597 51.29496403] ; [13.29496403 10.70503597],0
n4,1,0.571933,0.319459,[60 55] ; [11 13],[58.74100719 56.25899281] ; [12.25899281 11.74100719],0
a7,1,0.596817,0.279823,[75 40] ; [17  7],[76.11510791 38.88489209] ; [15.88489209  8.11510791],0
d2,1,0.598909,0.276645,[41 73] ; [10 14],[42.13043478 71.86956522] ; [ 8.86956522 15.13043478],0
a2,1,0.611222,0.258399,[19 96] ; [ 5 19],[19.85611511 95.14388489] ; [ 4.14388489 19.85611511],0
s1,1,0.613429,0.255212,[  8 107] ; [ 1 23],[  7.44604317 107.55395683] ; [ 1.55395683 22.44604317],0
n3,1,0.613492,0.255122,[25 13] ; [6 2],[25.60869565 12.39130435] ; [5.39130435 2.60869565],0
d5,1,0.633777,0.226974,[75 39] ; [17  7],[76. 38.] ; [16.  8.],0
r4,1,0.65309,0.202026,[76 39] ; [17  7],[76.94244604 38.05755396] ; [16.05755396  7.94244604],0
p5,1,0.689507,0.15962,[  3 110] ; [ 1 23],[  3.29927007 109.70072993] ; [ 0.70072993 23.29927007],0
r2,1,0.71807,0.13035,[93 20] ; [19  5],[92.37956204 20.62043796] ; [19.62043796  4.37956204],0
s3,1,0.726981,0.121902,[50 64] ; [11 12],[50.75912409 63.24087591] ; [10.24087591 12.75912409],0
v3,1,0.744106,0.10655,[30 76] ; [ 6 18],[29.35384615 76.64615385] ; [ 6.64615385 17.35384615],0
u3,1,0.765697,0.088809,[24 17] ; [7 6],[23.53703704 17.46296296] ; [7.46296296 5.53703704],0
d4,1,0.796352,0.066601,[77 36] ; [17  7],[77.53284672 35.46715328] ; [16.46715328  7.53284672],0
