Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.743501,[74 24] ; [ 9 24],[62.09160305 35.90839695] ; [20.90839695 12.09160305],1
s8,1,0.123571,2.37147,[44 55] ; [10 24],[40.19548872 58.80451128] ; [13.80451128 20.19548872],0
a4,1,0.139136,2.187494,[27 72] ; [ 5 29],[23.81954887 75.18045113] ; [ 8.18045113 25.81954887],0
d3,1,0.216759,1.5257,[44 55] ; [11 23],[40.93984962 58.06015038] ; [14.06015038 19.93984962],0
b4,1,0.225865,1.466716,[64 35] ; [18 16],[61.03759398 37.96240602] ; [20.96240602 13.03759398],0
p1,1,0.243233,1.361755,[10 89] ; [ 6 28],[11.90977444 87.09022556] ; [ 4.09022556 29.90977444],0
v1,1,0.249399,1.326669,[61 36] ; [17 16],[58.2 38.8] ; [19.8 13.2],0
u2,1,0.278335,1.175203,[17 18] ; [8 4],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
n5,1,0.280395,1.165172,[78 20] ; [24 10],[75.72727273 22.27272727] ; [26.27272727  7.72727273],0
a1,1,0.281209,1.161237,[ 4 95] ; [ 3 31],[ 5.21052632 93.78947368] ; [ 1.78947368 32.21052632],0
a2,1,0.303293,1.059658,[ 8 91] ; [ 1 33],[ 6.69924812 92.30075188] ; [ 2.30075188 31.69924812],0
s2,1,0.374789,0.787724,[49 49] ; [14 20],[46.77272727 51.22727273] ; [16.22727273 17.77272727],0
b5,1,0.443006,0.588483,[57 42] ; [17 17],[55.08270677 43.91729323] ; [18.91729323 15.08270677],0
s5,1,0.459273,0.547665,[32 64] ; [ 9 25],[30.27692308 65.72307692] ; [10.72307692 23.27692308],0
u3,1,0.559378,0.340782,[17 18] ; [7 5],[17.87234043 17.12765957] ; [6.12765957 5.87234043],0
s6,1,0.580246,0.305837,[63 31] ; [21 13],[61.6875 32.3125] ; [22.3125 11.6875],0
s4,1,0.588075,0.29336,[12 86] ; [ 3 31],[11.13636364 86.86363636] ; [ 3.86363636 30.13636364],0
p12,1,0.590303,0.289872,[ 6 92] ; [ 3 31],[ 6.68181818 91.31818182] ; [ 2.31818182 31.68181818],0
a7,1,0.645481,0.211645,[62 36] ; [20 14],[60.87878788 37.12121212] ; [21.12121212 12.87878788],0
b2,1,0.648213,0.208161,[23 32] ; [10 11],[23.88157895 31.11842105] ; [ 9.11842105 11.88157895],0
b3,1,0.648213,0.208161,[23 32] ; [10 11],[23.88157895 31.11842105] ; [ 9.11842105 11.88157895],0
p5,1,0.730625,0.118538,[15 84] ; [ 6 28],[15.63157895 83.36842105] ; [ 5.36842105 28.63157895],0
n1,1,0.774826,0.081835,[10 13] ; [3 3],[10.31034483 12.68965517] ; [2.68965517 3.31034483],0
a8,1,0.848242,0.036619,[12 80] ; [ 4 30],[11.68253968 80.31746032] ; [ 4.31746032 29.68253968],0
a3,1,0.910798,0.012551,[63 36] ; [22 12],[63.27067669 35.72932331] ; [21.72932331 12.27067669],0
a6,1,0.944736,0.004805,[56 43] ; [19 15],[55.82706767 43.17293233] ; [19.17293233 14.82706767],0
b1,1,0.98063,0.000589,[41 58] ; [14 20],[40.93984962 58.06015038] ; [14.06015038 19.93984962],0
a5,1,0.987738,0.000236,[61 38] ; [21 13],[61.03759398 37.96240602] ; [20.96240602 13.03759398],0
