Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.305525,[21 36] ; [248 108],[37.12590799 19.87409201] ; [231.87409201 124.12590799],1
p9,1,7e-06,20.235549,[49 10] ; [345  11],[56.01445783  2.98554217] ; [337.98554217  18.01445783],1
p8,1,0.000224,13.614653,[21 38] ; [215 136],[33.96097561 25.03902439] ; [202.03902439 148.96097561],1
v1,1,0.000298,13.083036,[27 32] ; [243 105],[39.14004914 19.85995086] ; [230.85995086 117.14004914],1
p7,1,0.000633,11.677019,[30 27] ; [262  89],[40.79411765 16.20588235] ; [251.20588235  99.79411765],1
p11,1,0.002733,8.977734,[43 16] ; [313  44],[50.49038462  8.50961538] ; [305.50961538  51.49038462],0
s4,1,0.003704,8.423639,[16 42] ; [ 46 310],[ 8.68599034 49.31400966] ; [ 53.31400966 302.68599034],0
r4,1,0.006998,7.273424,[50  9] ; [337  20],[54.88701923  4.11298077] ; [332.11298077  24.88701923],0
p3,1,0.007072,7.25464,[24 34] ; [215 142],[33.40240964 24.59759036] ; [205.59759036 151.40240964],0
d5,1,0.019664,5.441499,[44 14] ; [312  45],[49.75421687  8.24578313] ; [306.24578313  50.75421687],0
a1,1,0.030193,4.698281,[ 7 52] ; [ 17 340],[ 3.40384615 55.59615385] ; [ 20.59615385 336.40384615],0
n4,1,0.066065,3.378171,[43 16] ; [296  61],[48.07932692 10.92067308] ; [290.92067308  66.07932692],0
n5,1,0.082905,3.007015,[43 16] ; [291  62],[47.83009709 11.16990291] ; [286.16990291  66.83009709],0
d3,1,0.0977,2.742686,[37 21] ; [265  92],[42.20722892 15.79277108] ; [259.79277108  97.20722892],0
b2,1,0.100512,2.697404,[10 27] ; [ 90 128],[14.50980392 22.49019608] ; [ 85.49019608 132.50980392],0
b3,1,0.100512,2.697404,[10 27] ; [ 90 128],[14.50980392 22.49019608] ; [ 85.49019608 132.50980392],0
d4,1,0.111858,2.527775,[46 12] ; [311  46],[49.8939759  8.1060241] ; [307.1060241  49.8939759],0
v3,1,0.132571,2.262138,[29 30] ; [208 141],[34.27205882 24.72794118] ; [202.72794118 146.27205882],0
a5,1,0.137033,2.210968,[43 16] ; [290  67],[47.22836538 11.77163462] ; [285.77163462  71.22836538],0
n3,1,0.166472,1.914428,[9 6] ; [45 13],[11.09589041  3.90410959] ; [42.90410959 15.09589041],0
p6,1,0.167631,1.904001,[19 39] ; [150 204],[23.79126214 34.20873786] ; [145.20873786 208.79126214],0
r1,1,0.168339,1.897675,[47 12] ; [307  48],[50.44927536  8.55072464] ; [303.55072464  51.44927536],0
s7,1,0.192828,1.695877,[27 30] ; [192 147],[31.52272727 25.47727273] ; [187.47727273 151.52272727],0
