Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,98.467724,[128 171] ; [269  63],[188.11885895 110.88114105] ; [208.88114105 123.11885895],1
p4,1,0.0,52.017895,[137 166] ; [246  90],[181.61032864 121.38967136] ; [201.38967136 134.61032864],1
p3,1,0.0,45.74727,[110 193] ; [212 124],[152.68544601 150.31455399] ; [169.31455399 166.68544601],1
p2,1,0.0,37.703318,[225  78] ; [309  26],[253.60815047  49.39184953] ; [280.39184953  54.60815047],1
p6,1,0.0,32.050749,[ 77 224] ; [158 176],[111.39370079 189.60629921] ; [123.60629921 210.39370079],1
p5,1,0.0,29.637138,[ 16 283] ; [ 67 269],[ 39.08188976 259.91811024] ; [ 43.91811024 292.08188976],1
p9,1,5e-06,20.949697,[231  67] ; [303  31],[251.79113924  46.20886076] ; [282.20886076  51.79113924],1
p11,1,1.3e-05,18.940834,[224  80] ; [294  43],[245.66614665  58.33385335] ; [272.33385335  64.66614665],1
p10,1,3.2e-05,17.287912,[225  74] ; [293  40],[245.0664557  53.9335443] ; [272.9335443  60.0664557],1
v1,1,0.000303,13.05072,[135 155] ; [202 129],[157.37520129 132.62479871] ; [179.62479871 151.37520129],1
r4,1,0.000412,12.474901,[258  46] ; [315  22],[271.75039002  32.24960998] ; [301.24960998  35.75039002],1
v4,1,0.000841,11.149203,[278  25] ; [327   8],[287.32758621  15.67241379] ; [317.67241379  17.32758621],1
a5,1,0.0014,10.205405,[202 102] ; [262  75],[220.05616225  83.94383775] ; [243.94383775  93.05616225],0
s5,1,0.001967,9.580042,[ 74 221] ; [120 208],[ 91.86195827 203.13804173] ; [102.13804173 225.86195827],0
p1,1,0.00236,9.246184,[ 17 287] ; [ 42 292],[ 28.11285266 275.88714734] ; [ 30.88714734 303.11285266],0
s8,1,0.00477,7.964826,[116 187] ; [165 169],[133.66248038 169.33751962] ; [147.33751962 186.66248038],0
r1,1,0.008346,6.957789,[224  78] ; [278  58],[237.62382445  64.37617555] ; [264.37617555  71.62382445],0
r2,1,0.013978,6.040938,[275  26] ; [318  13],[282.42563291  18.57436709] ; [310.57436709  20.42563291],0
b5,1,0.01499,5.917638,[193 111] ; [182 155],[177.84711388 126.15288612] ; [197.15288612 139.84711388],0
n5,1,0.015022,5.913874,[229  74] ; [280  56],[241.35680751  61.64319249] ; [267.64319249  68.35680751],0
v3,1,0.01708,5.688086,[109 182] ; [154 174],[123.63974152 167.36025848] ; [139.36025848 188.63974152],0
p12,1,0.021096,5.318817,[ 18 286] ; [ 37 298],[ 26.16588419 277.83411581] ; [ 28.83411581 306.16588419],0
n4,1,0.022766,5.186276,[237  66] ; [287  50],[248.08125  54.91875] ; [275.91875  61.08125],0
d4,1,0.023537,5.1284,[238  65] ; [287  49],[248.94366197  54.05633803] ; [276.05633803  59.94366197],0
v2,1,0.028389,4.804271,[154 136] ; [204 126],[167.4516129 122.5483871] ; [190.5483871 139.4516129],0
a7,1,0.040006,4.217644,[205  98] ; [252  84],[216.69953052  86.30046948] ; [240.30046948  95.69953052],0
s7,1,0.046841,3.951099,[128 163] ; [166 153],[140.25245902 150.74754098] ; [153.74754098 165.25245902],0
d1,1,0.081617,3.032397,[167 137] ; [208 129],[177.84711388 126.15288612] ; [197.15288612 139.84711388],0
d3,1,0.09366,2.810318,[193 111] ; [235 102],[202.98283931 101.01716069] ; [225.01716069 111.98283931],0
s6,1,0.12413,2.364415,[182 119] ; [219 111],[191.28526149 109.71473851] ; [209.71473851 120.28526149],0
a8,1,0.150995,2.062165,[ 38 239] ; [ 55 249],[ 44.33907057 232.66092943] ; [ 48.66092943 255.33907057],0
n3,1,0.172081,1.864721,[64 22] ; [35 20],[60.38297872 25.61702128] ; [38.61702128 16.38297872],0
a3,1,0.189118,1.724475,[207  96] ; [244  90],[214.52590267  88.47409733] ; [236.47409733  97.52590267],0
s3,1,0.222847,1.485943,[150 151] ; [181 150],[157.64398734 143.35601266] ; [173.35601266 157.64398734],0
s1,1,0.226545,1.462422,[ 11 288] ; [  7 329],[  8.47559055 290.52440945] ; [  9.52440945 326.47559055],0
s2,1,0.262896,1.253444,[134 167] ; [164 171],[141.03459119 159.96540881] ; [156.96540881 178.03459119],0
u4,1,0.309966,1.030823,[  6 298] ; [ 11 326],[  8.0624025 295.9375975] ; [  8.9375975 328.0624025],0
a1,1,0.319116,0.992565,[ 12 292] ; [ 19 318],[ 14.70202808 289.29797192] ; [ 16.29797192 320.70202808],0
b1,1,0.355196,0.854805,[119 185] ; [120 217],[113.34789392 190.65210608] ; [125.65210608 211.34789392],0
n2,1,0.359809,0.838559,[60 26] ; [43 13],[62.38028169 23.61971831] ; [40.61971831 15.38028169],0
a2,1,0.416862,0.659144,[ 75 229] ; [ 74 263],[ 70.66458658 233.33541342] ; [ 78.33541342 258.66458658],0
a4,1,0.435903,0.607045,[140 162] ; [145 190],[135.1177394 166.8822606] ; [149.8822606 185.1177394],0
u1,1,0.475635,0.508855,[ 58 246] ; [ 57 280],[ 54.53978159 249.46021841] ; [ 60.46021841 276.53978159],0
a6,1,0.533768,0.387214,[207  97] ; [221 115],[203.3 100.7] ; [224.7 111.3],0
d2,1,0.620423,0.245274,[151 149] ; [163 174],[147.88069074 152.11930926] ; [166.11930926 170.88069074],0
r3,1,0.624823,0.239147,[286  16] ; [321  15],[287.32601881  14.67398119] ; [319.67398119  16.32601881],0
b2,1,0.625754,0.237863,[ 83 111] ; [ 84 124],[ 80.5920398 113.4079602] ; [ 86.4079602 121.5920398],0
b3,1,0.625754,0.237863,[ 83 111] ; [ 84 124],[ 80.5920398 113.4079602] ; [ 86.4079602 121.5920398],0
b4,1,0.660642,0.192745,[182 122] ; [196 141],[179.2698908 124.7301092] ; [198.7301092 138.2698908],0
u3,1,0.668215,0.183698,[51 45] ; [46 46],[49.53191489 46.46808511] ; [47.46808511 44.53191489],0
u2,1,0.822699,0.050209,[49 45] ; [50 43],[49.76470588 44.23529412] ; [49.23529412 43.76470588],0
n1,1,0.872355,0.025814,[34 52] ; [21 34],[33.54609929 52.45390071] ; [21.45390071 33.54609929],0
d5,1,0.940314,0.005606,[245  59] ; [270  66],[244.625  59.375] ; [270.375  65.625],0
