Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.289587,[2 7] ; [107  17],[7.37593985 1.62406015] ; [101.62406015  22.37593985],1
v4,1,4.9e-05,16.487805,[5 4] ; [116   7],[8.25 0.75] ; [112.75  10.25],1
s8,1,0.00123,10.445199,[2 7] ; [91 33],[6.29323308 2.70676692] ; [86.70676692 37.29323308],0
d4,1,0.005077,7.851747,[4 5] ; [102  21],[7.22727273 1.77272727] ; [98.77272727 24.22727273],0
p9,1,0.005384,7.745875,[4 5] ; [101  21],[7.21374046 1.78625954] ; [97.78625954 24.21374046],0
v2,1,0.006457,7.418257,[1 8] ; [69 50],[4.921875 4.078125] ; [65.078125 53.921875],0
r1,1,0.007072,7.254716,[3 6] ; [93 31],[6.4962406 2.5037594] ; [89.5037594 34.4962406],0
d5,1,0.009032,6.816403,[4 5] ; [100  23],[7.09090909 1.90909091] ; [96.90909091 26.09090909],0
s7,1,0.009568,6.713605,[3 5] ; [93 26],[6.04724409 1.95275591] ; [89.95275591 29.04724409],0
p10,1,0.01234,6.261281,[4 5] ; [98 24],[7.00763359 1.99236641] ; [94.99236641 27.00763359],0
p11,1,0.017801,5.615652,[4 5] ; [98 26],[6.90225564 2.09774436] ; [95.09774436 28.90225564],0
r2,1,0.021797,5.261915,[6 3] ; [112  11],[8.04545455 0.95454545] ; [109.95454545  13.04545455],0
s1,1,0.035289,4.431157,[2 7] ; [  6 117],[0.54545455 8.45454545] ; [  7.45454545 115.54545455],0
d1,1,0.065154,3.401066,[2 7] ; [67 57],[4.66917293 4.33082707] ; [64.33082707 59.66917293],0
s6,1,0.084569,2.974824,[6 3] ; [104  15],[7.734375 1.265625] ; [102.265625  16.734375],0
p8,1,0.092977,2.822057,[2 7] ; [62 59],[4.43076923 4.56923077] ; [59.56923077 61.43076923],0
p7,1,0.126874,2.330343,[4 5] ; [83 37],[6.06976744 2.93023256] ; [80.93023256 39.06976744],0
p2,1,0.147537,2.097528,[5 4] ; [94 28],[6.80152672 2.19847328] ; [92.19847328 29.80152672],0
p6,1,0.233039,1.422213,[2 7] ; [51 69],[3.69767442 5.30232558] ; [49.30232558 70.69767442],0
b1,1,0.311384,1.024797,[3 6] ; [63 61],[4.46616541 4.53383459] ; [61.53383459 62.46616541],0
p4,1,0.328772,0.95373,[4 5] ; [75 48],[5.38636364 3.61363636] ; [73.61363636 49.38636364],0
d2,1,0.334135,0.932805,[3 6] ; [62 62],[4.39849624 4.60150376] ; [60.60150376 63.39849624],0
s5,1,0.334953,0.929653,[3 6] ; [59 59],[4.39370079 4.60629921] ; [57.60629921 60.39370079],0
n2,1,0.430972,0.620203,[3 2] ; [26  8],[3.71794872 1.28205128] ; [25.28205128  8.71794872],0
n5,1,0.440219,0.595712,[6 3] ; [95 27],[6.9389313 2.0610687] ; [94.0610687 27.9389313],0
v3,1,0.45163,0.566557,[3 6] ; [56 65],[4.08461538 4.91538462] ; [54.91538462 66.08461538],0
s3,1,0.481013,0.496565,[7 2] ; [107  17],[7.71428571 1.28571429] ; [106.28571429  17.71428571],0
b5,1,0.483868,0.490132,[5 4] ; [54 70],[3.9924812 5.0075188] ; [55.0075188 68.9924812],0
p3,1,0.528398,0.397471,[4 5] ; [68 55],[4.90909091 4.09090909] ; [67.09090909 55.90909091],0
n1,1,0.543831,0.368485,[2 3] ; [18 15],[2.63157895 2.36842105] ; [17.36842105 15.63157895],0
s4,1,0.549773,0.357724,[3 6] ; [30 93],[2.25 6.75] ; [30.75 92.25],0
p1,1,0.596591,0.280168,[1 8] ; [  8 115],[0.61363636 8.38636364] ; [  8.38636364 114.61363636],0
v1,1,0.627937,0.234869,[5 4] ; [77 44],[5.67692308 3.32307692] ; [76.32307692 44.67692308],0
b2,1,0.662984,0.189919,[2 4] ; [39 53],[2.51020408 3.48979592] ; [38.48979592 53.51020408],0
b3,1,0.662984,0.189919,[2 4] ; [39 53],[2.51020408 3.48979592] ; [38.48979592 53.51020408],0
b4,1,0.747554,0.103598,[4 5] ; [62 62],[4.46616541 4.53383459] ; [61.53383459 62.46616541],0
u3,1,0.765087,0.089286,[1 1] ; [17 11],[1.2 0.8] ; [16.8 11.2],0
a5,1,0.784333,0.074899,[6 3] ; [88 36],[6.36090226 2.63909774] ; [87.63909774 36.36090226],0
n6,1,0.813412,0.055709,[7 2] ; [98 23],[7.26923077 1.73076923] ; [97.73076923 23.26923077],0
d3,1,0.819198,0.052247,[4 5] ; [60 64],[4.33082707 4.66917293] ; [59.66917293 64.33082707],0
a4,1,0.855625,0.033104,[4 5] ; [59 65],[4.26315789 4.73684211] ; [58.73684211 65.26315789],0
a6,1,0.896314,0.016983,[3 6] ; [44 80],[3.18045113 5.81954887] ; [43.81954887 80.18045113],0
n4,1,0.938791,0.005897,[7 2] ; [97 26],[7.09090909 1.90909091] ; [96.90909091 26.09090909],0
a3,1,0.980182,0.000617,[7 2] ; [96 28],[6.96992481 2.03007519] ; [96.03007519 27.96992481],0
n3,1,1.0,0.0,[3 2] ; [21 14],[3. 2.] ; [21. 14.],0
