Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.462638,[51 22] ; [13 39],[37.376 35.624] ; [26.624 25.376],1
a6,1,0.000258,13.354149,[52 21] ; [20 32],[42.048 30.952] ; [29.952 22.048],1
d5,1,0.000546,11.951001,[58 15] ; [26 26],[49.056 23.944] ; [34.944 17.056],1
d4,1,0.000661,11.596398,[62 11] ; [30 22],[53.728 19.272] ; [38.272 13.728],1
d1,1,0.0015,10.078095,[44 30] ; [16 36],[35.23809524 38.76190476] ; [24.76190476 27.23809524],0
a3,1,0.008698,6.883821,[52 21] ; [25 27],[44.968 28.032] ; [32.032 19.968],0
b5,1,0.008729,6.87749,[46 28] ; [20 32],[38.76190476 35.23809524] ; [27.23809524 24.76190476],0
p10,1,0.011789,6.342367,[42 30] ; [18 33],[35.12195122 36.87804878] ; [24.87804878 26.12195122],0
r1,1,0.011875,6.329427,[52 22] ; [25 27],[45.22222222 28.77777778] ; [31.77777778 20.22222222],0
a5,1,0.028208,4.815336,[50 24] ; [25 27],[44.04761905 29.95238095] ; [30.95238095 21.04761905],0
v4,1,0.07138,3.250998,[59 15] ; [34 18],[54.61904762 19.38095238] ; [38.38095238 13.61904762],0
r3,1,0.077184,3.123215,[60 14] ; [35 17],[55.79365079 18.20634921] ; [39.20634921 12.79365079],0
a4,1,0.086288,2.942289,[33 41] ; [15 36],[28.416 45.584] ; [19.584 31.416],0
a8,1,0.095872,2.7729,[ 9 62] ; [ 2 49],[ 6.40163934 64.59836066] ; [ 4.59836066 46.40163934],0
p9,1,0.096196,2.767502,[39 33] ; [19 30],[34.51239669 37.48760331] ; [23.48760331 25.51239669],0
p1,1,0.114752,2.48753,[ 4 70] ; [ 7 45],[ 6.46031746 67.53968254] ; [ 4.53968254 47.46031746],0
b3,1,0.144698,2.127273,[12 33] ; [14 19],[15. 30.] ; [11. 22.],0
b2,1,0.144698,2.127273,[12 33] ; [14 19],[15. 30.] ; [11. 22.],0
v2,1,0.152988,2.042202,[32 39] ; [15 32],[28.27966102 42.72033898] ; [18.72033898 28.27966102],0
u2,1,0.154009,2.032083,[13  9] ; [10 16],[10.54166667 11.45833333] ; [12.45833333 13.54166667],0
d2,1,0.188345,1.730519,[38 35] ; [20 30],[34.42276423 38.57723577] ; [23.57723577 26.42276423],0
s2,1,0.202527,1.624059,[22 52] ; [10 41],[18.944 55.056] ; [13.056 37.944],0
r4,1,0.214282,1.542257,[52 22] ; [31 21],[48.74603175 25.25396825] ; [34.25396825 17.74603175],0
b1,1,0.224536,1.475141,[36 38] ; [31 21],[39.34920635 34.65079365] ; [27.65079365 24.34920635],0
s6,1,0.329773,0.949791,[32 42] ; [18 34],[29.36507937 44.63492063] ; [20.63492063 31.36507937],0
n4,1,0.330034,0.948764,[49 25] ; [30 22],[46.3968254 27.6031746] ; [32.6031746 19.3968254],0
s1,1,0.331384,0.943483,[ 5 69] ; [ 6 45],[ 6.512 67.488] ; [ 4.488 46.512],0
v3,1,0.334742,0.930466,[22 49] ; [11 37],[19.68907563 51.31092437] ; [13.31092437 34.68907563],0
u4,1,0.365822,0.817808,[ 1 73] ; [ 2 50],[ 1.76190476 72.23809524] ; [ 1.23809524 50.76190476],0
n2,1,0.394433,0.725233,[16 13] ; [16  8],[17.50943396 11.49056604] ; [14.49056604  9.50943396],0
p6,1,0.422634,0.64298,[ 8 66] ; [ 8 43],[ 9.472 64.528] ; [ 6.528 44.472],0
p4,1,0.440388,0.59527,[16 57] ; [14 36],[17.80487805 55.19512195] ; [12.19512195 37.80487805],0
s8,1,0.498363,0.45842,[18 56] ; [10 42],[16.44444444 57.55555556] ; [11.55555556 40.44444444],0
b4,1,0.530763,0.392931,[44 30] ; [28 24],[42.28571429 31.71428571] ; [29.71428571 22.28571429],0
n1,1,0.540031,0.375482,[11 17] ; [11 12],[12.07843137 15.92156863] ; [ 9.92156863 13.07843137],0
s3,1,0.551004,0.355521,[26 48] ; [15 35],[24.46774194 49.53225806] ; [16.53225806 33.46774194],0
a1,1,0.557142,0.344677,[ 8 66] ; [ 4 48],[ 7.04761905 66.95238095] ; [ 4.95238095 47.04761905],0
n3,1,0.559669,0.340278,[17 11] ; [11 10],[16. 12.] ; [12.  9.],0
n5,1,0.658598,0.195232,[45 29] ; [33 18],[46.176 27.824] ; [31.824 19.176],0
p5,1,0.673718,0.177284,[ 4 69] ; [ 2 50],[ 3.504 69.496] ; [ 2.496 49.504],0
s7,1,0.710993,0.137287,[19 50] ; [12 37],[18.12711864 50.87288136] ; [12.87288136 36.12711864],0
s5,1,0.746116,0.104824,[13 59] ; [10 39],[13.68595041 58.31404959] ; [ 9.31404959 39.68595041],0
p7,1,0.770878,0.084813,[21 53] ; [13 37],[20.29032258 53.70967742] ; [13.70967742 36.29032258],0
r2,1,0.821136,0.051114,[61 12] ; [41  9],[60.53658537 12.46341463] ; [41.46341463  8.53658537],0
p12,1,0.840894,0.040301,[ 5 69] ; [ 4 48],[ 5.28571429 68.71428571] ; [ 3.71428571 48.28571429],0
p11,1,0.862554,0.029972,[33 41] ; [24 28],[33.47619048 40.52380952] ; [23.52380952 28.47619048],0
n6,1,0.915698,0.011205,[47 26] ; [33 19],[46.72 26.28] ; [33.28 18.72],0
p3,1,0.931639,0.007359,[19 55] ; [13 39],[18.79365079 55.20634921] ; [13.20634921 38.79365079],0
p8,1,0.934436,0.006768,[15 58] ; [11 41],[15.184 57.816] ; [10.816 41.184],0
s4,1,0.969823,0.001431,[13 61] ; [ 9 43],[12.92063492 61.07936508] ; [ 9.07936508 42.92063492],0
u3,1,0.990485,0.000142,[ 9 13] ; [11 16],[ 8.97959184 13.02040816] ; [11.02040816 15.97959184],0
