Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,52.770957,[71 12] ; [10 37],[51.71538462 31.28461538] ; [29.28461538 17.71538462],1
d5,1,0.0,45.41608,[82  1] ; [24 23],[67.67692308 15.32307692] ; [38.32307692  8.67692308],1
d4,1,0.0,34.395726,[81  2] ; [27 20],[68.95384615 14.04615385] ; [39.04615385  7.95384615],1
a4,1,0.0,29.448131,[57 26] ; [ 9 38],[42.13846154 40.86153846] ; [23.86153846 23.13846154],1
u1,1,3e-06,22.002365,[33 50] ; [ 1 46],[21.70769231 61.29230769] ; [12.29230769 34.70769231],1
d3,1,3e-06,21.76313,[67 16] ; [19 28],[54.90769231 28.09230769] ; [31.09230769 15.90769231],1
a2,1,0.000149,14.390972,[33 50] ; [ 4 43],[23.62307692 59.37692308] ; [13.37692308 33.62307692],1
a3,1,0.000469,12.235145,[73 10] ; [29 18],[65.12307692 17.87692308] ; [36.87692308 10.12307692],1
s3,1,0.007425,7.167098,[64 19] ; [25 21],[57.26356589 25.73643411] ; [31.73643411 14.26356589],0
r2,1,0.020348,5.381805,[79  2] ; [41  6],[75.9375  5.0625] ; [44.0625  2.9375],0
a5,1,0.025546,4.986499,[69 14] ; [31 16],[63.84615385 19.15384615] ; [36.15384615 10.84615385],0
r1,1,0.047705,3.920345,[69 14] ; [32 15],[64.48461538 18.51538462] ; [36.51538462 10.48461538],0
a7,1,0.060147,3.533329,[61 22] ; [27 20],[56.18461538 26.81538462] ; [31.81538462 15.18461538],0
p4,1,0.060617,3.520436,[46 37] ; [18 29],[40.86153846 42.13846154] ; [23.13846154 23.86153846],0
p12,1,0.077778,3.110734,[ 9 74] ; [ 1 45],[ 6.43410853 76.56589147] ; [ 3.56589147 42.43410853],0
s8,1,0.087701,2.916068,[56 26] ; [25 22],[51.48837209 30.51162791] ; [29.51162791 17.48837209],0
p6,1,0.095623,2.777066,[23 60] ; [ 7 40],[19.15384615 63.84615385] ; [10.84615385 36.15384615],0
s2,1,0.100807,2.692732,[61 22] ; [28 19],[56.82307692 26.17692308] ; [32.17692308 14.82307692],0
v2,1,0.106177,2.610216,[45 35] ; [19 27],[40.63492063 39.36507937] ; [23.36507937 22.63492063],0
n6,1,0.145218,2.121782,[73 10] ; [36 10],[70.13178295 12.86821705] ; [38.86821705  7.13178295],0
a8,1,0.219575,1.507145,[ 6 65] ; [ 7 37],[ 8.02608696 62.97391304] ; [ 4.97391304 39.02608696],0
v1,1,0.239906,1.381149,[36 41] ; [26 19],[39.13114754 37.86885246] ; [22.86885246 22.13114754],0
u2,1,0.246671,1.342059,[7 3] ; [8 9],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
p11,1,0.253119,1.306005,[56 27] ; [27 20],[52.99230769 30.00769231] ; [30.00769231 16.99230769],0
p8,1,0.2575,1.28215,[25 57] ; [10 37],[22.24806202 59.75193798] ; [12.75193798 34.24806202],0
a6,1,0.272718,1.203025,[54 29] ; [26 21],[51.07692308 31.92307692] ; [28.92307692 18.07692308],0
r3,1,0.2947,1.098024,[77  6] ; [41  6],[75.33846154  7.66153846] ; [42.66153846  4.33846154],0
n1,1,0.306504,1.045679,[17 10] ; [7 8],[15.42857143 11.57142857] ; [8.57142857 6.42857143],0
s1,1,0.324246,0.97174,[ 5 78] ; [ 5 41],[ 6.43410853 76.56589147] ; [ 3.56589147 42.43410853],0
n5,1,0.385423,0.753332,[64 19] ; [33 14],[61.93076923 21.06923077] ; [35.06923077 11.93076923],0
b4,1,0.412338,0.67205,[52 31] ; [26 21],[49.8 33.2] ; [28.2 18.8],0
b3,1,0.418923,0.653334,[27 34] ; [11 20],[25.19565217 35.80434783] ; [12.80434783 18.19565217],0
b2,1,0.418923,0.653334,[27 34] ; [11 20],[25.19565217 35.80434783] ; [12.80434783 18.19565217],0
u3,1,0.45426,0.56,[8 2] ; [12  6],[7.14285714 2.85714286] ; [12.85714286  5.14285714],0
r4,1,0.48502,0.487555,[71 12] ; [38  9],[69.59230769 13.40769231] ; [39.40769231  7.59230769],0
b1,1,0.50239,0.449885,[35 48] ; [17 30],[33.2 49.8] ; [18.8 28.2],0
p9,1,0.516372,0.421133,[68 14] ; [36 10],[66.625 15.375] ; [37.375  8.625],0
n4,1,0.5336,0.387532,[69 14] ; [37 10],[67.67692308 15.32307692] ; [38.32307692  8.67692308],0
p5,1,0.54378,0.368578,[ 6 74] ; [ 5 42],[ 6.92913386 73.07086614] ; [ 4.07086614 42.92913386],0
s4,1,0.554916,0.348584,[14 68] ; [10 37],[15.25581395 66.74418605] ; [ 8.74418605 38.25581395],0
b5,1,0.563212,0.334174,[56 27] ; [34 13],[57.46153846 25.53846154] ; [32.53846154 14.46153846],0
v4,1,0.56833,0.325485,[78  5] ; [42  4],[77.20930233  5.79069767] ; [42.79069767  3.20930233],0
p1,1,0.580503,0.305423,[ 8 75] ; [ 6 41],[ 8.93846154 74.06153846] ; [ 5.06153846 41.93846154],0
p3,1,0.592214,0.2869,[30 52] ; [15 32],[28.60465116 53.39534884] ; [16.39534884 30.60465116],0
a1,1,0.637195,0.22243,[ 3 80] ; [ 1 46],[ 2.55384615 80.44615385] ; [ 1.44615385 45.55384615],0
n2,1,0.654293,0.200531,[18  9] ; [11  4],[18.64285714  8.35714286] ; [10.35714286  4.64285714],0
p10,1,0.687921,0.161346,[61 22] ; [33 14],[60.01538462 22.98461538] ; [33.98461538 13.01538462],0
p2,1,0.746426,0.104559,[56 27] ; [33 14],[56.82307692 26.17692308] ; [32.17692308 14.82307692],0
v3,1,0.748339,0.102932,[29 48] ; [16 30],[28.17073171 48.82926829] ; [16.82926829 29.17073171],0
s6,1,0.810017,0.057794,[66 16] ; [37 10],[65.47286822 16.52713178] ; [37.52713178  9.47286822],0
s5,1,0.840932,0.040281,[26 51] ; [16 29],[26.50819672 50.49180328] ; [15.49180328 29.50819672],0
n3,1,0.933546,0.006953,[17  9] ; [10  5],[17.12195122  8.87804878] ; [9.87804878 5.12195122],0
