Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,83.744334,[56 76] ; [577 142],[98.18566392 33.81433608] ; [534.81433608 184.18566392],1
n4,1,0.0,61.684263,[67 67] ; [585 134],[102.42438453  31.57561547] ; [549.57561547 169.42438453],1
p10,1,0.0,28.356489,[82 47] ; [596 116],[103.99762188  25.00237812] ; [574.00237812 137.99762188],1
p11,1,1e-06,23.490642,[83 51] ; [583 138],[104.37894737  29.62105263] ; [561.62105263 159.37894737],1
p9,1,3.1e-05,17.370418,[93 37] ; [610  98],[109.05727924  20.94272076] ; [593.94272076 114.05727924],1
r4,1,6.9e-05,15.842003,[115  19] ; [685  36],[125.38011696   8.61988304] ; [674.61988304  46.38011696],1
s6,1,0.000263,13.314228,[71 62] ; [490 214],[89.14336918 43.85663082] ; [471.85663082 232.14336918],1
s7,1,0.000328,12.902538,[43 83] ; [355 334],[61.53128834 64.46871166] ; [336.46871166 352.53128834],1
p4,1,0.000363,12.715401,[58 73] ; [436 279],[76.49408983 54.50591017] ; [417.50591017 297.49408983],1
s5,1,0.000373,12.661325,[ 25 100] ; [252 441],[42.32885086 82.67114914] ; [234.67114914 458.32885086],1
p6,1,0.000601,11.77221,[29 98] ; [275 435],[46.12664277 80.87335723] ; [257.87335723 452.12664277],1
p8,1,0.000985,10.85495,[50 80] ; [383 324],[67.2520908 62.7479092] ; [365.7479092 341.2520908],1
u3,1,0.002331,9.268454,[35  8] ; [114  88],[26.15102041 16.84897959] ; [122.84897959  79.15102041],0
p7,1,0.003231,8.67212,[64 61] ; [457 246],[78.65338164 46.34661836] ; [442.34661836 260.65338164],0
v3,1,0.005706,7.640918,[35 87] ; [293 405],[48.8 73.2] ; [279.2 418.8],0
u1,1,0.00705,7.260243,[ 13 121] ; [140 581],[ 23.97894737 110.02105263] ; [129.02105263 591.97894737],0
p2,1,0.007151,7.234618,[98 34] ; [601 115],[108.80660377  23.19339623] ; [590.19339623 125.80660377],0
s8,1,0.007159,7.232707,[45 89] ; [330 385],[59.18727915 74.81272085] ; [315.81272085 399.18727915],0
p3,1,0.007371,7.180353,[51 81] ; [368 349],[65.14487633 66.85512367] ; [353.85512367 363.14487633],0
b1,1,0.007819,7.074517,[64 70] ; [257 464],[50.30877193 83.69122807] ; [270.69122807 450.30877193],0
d1,1,0.009822,6.666925,[65 69] ; [436 285],[78.51929825 55.48070175] ; [422.48070175 298.51929825],0
p12,1,0.015829,5.821773,[  3 126] ; [ 60 655],[  9.62914692 119.37085308] ; [ 53.37085308 661.62914692],0
v1,1,0.016048,5.797639,[58 73] ; [391 311],[70.61104442 60.38895558] ; [378.38895558 323.61104442],0
u2,1,0.016147,5.786791,[31 12] ; [104  96],[23.88888889 19.11111111] ; [111.11111111  88.88888889],0
a5,1,0.016976,5.698837,[87 47] ; [539 181],[98.22482436 35.77517564] ; [527.77517564 192.22482436],0
d2,1,0.01926,5.477754,[52 81] ; [360 358],[64.39012926 68.60987074] ; [347.60987074 370.39012926],0
r3,1,0.02048,5.37052,[122  11] ; [692  27],[127.06807512   5.93192488] ; [686.93192488  32.06807512],0
p5,1,0.026678,4.911528,[  7 124] ; [ 85 629],[ 14.26272189 116.73727811] ; [ 77.73727811 636.26272189],0
v2,1,0.032348,4.579943,[58 66] ; [396 297],[68.90575275 55.09424725] ; [385.09424725 307.90575275],0
a4,1,0.032424,4.575957,[49 85] ; [334 383],[60.30787309 73.69212691] ; [322.69212691 394.30787309],0
b2,1,0.059849,3.541559,[20 53] ; [170 267],[27.19607843 45.80392157] ; [162.80392157 274.19607843],0
b3,1,0.059849,3.541559,[20 53] ; [170 267],[27.19607843 45.80392157] ; [162.80392157 274.19607843],0
a2,1,0.073281,3.207956,[ 24 110] ; [181 540],[ 32.12865497 101.87134503] ; [172.87134503 548.12865497],0
s2,1,0.076083,3.14665,[59 74] ; [376 337],[68.38652482 64.61347518] ; [366.61347518 346.38652482],0
a8,1,0.138831,2.190869,[ 11 113] ; [ 90 565],[ 16.07702182 107.92297818] ; [ 84.92297818 570.07702182],0
a3,1,0.222452,1.488485,[90 44] ; [518 198],[95.84941176 38.15058824] ; [512.15058824 203.84941176],0
r1,1,0.276858,1.182448,[105  28] ; [595 123],[109.40070505  23.59929495] ; [590.59929495 127.40070505],0
