Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.24677,[65 15] ; [19 35],[50.14925373 29.85074627] ; [33.85074627 20.14925373],1
s6,1,7.3e-05,15.72336,[46 32] ; [13 41],[34.86363636 43.13636364] ; [24.13636364 29.86363636],1
d5,1,0.000821,11.193523,[61 18] ; [26 27],[52.06818182 26.93181818] ; [34.93181818 18.06818182],1
s8,1,0.000962,10.899987,[27 52] ; [ 5 49],[19.0075188 59.9924812] ; [12.9924812 41.0075188],1
r3,1,0.001403,10.202045,[63 16] ; [29 25],[54.64661654 24.35338346] ; [37.35338346 16.64661654],0
s7,1,0.001419,10.180292,[33 40] ; [ 9 42],[24.72580645 48.27419355] ; [17.27419355 33.72580645],0
a7,1,0.001863,9.679619,[59 21] ; [25 28],[50.52631579 29.47368421] ; [33.47368421 19.52631579],0
v4,1,0.003503,8.524883,[69 11] ; [35 19],[62.08955224 17.91044776] ; [41.91044776 12.08955224],0
r2,1,0.004407,8.107928,[72  8] ; [36 15],[65.95419847 14.04580153] ; [42.04580153  8.95419847],0
d4,1,0.008315,6.964405,[61 18] ; [30 24],[54.05263158 24.94736842] ; [36.94736842 17.05263158],0
u3,1,0.008921,6.838639,[16 10] ; [ 7 20],[11.28301887 14.71698113] ; [11.71698113 15.28301887],0
d1,1,0.013029,6.165229,[41 39] ; [16 38],[34.02985075 45.97014925] ; [22.97014925 31.02985075],0
s3,1,0.029859,4.717363,[42 37] ; [18 35],[35.90909091 43.09090909] ; [24.09090909 28.90909091],0
d3,1,0.037239,4.339455,[51 28] ; [24 28],[45.22900763 33.77099237] ; [29.77099237 22.22900763],0
p4,1,0.038232,4.294675,[36 43] ; [15 39],[30.29323308 48.70676692] ; [20.70676692 33.29323308],0
a3,1,0.039392,4.243874,[53 24] ; [27 26],[47.38461538 29.61538462] ; [32.61538462 20.38461538],0
p10,1,0.058526,3.578674,[40 39] ; [18 35],[34.71212121 44.28787879] ; [23.28787879 29.71212121],0
a5,1,0.076493,3.137873,[48 32] ; [24 30],[42.98507463 37.01492537] ; [29.01492537 24.98507463],0
n3,1,0.077531,3.115917,[25 14] ; [ 8 12],[21.81355932 17.18644068] ; [11.18644068  8.81355932],0
p2,1,0.083092,3.00336,[50 29] ; [26 28],[45.14285714 33.85714286] ; [30.85714286 23.14285714],0
u1,1,0.088982,2.892698,[12 68] ; [ 3 51],[ 8.95522388 71.04477612] ; [ 6.04477612 47.95522388],0
n4,1,0.094536,2.795381,[53 27] ; [28 26],[48.35820896 31.64179104] ; [32.64179104 21.35820896],0
p6,1,0.097863,2.740035,[20 60] ; [ 7 46],[16.2406015 63.7593985] ; [10.7593985 42.2406015],0
b4,1,0.103648,2.648495,[47 33] ; [24 30],[42.3880597 37.6119403] ; [28.6119403 25.3880597],0
p8,1,0.104332,2.638042,[27 53] ; [11 42],[22.85714286 57.14285714] ; [15.14285714 37.85714286],0
n6,1,0.118985,2.430631,[53 26] ; [29 25],[48.70676692 30.29323308] ; [33.29323308 20.70676692],0
s2,1,0.14588,2.114812,[32 48] ; [15 39],[28.05970149 51.94029851] ; [18.94029851 35.05970149],0
n5,1,0.160831,1.966397,[54 26] ; [30 24],[50.14925373 29.85074627] ; [33.85074627 20.14925373],0
a2,1,0.173055,1.856277,[16 64] ; [ 6 48],[13.13432836 66.86567164] ; [ 8.86567164 45.13432836],0
s1,1,0.17556,1.834811,[10 69] ; [ 3 51],[ 7.72180451 71.27819549] ; [ 5.27819549 48.72180451],0
a4,1,0.204797,1.607834,[34 45] ; [17 36],[30.52272727 48.47727273] ; [20.47727273 32.52272727],0
b2,1,0.221243,1.496292,[12 32] ; [13 19],[14.47368421 29.52631579] ; [10.52631579 21.47368421],0
b3,1,0.221243,1.496292,[12 32] ; [13 19],[14.47368421 29.52631579] ; [10.52631579 21.47368421],0
p5,1,0.261453,1.261046,[ 9 70] ; [ 3 50],[ 7.18181818 71.81818182] ; [ 4.81818182 48.18181818],0
n2,1,0.283751,1.149035,[27 15] ; [10 10],[25.06451613 16.93548387] ; [11.93548387  8.06451613],0
a1,1,0.294642,1.098288,[ 6 74] ; [ 7 47],[ 7.76119403 72.23880597] ; [ 5.23880597 48.76119403],0
s5,1,0.352706,0.863698,[20 56] ; [10 42],[17.8125 58.1875] ; [12.1875 39.8125],0
n1,1,0.357001,0.848416,[19 21] ; [ 7 13],[17.33333333 22.66666667] ; [ 8.66666667 11.33333333],0
a6,1,0.391913,0.733,[44 35] ; [26 28],[41.57894737 37.42105263] ; [28.42105263 25.57894737],0
a8,1,0.411381,0.674805,[ 9 66] ; [ 4 49],[ 7.6171875 67.3828125] ; [ 5.3828125 47.6171875],0
b5,1,0.459899,0.546141,[51 29] ; [31 23],[48.95522388 31.04477612] ; [33.04477612 20.95522388],0
p3,1,0.484081,0.489656,[28 51] ; [16 38],[26.13533835 52.86466165] ; [17.86466165 36.13533835],0
u2,1,0.500432,0.454021,[11 15] ; [ 9 18],[ 9.81132075 16.18867925] ; [10.18867925 16.81132075],0
p12,1,0.526525,0.401093,[ 3 77] ; [ 1 53],[ 2.3880597 77.6119403] ; [ 1.6119403 52.3880597],0
p1,1,0.559486,0.340595,[10 70] ; [ 5 49],[ 8.95522388 71.04477612] ; [ 6.04477612 47.95522388],0
p7,1,0.583862,0.300032,[33 46] ; [20 34],[31.48120301 47.51879699] ; [21.51879699 32.48120301],0
v1,1,0.716621,0.131754,[25 55] ; [15 38],[24.06015038 55.93984962] ; [15.93984962 37.06015038],0
b1,1,0.817184,0.053439,[49 31] ; [32 22],[48.35820896 31.64179104] ; [32.64179104 21.35820896],0
p9,1,0.845774,0.037836,[43 37] ; [26 24],[42.46153846 37.53846154] ; [26.53846154 23.46153846],0
d2,1,0.860789,0.030755,[37 42] ; [24 29],[36.50757576 42.49242424] ; [24.49242424 28.50757576],0
v3,1,0.924713,0.00893,[16 60] ; [11 43],[15.78461538 60.21538462] ; [11.21538462 42.78461538],0
s4,1,0.958188,0.002749,[16 64] ; [11 43],[16.11940299 63.88059701] ; [10.88059701 43.11940299],0
