Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,34.263561,[126  37] ; [40 57],[104.06923077  58.93076923] ; [61.93076923 35.06923077],1
a4,1,0.0,28.278309,[84 79] ; [18 80],[63.70114943 99.29885057] ; [38.29885057 59.70114943],1
d5,1,3e-06,21.741248,[133  31] ; [53 45],[116.42748092  47.57251908] ; [69.57251908 28.42748092],1
a6,1,1e-05,19.539971,[120  44] ; [45 53],[103.28244275  60.71755725] ; [61.71755725 36.28244275],1
n4,1,1.3e-05,18.996297,[123  40] ; [48 50],[106.79310345  56.20689655] ; [64.20689655 33.79310345],1
d2,1,2.4e-05,17.850328,[87 75] ; [26 71],[70.67953668 91.32046332] ; [42.32046332 54.67953668],1
d1,1,0.000235,13.525471,[92 72] ; [32 66],[77.61832061 86.38167939] ; [46.38167939 51.61832061],1
n5,1,0.000287,13.151586,[115  47] ; [47 50],[101.32818533  60.67181467] ; [60.67181467 36.32818533],1
r1,1,0.001101,10.648687,[121  41] ; [54 44],[109.03846154  52.96153846] ; [65.96153846 32.03846154],0
d4,1,0.001695,9.853458,[133  31] ; [61 35],[122.36923077  41.63076923] ; [71.63076923 24.36923077],0
v2,1,0.002056,9.49865,[82 77] ; [29 63],[70.31474104 88.68525896] ; [40.68525896 51.31474104],0
r4,1,0.003422,8.567521,[128  36] ; [60 38],[117.67938931  46.32061069] ; [70.32061069 27.67938931],0
d3,1,0.003629,8.460553,[107  57] ; [46 52],[95.77099237 68.22900763] ; [57.22900763 40.77099237],0
v1,1,0.010108,6.615774,[69 91] ; [26 70],[ 59.375 100.625] ; [35.625 60.375],0
a7,1,0.014666,5.956177,[112  51] ; [52 45],[102.81538462  60.18461538] ; [61.18461538 35.81538462],0
u1,1,0.016074,5.794802,[ 19 145] ; [ 3 95],[ 13.77099237 150.22900763] ; [ 8.22900763 89.77099237],0
p3,1,0.020088,5.404232,[ 59 104] ; [22 76],[ 50.5862069 112.4137931] ; [30.4137931 67.5862069],0
b2,1,0.021017,5.325389,[41 59] ; [13 44],[34.39490446 65.60509554] ; [19.60509554 37.39490446],0
b3,1,0.021017,5.325389,[41 59] ; [13 44],[34.39490446 65.60509554] ; [19.60509554 37.39490446],0
p5,1,0.036136,4.390655,[ 11 152] ; [ 1 94],[  7.58139535 155.41860465] ; [ 4.41860465 90.58139535],0
p11,1,0.043614,4.071435,[120  44] ; [60 38],[112.67175573  51.32824427] ; [67.32824427 30.67175573],0
v3,1,0.046436,3.965707,[ 52 104] ; [20 73],[ 45.10843373 110.89156627] ; [26.89156627 66.10843373],0
r2,1,0.047009,3.945065,[142  17] ; [78 19],[136.640625  22.359375] ; [83.359375 13.640625],0
p4,1,0.050799,3.814895,[ 64 100] ; [26 70],[ 56.76923077 107.23076923] ; [33.23076923 62.76923077],0
s8,1,0.076003,3.148369,[ 28 136] ; [ 9 89],[ 23.16030534 140.83969466] ; [13.83969466 84.16030534],0
p10,1,0.079458,3.075957,[112  51] ; [55 40],[105.50775194  57.49224806] ; [61.49224806 33.50775194],0
r3,1,0.091193,2.853181,[140  22] ; [76 21],[135.1042471  26.8957529] ; [80.8957529 16.1042471],0
p8,1,0.109669,2.558978,[ 63 100] ; [28 69],[ 57.05 105.95] ; [33.95 63.05],0
p7,1,0.179585,1.801057,[74 89] ; [35 60],[68.86434109 94.13565891] ; [40.13565891 54.86434109],0
s7,1,0.185817,1.750477,[ 28 120] ; [12 84],[ 24.26229508 123.73770492] ; [15.73770492 80.26229508],0
