Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-05,18.187947,[14 23] ; [23  2],[22.08064516 14.91935484] ; [14.91935484 10.08064516],1
s5,1,0.000222,13.635784,[ 5 32] ; [14 10],[11.52459016 25.47540984] ; [ 7.47540984 16.52459016],1
s7,1,0.018797,5.520277,[10 24] ; [15 10],[14.40677966 19.59322034] ; [10.59322034 14.40677966],0
s8,1,0.032632,4.564987,[10 27] ; [13 11],[13.95081967 23.04918033] ; [ 9.04918033 14.95081967],0
p8,1,0.047697,3.920648,[13 23] ; [16 10],[16.83870968 19.16129032] ; [12.16129032 13.83870968],0
r2,1,0.070626,3.26842,[29  7] ; [25  1],[31.35483871  4.64516129] ; [22.64516129  3.35483871],0
p5,1,0.10143,2.682915,[ 2 33] ; [ 5 21],[ 4.01639344 30.98360656] ; [ 2.98360656 23.01639344],0
v1,1,0.119565,2.423011,[14 23] ; [15 11],[17.03174603 19.96825397] ; [11.96825397 14.03174603],0
s2,1,0.127508,2.322586,[17 20] ; [17  9],[19.96825397 17.03174603] ; [14.03174603 11.96825397],0
b4,1,0.152714,2.044933,[16 21] ; [16 10],[18.79365079 18.20634921] ; [13.20634921 12.79365079],0
p1,1,0.156792,2.004894,[ 1 36] ; [ 3 23],[ 2.34920635 34.65079365] ; [ 1.65079365 24.34920635],0
u1,1,0.156792,2.004894,[ 1 36] ; [ 3 23],[ 2.34920635 34.65079365] ; [ 1.65079365 24.34920635],0
u2,1,0.165403,1.924118,[4 9] ; [7 5],[5.72 7.28] ; [5.28 6.72],0
d1,1,0.179599,1.800936,[15 22] ; [15 11],[17.61904762 19.38095238] ; [12.38095238 13.61904762],0
s4,1,0.182062,1.780711,[ 5 32] ; [ 7 19],[ 7.04761905 29.95238095] ; [ 4.95238095 21.04761905],0
d3,1,0.187186,1.73963,[14 22] ; [14 11],[16.52459016 19.47540984] ; [11.47540984 13.52459016],0
