Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.978657,[419  20] ; [11 11],[409.47939262  29.52060738] ; [20.52060738  1.47939262],1
p2,1,0.001953,9.593003,[403  35] ; [16  6],[398.96086957  39.03913043] ; [20.03913043  1.96086957],0
d5,1,0.007087,7.250664,[359  78] ; [13  9],[354.16993464  82.83006536] ; [17.83006536  4.16993464],0
d4,1,0.011735,6.350487,[368  69] ; [14  8],[363.69063181  73.30936819] ; [18.30936819  3.69063181],0
s6,1,0.012354,6.259283,[301 125] ; [10 12],[295.72767857 130.27232143] ; [15.27232143  6.72767857],0
r1,1,0.014457,5.981463,[367  71] ; [14  8],[362.77826087  75.22173913] ; [18.22173913  3.77826087],0
p11,1,0.0207,5.35188,[378  61] ; [15  7],[374.24511931  64.75488069] ; [18.75488069  3.24511931],0
r2,1,0.023591,5.124444,[417  17] ; [18  3],[414.92307692  19.07692308] ; [20.07692308  0.92307692],0
p7,1,0.030683,4.670598,[358  75] ; [12  7],[354.44690265  78.55309735] ; [15.55309735  3.44690265],0
a6,1,0.034702,4.459788,[294 143] ; [10 12],[289.4291939 147.5708061] ; [14.5708061  7.4291939],0
s1,1,0.05148,3.792586,[ 10 426] ; [ 2 20],[ 11.42358079 424.57641921] ; [ 0.57641921 21.42358079],0
a5,1,0.0626,3.46713,[336 103] ; [13  9],[332.34490239 106.65509761] ; [16.65509761  5.34490239],0
n4,1,0.066848,3.358772,[350  88] ; [14  8],[346.59130435  91.40869565] ; [17.40869565  4.59130435],0
s3,1,0.081269,3.039343,[249 187] ; [ 7 12],[245.30989011 190.69010989] ; [10.69010989  8.30989011],0
n3,1,0.085673,2.953846,[46 19] ; [6 7],[43.33333333 21.66666667] ; [8.66666667 4.33333333],0
p3,1,0.094546,2.795217,[276 161] ; [10 12],[272.291939 164.708061] ; [13.708061  8.291939],0
b1,1,0.110454,2.54771,[165 274] ; [12 10],[168.55314534 270.44685466] ; [ 8.44685466 13.55314534],0
d1,1,0.110454,2.54771,[274 165] ; [10 12],[270.44685466 168.55314534] ; [13.55314534  8.44685466],0
b4,1,0.12794,2.317325,[247 192] ; [16  6],[250.44902386 188.55097614] ; [12.55097614  9.44902386],0
v2,1,0.139093,2.187964,[252 174] ; [ 9 12],[248.73825503 177.26174497] ; [12.26174497  8.73825503],0
v3,1,0.165516,1.92309,[188 240] ; [ 6 15],[184.92650334 243.07349666] ; [ 9.07349666 11.92650334],0
a4,1,0.19343,1.691296,[188 250] ; [ 6 15],[185.12418301 252.87581699] ; [ 8.87581699 12.12418301],0
v1,1,0.198329,1.654636,[255 175] ; [10 12],[252.10176991 177.89823009] ; [12.89823009  9.10176991],0
s8,1,0.231782,1.429893,[215 220] ; [ 8 14],[212.26477024 222.73522976] ; [10.73522976 11.26477024],0
a7,1,0.26061,1.265516,[326 112] ; [14  8],[323.73913043 114.26086957] ; [16.26086957  5.73913043],0
b3,1,0.260679,1.265145,[ 96 163] ; [ 4 13],[ 93.84057971 165.15942029] ; [ 6.15942029 10.84057971],0
b2,1,0.260679,1.265145,[ 96 163] ; [ 4 13],[ 93.84057971 165.15942029] ; [ 6.15942029 10.84057971],0
s5,1,0.30068,1.071176,[161 260] ; [ 6 16],[158.70654628 262.29345372] ; [ 8.29345372 13.70654628],0
n2,1,0.301979,1.065435,[54 12] ; [9 4],[52.63291139 13.36708861] ; [10.36708861  2.63291139],0
s2,1,0.31714,1.000705,[226 210] ; [ 9 13],[223.71179039 212.28820961] ; [11.28820961 10.71179039],0
p9,1,0.320557,0.986674,[387  49] ; [18  4],[385.54585153  50.45414847] ; [19.45414847  2.54585153],0
u1,1,0.349897,0.873832,[ 73 366] ; [ 2 20],[ 71.4208243 367.5791757] ; [ 3.5791757 18.4208243],0
a2,1,0.358885,0.841791,[ 96 343] ; [ 3 19],[ 94.27548807 344.72451193] ; [ 4.72451193 17.27548807],0
n1,1,0.413967,0.66738,[27 38] ; [7 6],[28.33333333 36.66666667] ; [5.66666667 7.33333333],0
d3,1,0.415168,0.663952,[314 124] ; [14  8],[312.31304348 125.68695652] ; [15.68695652  6.31304348],0
n6,1,0.425077,0.636236,[382  54] ; [18  4],[380.7860262  55.2139738] ; [19.2139738  2.7860262],0
a3,1,0.429306,0.6247,[306 131] ; [13  8],[304.37336245 132.62663755] ; [14.62663755  6.37336245],0
s4,1,0.459972,0.545962,[ 72 360] ; [ 5 17],[ 73.26872247 358.73127753] ; [ 3.73127753 18.26872247],0
u2,1,0.491209,0.473876,[73 60] ; [6 3],[73.99295775 59.00704225] ; [5.00704225 3.99295775],0
p5,1,0.495228,0.465149,[ 75 364] ; [ 5 17],[ 76.18221258 362.81778742] ; [ 3.81778742 18.18221258],0
d2,1,0.574342,0.315472,[206 232] ; [ 9 13],[204.7173913 233.2826087] ; [10.2826087 11.7173913],0
p12,1,0.590176,0.290069,[ 44 393] ; [ 3 19],[ 44.74727669 392.25272331] ; [ 2.25272331 19.74727669],0
p10,1,0.605533,0.266731,[380  56] ; [20  2],[380.7860262  55.2139738] ; [19.2139738  2.7860262],0
s7,1,0.615676,0.251992,[223 196] ; [10 11],[221.87954545 197.12045455] ; [11.12045455  9.87954545],0
p6,1,0.764293,0.089909,[211 222] ; [10 12],[210.31428571 222.68571429] ; [10.68571429 11.31428571],0
p1,1,0.783184,0.075719,[ 51 385] ; [ 3 19],[ 51.40611354 384.59388646] ; [ 2.59388646 19.40611354],0
b5,1,0.826563,0.04801,[249 190] ; [13  9],[249.4967462 189.5032538] ; [12.5032538  9.4967462],0
n5,1,0.830392,0.045881,[346  91] ; [17  5],[345.60130719  91.39869281] ; [17.39869281  4.60130719],0
p4,1,0.874398,0.024987,[319 118] ; [15  6],[318.68558952 118.31441048] ; [15.31441048  5.68558952],0
a1,1,0.886342,0.02043,[ 23 416] ; [ 1 21],[ 22.85466377 416.14533623] ; [ 1.14533623 20.85466377],0
u3,1,0.956454,0.002982,[74 57] ; [5 4],[73.92142857 57.07857143] ; [5.07857143 3.92142857],0
