Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.7e-05,15.891117,[135 216] ; [33 15],[147.78947368 203.21052632] ; [20.21052632 27.78947368],1
s2,1,0.021222,5.308469,[ 77 276] ; [18 31],[ 83.42039801 269.57960199] ; [11.57960199 37.42039801],0
b1,1,0.036903,4.354902,[137 218] ; [12 39],[130.28325123 224.71674877] ; [18.71674877 32.28325123],0
a2,1,0.046222,3.97347,[ 59 296] ; [ 3 48],[ 54.21182266 300.78817734] ; [ 7.78817734 43.21182266],0
n4,1,0.060383,3.526824,[235 119] ; [27 24],[229.00740741 124.99259259] ; [32.99259259 18.00740741],0
b2,1,0.071874,3.239695,[ 61 128] ; [ 3 19],[ 57.32701422 131.67298578] ; [ 6.67298578 15.32701422],0
b3,1,0.071874,3.239695,[ 61 128] ; [ 3 19],[ 57.32701422 131.67298578] ; [ 6.67298578 15.32701422],0
s3,1,0.074433,3.182455,[109 239] ; [22 28],[114.54271357 233.45728643] ; [16.45728643 33.54271357],0
p1,1,0.091028,2.856091,[ 31 321] ; [ 1 50],[ 27.95037221 324.04962779] ; [ 4.04962779 46.95037221],0
s5,1,0.116364,2.465589,[ 63 286] ; [13 34],[ 66.97979798 282.02020202] ; [ 9.02020202 37.97979798],0
n6,1,0.120785,2.407111,[260  92] ; [42  8],[264.43781095  87.56218905] ; [37.56218905 12.43781095],0
d2,1,0.128191,2.314276,[135 216] ; [14 37],[130.09701493 220.90298507] ; [18.90298507 32.09701493],0
u1,1,0.1539,2.033166,[ 36 319] ; [ 2 49],[ 33.22660099 321.77339901] ; [ 4.77339901 46.22660099],0
p8,1,0.157254,2.000438,[148 200] ; [16 34],[143.39698492 204.60301508] ; [20.60301508 29.39698492],0
v1,1,0.159472,1.979227,[155 193] ; [17 33],[150.3919598 197.6080402] ; [21.6080402 28.3919598],0
d5,1,0.17264,1.859872,[260  95] ; [32 18],[255.95061728  99.04938272] ; [36.04938272 13.95061728],0
a8,1,0.183541,1.76872,[ 34 294] ; [ 2 45],[ 31.488 296.512] ; [ 4.512 42.488],0
v4,1,0.183728,1.767206,[309  43] ; [48  3],[311.82133995  40.17866005] ; [45.17866005  5.82133995],0
a3,1,0.186275,1.746834,[207 145] ; [25 26],[202.64019851 149.35980149] ; [29.35980149 21.64019851],0
d3,1,0.193722,1.689081,[214 140] ; [35 15],[218.18316832 135.81683168] ; [30.81683168 19.18316832],0
v3,1,0.240754,1.376173,[ 99 243] ; [10 38],[ 95.58461538 246.41538462] ; [13.41538462 34.58461538],0
p10,1,0.286438,1.136288,[232 114] ; [38 13],[235.31486146 110.68513854] ; [34.68513854 16.31486146],0
n3,1,0.311125,1.025895,[72 27] ; [9 6],[70.34210526 28.65789474] ; [10.65789474  4.34210526],0
d1,1,0.31191,1.022571,[166 189] ; [20 31],[162.63546798 192.36453202] ; [23.36453202 27.63546798],0
a1,1,0.325511,0.966673,[ 18 337] ; [ 1 50],[ 16.61330049 338.38669951] ; [ 2.38669951 48.61330049],0
b4,1,0.326615,0.962272,[204 151] ; [33 18],[207.22906404 147.77093596] ; [29.77093596 21.22906404],0
a6,1,0.35483,0.856107,[239 116] ; [31 20],[236.08374384 118.91625616] ; [33.91625616 17.08374384],0
u2,1,0.355717,0.852956,[70 75] ; [10 16],[67.83625731 77.16374269] ; [12.16374269 13.83625731],0
p7,1,0.375617,0.784997,[178 166] ; [23 28],[175.04810127 168.95189873] ; [25.95189873 25.04810127],0
a4,1,0.417824,0.656426,[131 221] ; [16 35],[128.39702233 223.60297767] ; [18.60297767 32.39702233],0
p5,1,0.464642,0.534688,[ 23 327] ; [ 2 49],[ 21.82044888 328.17955112] ; [ 3.17955112 47.82044888],0
p11,1,0.555542,0.347482,[251 104] ; [34 17],[249.19950739 105.80049261] ; [35.80049261 15.19950739],0
p6,1,0.608441,0.262451,[ 70 273] ; [12 39],[ 71.3857868 271.6142132] ; [10.6142132 40.3857868],0
