Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000497,12.127691,[19 78] ; [16 15],[26.5234375 70.4765625] ; [ 8.4765625 22.5234375],1
s1,1,0.015801,5.824933,[ 5 90] ; [ 6 25],[ 8.29365079 86.70634921] ; [ 2.70634921 28.29365079],0
s2,1,0.019065,5.495505,[21 76] ; [13 17],[25.96850394 71.03149606] ; [ 8.03149606 21.96850394],0
n4,1,0.02305,5.164696,[60 37] ; [26  5],[65.171875 31.828125] ; [20.828125 10.171875],0
n2,1,0.028397,4.803796,[23 21] ; [9 1],[26.07407407 17.92592593] ; [5.92592593 4.07407407],0
b1,1,0.0322,4.587804,[48 50] ; [22  9],[53.17829457 44.82170543] ; [16.82170543 14.17829457],0
p7,1,0.033062,4.54255,[24 72] ; [14 17],[28.72440945 67.27559055] ; [ 9.27559055 21.72440945],0
r3,1,0.03552,4.420002,[69 27] ; [28  3],[73.32283465 22.67716535] ; [23.67716535  7.32283465],0
n3,1,0.039543,4.237381,[23 19] ; [9 1],[25.84615385 16.15384615] ; [6.15384615 3.84615385],0
v1,1,0.041358,4.16129,[28 70] ; [15 16],[32.66666667 65.33333333] ; [10.33333333 20.66666667],0
v3,1,0.058737,3.572689,[24 71] ; [13 17],[28.12 66.88] ; [ 8.88 21.12],0
u2,1,0.062683,3.464934,[19 17] ; [ 4 12],[15.92307692 20.07692308] ; [7.07692308 8.92307692],0
p5,1,0.080326,3.058286,[ 1 97] ; [ 2 29],[ 2.27906977 95.72093023] ; [ 0.72093023 30.27906977],0
a3,1,0.081124,3.042242,[61 36] ; [14 17],[56.8359375 40.1640625] ; [18.1640625 12.8359375],0
v4,1,0.100603,2.695951,[69 26] ; [27  4],[72.38095238 22.61904762] ; [23.61904762  7.38095238],0
r4,1,0.120342,2.41286,[61 37] ; [24  7],[64.57364341 33.42635659] ; [20.42635659 10.57364341],0
p2,1,0.138981,2.189201,[42 56] ; [18 13],[45.58139535 52.41860465] ; [14.41860465 16.58139535],0
s4,1,0.163973,1.937194,[12 85] ; [ 7 24],[14.3984375 82.6015625] ; [ 4.6015625 26.3984375],0
s3,1,0.251519,1.314849,[34 63] ; [14 16],[36.66141732 60.33858268] ; [11.33858268 18.66141732],0
v2,1,0.302052,1.065113,[31 63] ; [13 17],[33.35483871 60.64516129] ; [10.64516129 19.35483871],0
