Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,48.029304,[210  50] ; [43 56],[183.23119777  76.76880223] ; [69.76880223 29.23119777],1
d3,1,0.0,39.122418,[203  58] ; [43 56],[178.35  82.65] ; [67.65 31.35],1
a2,1,0.0,26.992533,[ 93 168] ; [ 8 91],[ 73.225 187.775] ; [27.775 71.225],1
u1,1,5e-06,20.847556,[ 82 179] ; [ 8 91],[ 65.25 195.75] ; [24.75 74.25],1
b5,1,9.5e-05,15.237329,[165  96] ; [40 59],[148.625 112.375] ; [56.375 42.625],1
v4,1,0.004218,8.187708,[253   6] ; [90  9],[248.14804469  10.85195531] ; [94.85195531  4.14804469],0
s8,1,0.00588,7.586775,[127 130] ; [65 34],[138.60674157 118.39325843] ; [53.39325843 45.60674157],0
d1,1,0.007742,7.092206,[179  82] ; [53 46],[168.2  92.8] ; [63.8 35.2],0
r2,1,0.008041,7.024389,[253   7] ; [89  9],[248.37988827  11.62011173] ; [93.62011173  4.37988827],0
b1,1,0.01339,6.116774,[102 159] ; [53 46],[112.375 148.625] ; [42.625 56.375],0
r4,1,0.017328,5.662846,[248  13] ; [87 12],[242.875  18.125] ; [92.125  6.875],0
p4,1,0.030749,4.666937,[225  36] ; [76 23],[218.225  42.775] ; [82.775 16.225],0
v2,1,0.05498,3.682695,[168  87] ; [52 43],[160.28571429  94.71428571] ; [59.71428571 35.28571429],0
b4,1,0.083768,2.99023,[153 108] ; [48 51],[145.725 115.275] ; [55.275 43.725],0
u3,1,0.110164,2.551865,[37 24] ; [ 9 13],[33.80722892 27.19277108] ; [12.19277108  9.80722892],0
n2,1,0.11731,2.452873,[31  6] ; [11  6],[28.77777778  8.22222222] ; [13.22222222  3.77777778],0
v1,1,0.121751,2.394644,[171  85] ; [55 40],[164.83190883  91.16809117] ; [61.16809117 33.83190883],0
s5,1,0.127748,2.319665,[ 97 153] ; [45 49],[103.19767442 146.80232558] ; [38.80232558 55.19767442],0
