Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001125,10.609568,[17  1] ; [1 3],[14.72727273  3.27272727] ; [3.27272727 0.72727273],0
s6,1,0.005816,7.606536,[16  2] ; [1 3],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
p3,1,0.125249,2.350427,[12  6] ; [1 3],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
d2,1,0.189526,1.721296,[11  7] ; [1 3],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
r1,1,0.259177,1.273148,[14  4] ; [2 2],[13.09090909  4.90909091] ; [2.90909091 1.09090909],0
b1,1,0.268925,1.222222,[ 8 10] ; [3 1],[9. 9.] ; [2. 2.],0
v2,1,0.388072,0.744974,[ 5 13] ; [2 2],[ 5.72727273 12.27272727] ; [1.27272727 2.72727273],0
b4,1,0.388072,0.744974,[13  5] ; [2 2],[12.27272727  5.72727273] ; [2.72727273 1.27272727],0
a3,1,0.388072,0.744974,[13  5] ; [2 2],[12.27272727  5.72727273] ; [2.72727273 1.27272727],0
d3,1,0.388072,0.744974,[13  5] ; [2 2],[12.27272727  5.72727273] ; [2.72727273 1.27272727],0
p4,1,0.431923,0.617647,[12  5] ; [2 2],[11.33333333  5.66666667] ; [2.66666667 1.33333333],0
r2,1,0.464069,0.536062,[16  2] ; [3 1],[15.54545455  2.45454545] ; [3.45454545 0.54545455],0
s8,1,0.47433,0.511871,[ 8 10] ; [1 3],[ 7.36363636 10.63636364] ; [1.63636364 2.36363636],0
p12,1,0.496116,0.463235,[ 2 15] ; [1 3],[ 2.42857143 14.57142857] ; [0.57142857 3.42857143],0
a4,1,0.601448,0.272817,[ 7 11] ; [1 3],[ 6.54545455 11.45454545] ; [1.45454545 2.54545455],0
d1,1,0.682665,0.167142,[11  7] ; [2 2],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
b5,1,0.682665,0.167142,[11  7] ; [2 2],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
v1,1,0.694354,0.154412,[11  6] ; [3 1],[11.33333333  5.66666667] ; [2.66666667 1.33333333],0
r4,1,0.695895,0.152778,[15  3] ; [3 1],[14.72727273  3.27272727] ; [3.27272727 0.72727273],0
s3,1,0.748328,0.102941,[10  7] ; [2 2],[9.71428571 7.28571429] ; [2.28571429 1.71428571],0
s5,1,0.748328,0.102941,[10  7] ; [2 2],[9.71428571 7.28571429] ; [2.28571429 1.71428571],0
u3,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
b2,1,0.825498,0.048611,[5 7] ; [1 1],[5.14285714 6.85714286] ; [0.85714286 1.14285714],0
b3,1,0.825498,0.048611,[5 7] ; [1 1],[5.14285714 6.85714286] ; [0.85714286 1.14285714],0
v3,1,0.840039,0.040741,[ 8 10] ; [2 2],[8.18181818 9.81818182] ; [1.81818182 2.18181818],0
a6,1,0.840039,0.040741,[10  8] ; [2 2],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
d5,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
a5,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
d4,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
p2,1,0.910162,0.012731,[13  5] ; [3 1],[13.09090909  4.90909091] ; [2.90909091 1.09090909],0
a7,1,0.910162,0.012731,[13  5] ; [3 1],[13.09090909  4.90909091] ; [2.90909091 1.09090909],0
p8,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
s2,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
