Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,51.154713,[ 25 106] ; [84 51],[53.68045113 77.31954887] ; [55.31954887 79.68045113],1
p2,1,0.0,36.332306,[75 56] ; [122  14],[96.65543071 34.34456929] ; [100.34456929  35.65543071],1
p6,1,0.0,35.521578,[ 16 114] ; [62 74],[38.12030075 91.87969925] ; [39.87969925 96.12030075],1
p4,1,1e-06,25.020007,[40 90] ; [84 53],[60.37453184 69.62546816] ; [63.62546816 73.37453184],1
p3,1,8e-06,20.024734,[31 99] ; [69 68],[48.68913858 81.31086142] ; [51.31086142 85.68913858],1
s6,1,6.2e-05,16.038017,[53 77] ; [87 46],[69.20152091 60.79847909] ; [70.79847909 62.20152091],1
s2,1,0.000575,11.854217,[36 94] ; [66 71],[49.66292135 80.33707865] ; [52.33707865 84.66292135],1
p11,1,0.001284,10.364753,[73 58] ; [102  35],[85.54104478 45.45895522] ; [89.45895522 47.54104478],0
s3,1,0.001332,10.297704,[49 81] ; [78 58],[62.06766917 67.93233083] ; [64.93233083 71.06766917],0
p10,1,0.001512,10.06442,[69 60] ; [99 38],[81.47368421 47.52631579] ; [86.52631579 50.47368421],0
r3,1,0.002556,9.099932,[102  29] ; [124  12],[110.88389513  20.11610487] ; [115.11610487  20.88389513],0
r4,1,0.004967,7.89155,[91 40] ; [115  22],[100.69402985  30.30597015] ; [105.30597015  31.69402985],0
p9,1,0.006459,7.417537,[76 51] ; [102  33],[86.28244275 40.71755725] ; [91.71755725 43.28244275],0
s7,1,0.02055,5.364524,[38 86] ; [59 73],[46.984375 77.015625] ; [50.015625 81.984375],0
v4,1,0.02176,5.264862,[107  24] ; [125  12],[113.40298507  17.59701493] ; [118.59701493  18.40298507],0
n3,1,0.044238,4.047456,[28 25] ; [30 11],[32.70212766 20.29787234] ; [25.29787234 15.70212766],0
p5,1,0.050346,3.829894,[  6 125] ; [ 15 121],[ 10.30337079 120.69662921] ; [ 10.69662921 125.30337079],0
s8,1,0.069808,3.287536,[32 99] ; [47 89],[38.76029963 92.23970037] ; [40.23970037 95.76029963],0
b4,1,0.077914,3.107881,[80 51] ; [69 68],[72.83208955 58.16791045] ; [76.16791045 60.83208955],0
n6,1,0.079115,3.082985,[94 37] ; [110  26],[100.08988764  30.91011236] ; [103.91011236  32.08988764],0
u2,1,0.098975,2.721984,[24 30] ; [32 21],[28.26168224 25.73831776] ; [27.73831776 25.26168224],0
s5,1,0.110665,2.544695,[ 24 103] ; [37 99],[29.45627376 97.54372624] ; [ 31.54372624 104.45627376],0
a8,1,0.141379,2.162888,[ 10 114] ; [ 18 112],[ 13.66929134 110.33070866] ; [ 14.33070866 115.66929134],0
p12,1,0.166864,1.910898,[  2 129] ; [  6 130],[  3.92509363 127.07490637] ; [  4.07490637 131.92509363],0
r2,1,0.171232,1.872125,[106  23] ; [119  16],[109.94318182  19.05681818] ; [115.05681818  19.94318182],0
u1,1,0.196051,1.671551,[ 18 113] ; [ 12 125],[ 14.6641791 116.3358209] ; [ 15.3358209 121.6641791],0
a5,1,0.241127,1.373994,[74 57] ; [87 50],[78.69776119 52.30223881] ; [82.30223881 54.69776119],0
n4,1,0.242444,1.366324,[85 46] ; [98 39],[89.45149254 41.54850746] ; [93.54850746 43.45149254],0
a7,1,0.26176,1.259427,[77 54] ; [89 47],[81.44569288 49.55430712] ; [84.55430712 51.44569288],0
d5,1,0.273499,1.199113,[87 44] ; [98 37],[91.10902256 39.89097744] ; [93.89097744 41.10902256],0
s1,1,0.289714,1.12095,[ 11 120] ; [  7 129],[  8.83146067 122.16853933] ; [  9.16853933 126.83146067],0
r1,1,0.298559,1.080619,[79 52] ; [91 46],[83.09701493 47.90298507] ; [86.90298507 50.09701493],0
a1,1,0.349282,0.876065,[  8 123] ; [  5 132],[  6.35447761 124.64552239] ; [  6.64552239 130.35447761],0
n2,1,0.385293,0.753745,[32 24] ; [27 14],[34.06185567 21.93814433] ; [24.93814433 16.06185567],0
d3,1,0.436976,0.60421,[76 55] ; [84 50],[79.09433962 51.90566038] ; [80.90566038 53.09433962],0
p1,1,0.453839,0.561047,[ 14 116] ; [ 11 125],[ 12.21804511 117.78195489] ; [ 12.78195489 123.21804511],0
v3,1,0.470942,0.519765,[ 14 113] ; [ 19 117],[ 15.93536122 111.06463878] ; [ 17.06463878 118.93536122],0
a2,1,0.501511,0.451738,[ 19 112] ; [ 24 113],[ 21.01865672 109.98134328] ; [ 21.98134328 115.01865672],0
d1,1,0.526069,0.401979,[59 72] ; [67 70],[61.58955224 69.41044776] ; [64.41044776 72.58955224],0
