Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7e-06,20.081869,[149 281] ; [51 33],[167.3151751 262.6848249] ; [32.6848249 51.3151751],1
s6,1,1.9e-05,18.311078,[283 145] ; [76  9],[299.5165692 128.4834308] ; [59.4834308 25.5165692],1
s2,1,0.000146,14.424558,[210 225] ; [62 26],[226.2332696 208.7667304] ; [45.7667304 42.2332696],1
s3,1,0.000729,11.413679,[240 192] ; [66 22],[254.21538462 177.78461538] ; [51.78461538 36.21538462],1
a8,1,0.001134,10.59451,[ 78 316] ; [ 4 78],[ 67.87394958 326.12605042] ; [14.12605042 67.87394958],0
n4,1,0.007705,7.100725,[356  79] ; [61 27],[346.83556405  88.16443595] ; [70.16443595 17.83556405],0
s7,1,0.009511,6.724186,[215 201] ; [57 28],[225.85229541 190.14770459] ; [46.14770459 38.85229541],0
p6,1,0.028597,4.79169,[200 232] ; [52 36],[209.35384615 222.64615385] ; [42.64615385 45.35384615],0
b2,1,0.045854,3.986966,[115 166] ; [13 37],[108.66465257 172.33534743] ; [19.33534743 30.66465257],0
b3,1,0.045854,3.986966,[115 166] ; [13 37],[108.66465257 172.33534743] ; [19.33534743 30.66465257],0
s8,1,0.053583,3.725658,[207 226] ; [52 36],[215.25335893 217.74664107] ; [43.74664107 44.25335893],0
v2,1,0.053741,3.720732,[263 159] ; [44 42],[255.02755906 166.97244094] ; [51.97244094 34.02755906],0
a7,1,0.063999,3.430593,[323 113] ; [56 31],[315.9541109 120.0458891] ; [63.0458891 23.9541109],0
p11,1,0.076094,3.146406,[367  70] ; [67 21],[361.25333333  75.74666667] ; [72.74666667 15.25333333],0
u2,1,0.111474,2.533198,[65 48] ; [10 15],[61.41304348 51.58695652] ; [13.58695652 11.41304348],0
p1,1,0.133875,2.246987,[ 37 397] ; [12 76],[ 40.7394636 393.2605364] ; [ 8.2605364 79.7394636],0
p9,1,0.174716,1.84201,[376  57] ; [81  7],[379.80998081  53.19001919] ; [77.19001919 10.80998081],0
p10,1,0.224581,1.474858,[368  66] ; [79  9],[371.64367816  62.35632184] ; [75.35632184 12.64367816],0
d5,1,0.228076,1.452817,[356  78] ; [76 11],[359.86180422  74.13819578] ; [72.13819578 14.86180422],0
v4,1,0.259324,1.272363,[429   7] ; [85  3],[427.67938931   8.32061069] ; [86.32061069  1.67938931],0
a6,1,0.259851,1.269549,[298 136] ; [55 33],[293.49042146 140.50957854] ; [59.50957854 28.49042146],0
p4,1,0.300371,1.072548,[297 138] ; [65 23],[301.08986616 133.91013384] ; [60.91013384 27.08986616],0
a1,1,0.30719,1.042721,[ 27 410] ; [ 3 85],[ 24.97142857 412.02857143] ; [ 5.02857143 82.97142857],0
v3,1,0.320485,0.986966,[189 234] ; [33 52],[184.85433071 238.14566929] ; [37.14566929 47.85433071],0
p3,1,0.32633,0.963409,[263 173] ; [58 30],[267.09160305 168.90839695] ; [53.90839695 34.09160305],0
n5,1,0.379101,0.773614,[340  95] ; [65 23],[336.85468451  98.14531549] ; [68.14531549 19.85468451],0
n2,1,0.427372,0.629953,[56 18] ; [16  3],[57.29032258 16.70967742] ; [14.70967742  4.29032258],0
a5,1,0.430748,0.620805,[335 102] ; [64 24],[332.12 104.88] ; [66.88 21.12],0
d3,1,0.436225,0.606194,[307 128] ; [65 22],[310. 125.] ; [62. 25.],0
u1,1,0.440316,0.595459,[ 79 358] ; [19 69],[ 81.57333333 355.42666667] ; [16.42666667 71.57333333],0
v1,1,0.450123,0.570342,[250 178] ; [47 40],[246.82718447 181.17281553] ; [50.17281553 36.82718447],0
n3,1,0.45665,0.554092,[61 13] ; [17  2],[62.06451613 11.93548387] ; [15.93548387  3.06451613],0
d4,1,0.46985,0.522329,[363  70] ; [71 17],[360.69481766  72.30518234] ; [73.30518234 14.69481766],0
u4,1,0.491218,0.473857,[ 10 427] ; [ 1 87],[  9.15619048 427.84380952] ; [ 1.84380952 86.15619048],0
d1,1,0.492337,0.471414,[266 171] ; [57 31],[268.85904762 168.14095238] ; [54.14095238 33.85904762],0
d2,1,0.544998,0.366354,[212 223] ; [46 42],[214.58891013 220.41108987] ; [43.41108987 44.58891013],0
p2,1,0.620382,0.245331,[394  42] ; [78 10],[392.73282443  43.26717557] ; [79.26717557  8.73282443],0
p8,1,0.625372,0.23839,[292 141] ; [61 26],[293.94038462 139.05961538] ; [59.05961538 27.94038462],0
a3,1,0.636847,0.222889,[322 113] ; [63 25],[320.21988528 114.78011472] ; [64.78011472 23.21988528],0
s1,1,0.651165,0.204435,[ 11 420] ; [ 3 85],[ 11.62620424 419.37379576] ; [ 2.37379576 85.62620424],0
b5,1,0.672277,0.17895,[254 183] ; [49 39],[252.21142857 184.78857143] ; [50.78857143 37.21142857],0
u3,1,0.698243,0.150306,[63 50] ; [15 10],[63.86956522 49.13043478] ; [14.13043478 10.86956522],0
r2,1,0.709053,0.139224,[420  13] ; [86  2],[420.53358925  12.46641075] ; [85.46641075  2.53358925],0
r1,1,0.72522,0.123546,[376  58] ; [75 13],[374.96934866  59.03065134] ; [76.03065134 11.96934866],0
a2,1,0.72825,0.120725,[112 325] ; [21 67],[110.70666667 326.29333333] ; [22.29333333 65.70666667],0
n1,1,0.797062,0.066127,[25 47] ; [ 6 13],[24.52747253 47.47252747] ; [ 6.47252747 12.52747253],0
p12,1,0.801657,0.063103,[ 36 399] ; [ 8 80],[ 36.59655832 398.40344168] ; [ 7.40344168 80.59655832],0
b4,1,0.804498,0.061271,[247 190] ; [51 37],[248.04952381 188.95047619] ; [49.95047619 38.04952381],0
p5,1,0.836319,0.042686,[ 63 372] ; [12 76],[ 62.38049713 372.61950287] ; [12.61950287 75.38049713],0
r3,1,0.868253,0.027516,[431   6] ; [86  1],[431.16221374   5.83778626] ; [85.83778626  1.16221374],0
n6,1,0.898051,0.016416,[382  52] ; [77 10],[382.35316699  51.64683301] ; [76.64683301 10.35316699],0
b1,1,0.910363,0.012675,[171 266] ; [35 53],[171.47047619 265.52952381] ; [34.52952381 53.47047619],0
a4,1,0.977077,0.000826,[197 238] ; [40 48],[197.12237094 237.87762906] ; [39.87762906 48.12237094],0
