Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000834,11.164433,[ 1 37] ; [15 34],[ 6.98850575 31.01149425] ; [ 9.01149425 39.98850575],1
v4,1,0.010681,6.517714,[16 22] ; [34 15],[21.83908046 16.16091954] ; [28.16091954 20.83908046],0
d5,1,0.025413,4.995513,[16 22] ; [33 17],[21.15909091 16.84090909] ; [27.84090909 22.15909091],0
d1,1,0.038384,4.287906,[ 8 30] ; [21 29],[12.52272727 25.47727273] ; [16.47727273 33.52272727],0
d2,1,0.040788,4.184815,[10 28] ; [23 25],[14.58139535 23.41860465] ; [18.41860465 29.58139535],0
u3,1,0.054586,3.694682,[ 3 20] ; [ 9 15],[ 5.87234043 17.12765957] ; [ 6.12765957 17.87234043],0
s4,1,0.068978,3.307185,[ 7 31] ; [ 3 47],[ 4.31818182 33.68181818] ; [ 5.68181818 44.31818182],0
s8,1,0.087004,2.928944,[ 4 34] ; [ 1 49],[ 2.15909091 35.84090909] ; [ 2.84090909 47.15909091],0
d3,1,0.090588,2.863886,[14 24] ; [27 22],[17.90804598 20.09195402] ; [23.09195402 25.90804598],0
b3,1,0.099677,2.710701,[ 5 21] ; [ 9 13],[ 7.58333333 18.41666667] ; [ 6.41666667 15.58333333],0
b2,1,0.099677,2.710701,[ 5 21] ; [ 9 13],[ 7.58333333 18.41666667] ; [ 6.41666667 15.58333333],0
a2,1,0.107667,2.58813,[ 1 37] ; [ 6 44],[ 3.02272727 34.97727273] ; [ 3.97727273 46.02272727],0
a6,1,0.10999,2.554363,[14 24] ; [27 23],[17.70454545 20.29545455] ; [23.29545455 26.70454545],0
n3,1,0.115589,2.476088,[12  5] ; [11 13],[9.53658537 7.46341463] ; [13.46341463 10.53658537],0
n2,1,0.145946,2.114122,[11  6] ; [10 14],[8.70731707 8.29268293] ; [12.29268293 11.70731707],0
a3,1,0.249729,1.324817,[15 22] ; [26 23],[17.63953488 19.36046512] ; [23.36046512 25.63953488],0
s5,1,0.254791,1.296842,[ 3 35] ; [ 8 42],[ 4.75 33.25] ; [ 6.25 43.75],0
p5,1,0.274021,1.196509,[ 1 36] ; [ 4 44],[ 2.17647059 34.82352941] ; [ 2.82352941 45.17647059],0
p9,1,0.303332,1.059489,[17 20] ; [28 21],[19.36046512 17.63953488] ; [25.63953488 23.36046512],0
p4,1,0.320339,0.987563,[13 25] ; [12 37],[10.91954023 27.08045977] ; [14.08045977 34.91954023],0
p11,1,0.349593,0.874935,[19 19] ; [20 30],[16.84090909 21.15909091] ; [22.15909091 27.84090909],0
p1,1,0.353936,0.859296,[ 3 35] ; [ 7 42],[ 4.36781609 33.63218391] ; [ 5.63218391 43.36781609],0
r3,1,0.367153,0.813277,[21 16] ; [23 26],[18.93023256 18.06976744] ; [25.06976744 23.93023256],0
p10,1,0.385541,0.75296,[15 22] ; [24 24],[16.97647059 20.02352941] ; [22.02352941 25.97647059],0
r1,1,0.400715,0.70618,[ 7 31] ; [13 37],[ 8.63636364 29.36363636] ; [11.36363636 38.63636364],0
a1,1,0.458608,0.549289,[ 4 34] ; [ 8 42],[ 5.18181818 32.81818182] ; [ 6.81818182 43.18181818],0
s3,1,0.464571,0.534859,[ 8 29] ; [14 35],[ 9.46511628 27.53488372] ; [12.53488372 36.46511628],0
b1,1,0.499578,0.455834,[21 17] ; [24 26],[19.43181818 18.56818182] ; [25.56818182 24.43181818],0
d4,1,0.575507,0.313554,[21 17] ; [30 19],[22.27586207 15.72413793] ; [28.72413793 20.27586207],0
p7,1,0.585923,0.296757,[14 24] ; [15 33],[12.81395349 25.18604651] ; [16.18604651 31.81395349],0
v2,1,0.602354,0.271461,[13 24] ; [14 33],[11.89285714 25.10714286] ; [15.10714286 31.89285714],0
n4,1,0.624401,0.23973,[21 17] ; [25 25],[19.86363636 18.13636364] ; [26.13636364 23.86363636],0
p6,1,0.667779,0.184211,[ 4 32] ; [ 4 44],[ 3.42857143 32.57142857] ; [ 4.57142857 43.42857143],0
n1,1,0.67786,0.172545,[ 6 11] ; [ 7 17],[ 5.3902439 11.6097561] ; [ 7.6097561 16.3902439],0
b5,1,0.753266,0.098807,[20 18] ; [28 22],[20.72727273 17.27272727] ; [27.27272727 22.72727273],0
a7,1,0.776863,0.080321,[19 19] ; [26 23],[19.65517241 18.34482759] ; [25.34482759 23.65517241],0
u1,1,0.778114,0.079398,[ 2 36] ; [ 2 48],[ 1.72727273 36.27272727] ; [ 2.27272727 47.72727273],0
p2,1,0.810206,0.057677,[20 18] ; [23 23],[19.45238095 18.54761905] ; [23.54761905 22.45238095],0
a5,1,0.858926,0.031592,[16 22] ; [22 28],[16.40909091 21.59090909] ; [21.59090909 28.40909091],0
a4,1,0.866379,0.028311,[11 27] ; [15 34],[11.35632184 26.64367816] ; [14.64367816 34.35632184],0
p3,1,0.887008,0.02019,[ 8 29] ; [11 37],[ 8.27058824 28.72941176] ; [10.72941176 37.27058824],0
s2,1,0.903487,0.014703,[ 8 30] ; [10 40],[ 7.77272727 30.22727273] ; [10.22727273 39.77272727],0
s6,1,0.922242,0.009528,[11 27] ; [14 36],[10.79545455 27.20454545] ; [14.20454545 35.79545455],0
v1,1,0.92299,0.009345,[12 26] ; [15 34],[11.79310345 26.20689655] ; [15.20689655 33.79310345],0
n6,1,0.968238,0.001586,[20 18] ; [26 23],[20.09195402 17.90804598] ; [25.90804598 23.09195402],0
s1,1,0.985578,0.000327,[ 3 35] ; [ 4 46],[ 3.02272727 34.97727273] ; [ 3.97727273 46.02272727],0
p8,1,0.98589,0.000313,[ 9 28] ; [12 37],[ 9.03488372 27.96511628] ; [11.96511628 37.03488372],0
n5,1,0.992094,9.8e-05,[22 16] ; [29 21],[22.02272727 15.97727273] ; [28.97727273 21.02272727],0
b4,1,0.992094,9.8e-05,[22 16] ; [29 21],[22.02272727 15.97727273] ; [28.97727273 21.02272727],0
u2,1,1.0,0.0,[ 9 14] ; [ 9 14],[ 9. 14.] ; [ 9. 14.],0
