Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,67.553601,[98 30] ; [ 9 55],[71.33333333 56.66666667] ; [35.66666667 28.33333333],1
d3,1,0.0,50.74436,[113  16] ; [24 39],[92.046875 36.953125] ; [44.953125 18.046875],1
d5,1,0.0,48.086556,[124   4] ; [37 27],[107.33333333  20.66666667] ; [53.66666667 10.33333333],1
d4,1,0.0,43.896721,[127   1] ; [42 21],[113.2565445  14.7434555] ; [55.7434555  7.2565445],1
a4,1,0.0,27.214889,[83 47] ; [15 48],[66.01036269 63.98963731] ; [31.98963731 31.01036269],1
a2,1,1e-06,23.790606,[52 78] ; [ 4 60],[37.5257732 92.4742268] ; [18.4742268 45.5257732],1
u1,1,6e-06,20.629229,[45 85] ; [ 3 61],[32.16494845 97.83505155] ; [15.83505155 48.16494845],1
a3,1,0.000782,11.282532,[111  18] ; [41 22],[102.125  26.875] ; [49.875 13.125],1
a7,1,0.000875,11.074631,[100  30] ; [33 29],[90.05208333 39.94791667] ; [42.94791667 19.05208333],1
p9,1,0.002221,9.357291,[118   9] ; [48 14],[111.54497354  15.45502646] ; [54.45502646  7.54497354],0
p4,1,0.002544,9.108588,[95 33] ; [33 30],[85.78010471 42.21989529] ; [42.21989529 20.78010471],0
p12,1,0.005405,7.738651,[ 29 100] ; [ 4 59],[ 22.171875 106.828125] ; [10.828125 52.171875],0
a5,1,0.008803,6.862329,[113  17] ; [45 18],[106.42487047  23.57512953] ; [51.57512953 11.42487047],0
a6,1,0.010837,6.491796,[91 37] ; [33 30],[83.09947644 44.90052356] ; [40.90052356 22.09947644],0
s8,1,0.016351,5.764764,[94 34] ; [36 28],[86.66666667 41.33333333] ; [43.33333333 20.66666667],0
v1,1,0.018085,5.587921,[99 30] ; [38 25],[92.046875 36.953125] ; [44.953125 18.046875],0
v4,1,0.028475,4.799077,[127   2] ; [59  5],[124.32124352   4.67875648] ; [61.67875648  2.32124352],0
p2,1,0.054249,3.705029,[114  15] ; [49 14],[109.515625  19.484375] ; [53.484375  9.515625],0
v2,1,0.056793,3.628658,[107  22] ; [44 18],[101.98429319  27.01570681] ; [49.01570681 12.98429319],0
p11,1,0.069789,3.287983,[108  22] ; [46 18],[103.19587629  26.80412371] ; [50.80412371 13.19587629],0
r3,1,0.074707,3.176446,[128   2] ; [60  4],[125.97938144   4.02061856] ; [62.02061856  1.97938144],0
p10,1,0.102149,2.671674,[117  12] ; [52 11],[113.546875  15.453125] ; [55.453125  7.546875],0
n1,1,0.131246,2.277708,[ 7 17] ; [8 7],[ 9.23076923 14.76923077] ; [5.76923077 9.23076923],0
s5,1,0.133024,2.256859,[72 53] ; [28 33],[67.20430108 57.79569892] ; [32.79569892 28.20430108],0
a1,1,0.158962,1.984071,[ 14 116] ; [ 3 61],[ 11.39175258 118.60824742] ; [ 5.60824742 58.39175258],0
n6,1,0.177397,1.819297,[117  10] ; [55  9],[114.36649215  12.63350785] ; [57.63350785  6.36649215],0
r4,1,0.195692,1.674234,[124   6] ; [58  6],[121.95876289   8.04123711] ; [60.04123711  3.95876289],0
n4,1,0.209664,1.573744,[116  14] ; [53 11],[113.24742268  16.75257732] ; [55.75257732  8.24742268],0
r1,1,0.21725,1.522445,[115  14] ; [53 11],[112.29015544  16.70984456] ; [55.70984456  8.29015544],0
p1,1,0.227989,1.453363,[ 18 111] ; [ 5 58],[ 15.453125 113.546875] ; [ 7.546875 55.453125],0
s3,1,0.266397,1.235205,[112  15] ; [51 11],[109.52910053  17.47089947] ; [53.47089947  8.52910053],0
u3,1,0.282612,1.154485,[15  4] ; [14  8],[13.43902439  5.56097561] ; [15.56097561  6.43902439],0
n3,1,0.285049,1.142857,[16  9] ; [12  3],[17.5  7.5] ; [10.5  4.5],0
p3,1,0.35783,0.845494,[78 50] ; [34 29],[75.05759162 52.94240838] ; [36.94240838 26.05759162],0
r2,1,0.368002,0.8104,[127   3] ; [61  3],[125.97938144   4.02061856] ; [62.02061856  1.97938144],0
s1,1,0.424494,0.637839,[  5 125] ; [ 4 58],[  6.09375 123.90625] ; [ 2.90625 59.09375],0
s7,1,0.448234,0.575113,[95 28] ; [44 17],[92.91847826 30.08152174] ; [46.08152174 14.91847826],0
b3,1,0.461251,0.542857,[34 46] ; [17 17],[35.78947368 44.21052632] ; [15.21052632 18.78947368],0
b2,1,0.461251,0.542857,[34 46] ; [17 17],[35.78947368 44.21052632] ; [15.21052632 18.78947368],0
p8,1,0.501573,0.451607,[79 48] ; [36 27],[76.86842105 50.13157895] ; [38.13157895 24.86842105],0
s4,1,0.521853,0.41023,[ 23 107] ; [ 9 55],[ 21.44329897 108.55670103] ; [10.55670103 53.44329897],0
p6,1,0.530763,0.392931,[54 72] ; [24 39],[52. 74.] ; [26. 37.],0
n5,1,0.553885,0.350403,[111  18] ; [53 11],[109.61658031  19.38341969] ; [54.38341969  9.61658031],0
p5,1,0.554558,0.349215,[ 25 104] ; [10 53],[ 23.515625 105.484375] ; [11.484375 51.515625],0
s6,1,0.571303,0.320508,[112  15] ; [52  9],[110.78723404  16.21276596] ; [53.21276596  7.78723404],0
p7,1,0.593221,0.285341,[88 35] ; [42 20],[86.43243243 36.56756757] ; [43.56756757 18.43243243],0
u2,1,0.611202,0.258429,[13  6] ; [14  9],[12.21428571  6.78571429] ; [14.78571429  8.21428571],0
b5,1,0.616592,0.250686,[74 56] ; [34 30],[72.37113402 57.62886598] ; [35.62886598 28.37113402],0
b1,1,0.617972,0.248728,[50 80] ; [27 37],[51.59793814 78.40206186] ; [25.40206186 38.59793814],0
a8,1,0.793704,0.068384,[ 16 102] ; [ 9 51],[ 16.57303371 101.42696629] ; [ 8.42696629 51.57303371],0
b4,1,0.851958,0.034827,[79 51] ; [38 26],[78.40206186 51.59793814] ; [38.59793814 25.40206186],0
