Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,46.692941,[215  46] ; [35 45],[191.34897361  69.65102639] ; [58.65102639 21.34897361],1
b3,1,0.131805,2.271117,[61 93] ; [11 30],[56.86153846 97.13846154] ; [15.13846154 25.86153846],0
s4,1,0.150566,2.066505,[ 56 203] ; [23 55],[ 60.71513353 198.28486647] ; [18.28486647 59.71513353],0
d4,1,0.154478,2.027468,[233  27] ; [67 13],[229.41176471  30.58823529] ; [70.58823529  9.41176471],0
n2,1,0.192144,1.701099,[41 12] ; [13  1],[42.71641791 10.28358209] ; [11.28358209  2.71641791],0
p11,1,0.195849,1.67306,[205  57] ; [57 23],[200.71345029  61.28654971] ; [61.28654971 18.71345029],0
s1,1,0.222925,1.48544,[ 11 248] ; [ 6 72],[ 13.0652819 245.9347181] ; [ 3.9347181 74.0652819],0
u4,1,0.254741,1.297116,[ 10 252] ; [ 1 79],[  8.42690058 253.57309942] ; [ 2.57309942 77.42690058],0
a1,1,0.291823,1.111194,[ 14 248] ; [ 2 78],[ 12.25730994 249.74269006] ; [ 3.74269006 76.25730994],0
p2,1,0.293741,1.102397,[227  34] ; [65 14],[224.15294118  36.84705882] ; [67.84705882 11.15294118],0
p7,1,0.340741,0.907642,[169  84] ; [45 29],[165.57186544  87.42813456] ; [48.42813456 25.57186544],0
a8,1,0.374138,0.789873,[ 42 195] ; [10 65],[ 39.5 197.5] ; [12.5 62.5],0
n5,1,0.387791,0.745856,[203  56] ; [59 21],[200.17109145  58.82890855] ; [61.82890855 18.17109145],0
p1,1,0.408992,0.681728,[ 25 236] ; [10 68],[ 26.94690265 234.05309735] ; [ 8.05309735 69.94690265],0
n3,1,0.532598,0.389433,[42 11] ; [10  4],[41.13432836 11.86567164] ; [10.86567164  3.13432836],0
b4,1,0.539459,0.376544,[157 105] ; [51 29],[159.34502924 102.65497076] ; [48.65497076 31.34502924],0
b5,1,0.623951,0.240353,[178  84] ; [52 28],[176.19883041  85.80116959] ; [53.80116959 26.19883041],0
p8,1,0.667015,0.185114,[140 119] ; [40 38],[138.33827893 120.66172107] ; [41.66172107 36.33827893],0
u2,1,0.692683,0.156197,[27 19] ; [27 16],[27.91011236 18.08988764] ; [26.08988764 16.91011236],0
u3,1,0.710631,0.137647,[32 14] ; [29 15],[31.17777778 14.82222222] ; [29.82222222 14.17777778],0
r3,1,0.8185,0.052659,[253   8] ; [76  2],[253.30088496   7.69911504] ; [75.69911504  2.30088496],0
b1,1,0.889156,0.019425,[ 96 166] ; [30 50],[ 96.52631579 165.47368421] ; [29.47368421 50.52631579],0
n1,1,0.902268,0.015079,[18 35] ; [5 9],[18.19402985 34.80597015] ; [4.80597015 9.19402985],0
s3,1,0.981687,0.000527,[226  32] ; [70 10],[225.9408284  32.0591716] ; [70.0591716  9.9408284],0
p5,1,0.985336,0.000338,[ 33 226] ; [10 68],[ 33.04747774 225.95252226] ; [ 9.95252226 68.04747774],0
