Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,75.221142,[70 12] ; [19 76],[41.23163842 40.76836158] ; [47.76836158 47.23163842],1
s6,1,0.0,35.106525,[69 13] ; [39 57],[49.75280899 32.24719101] ; [58.24719101 37.75280899],1
s8,1,0.0,30.783004,[46 36] ; [16 81],[28.40223464 53.59776536] ; [33.59776536 63.40223464],1
s5,1,0.0,26.205106,[41 38] ; [15 81],[25.28 53.72] ; [30.72 65.28],1
s4,1,7.2e-05,15.748959,[31 51] ; [12 85],[19.69832402 62.30167598] ; [23.30167598 73.69832402],1
s7,1,0.000104,15.071723,[39 40] ; [20 74],[26.94219653 52.05780347] ; [32.05780347 61.94219653],1
u3,1,0.004285,8.158975,[23  7] ; [18 24],[17.08333333 12.91666667] ; [23.91666667 18.08333333],0
p6,1,0.007903,7.055232,[28 54] ; [16 79],[20.38418079 61.61581921] ; [23.61581921 71.38418079],0
d2,1,0.011159,6.439852,[33 49] ; [22 75],[25.19553073 56.80446927] ; [29.80446927 67.19553073],0
d1,1,0.011733,6.350745,[45 37] ; [35 62],[36.64804469 45.35195531] ; [43.35195531 53.64804469],0
p10,1,0.012946,6.17648,[75  6] ; [77 20],[69.16853933 11.83146067] ; [82.83146067 14.16853933],0
r2,1,0.01344,6.110222,[79  3] ; [82 14],[74.16853933  7.83146067] ; [86.83146067  9.16853933],0
r3,1,0.022234,5.227361,[80  2] ; [86 11],[76.04469274  5.95530726] ; [89.95530726  7.04469274],0
a6,1,0.065649,3.388597,[59 23] ; [57 40],[53.1396648 28.8603352] ; [62.8603352 34.1396648],0
p12,1,0.090003,2.874312,[ 6 76] ; [ 2 95],[ 3.66480447 78.33519553] ; [ 4.33519553 92.66480447],0
u1,1,0.10024,2.701713,[11 71] ; [ 6 91],[ 7.7877095 74.2122905] ; [ 9.2122905 87.7877095],0
a2,1,0.124724,2.356971,[15 67] ; [10 87],[11.45251397 70.54748603] ; [13.54748603 83.45251397],0
p1,1,0.126322,2.337127,[ 8 72] ; [ 4 92],[ 5.45454545 74.54545455] ; [ 6.54545455 89.45454545],0
a1,1,0.165199,1.925977,[ 5 77] ; [ 2 95],[ 3.20670391 78.79329609] ; [ 3.79329609 93.20670391],0
p11,1,0.177564,1.817894,[57 25] ; [76 21],[60.9273743 21.0726257] ; [72.0726257 24.9273743],0
v4,1,0.203713,1.615553,[78  3] ; [88  8],[75.96610169  5.03389831] ; [90.03389831  5.96610169],0
