Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,62.204798,[284  57] ; [43 55],[254.0022779  86.9977221] ; [72.9977221 25.0022779],1
a4,1,0.0,42.342645,[192 149] ; [19 80],[163.525 177.475] ; [47.475 51.525],1
d2,1,0.0,38.906579,[204 137] ; [24 75],[176.7 164.3] ; [51.3 47.7],1
d1,1,0.0,35.364621,[240 102] ; [37 62],[214.81632653 127.18367347] ; [62.18367347 36.81632653],1
u1,1,1e-06,24.416268,[ 94 248] ; [ 4 95],[ 76. 266.] ; [22. 77.],1
d4,1,2.1e-05,18.136201,[299  42] ; [69 30],[285.2  55.8] ; [82.8 16.2],1
p10,1,5.4e-05,16.300113,[304  36] ; [71 26],[291.76201373  48.23798627] ; [83.23798627 13.76201373],1
a6,1,0.000235,13.532088,[249  92] ; [53 46],[234.05 106.95] ; [67.95 31.05],1
r1,1,0.000372,12.670166,[293  48] ; [69 29],[281.18906606  59.81093394] ; [80.81093394 17.18906606],1
p9,1,0.000403,12.516999,[311  29] ; [77 21],[301.18721461  38.81278539] ; [86.81278539 11.18721461],1
v2,1,0.000496,12.130618,[216 116] ; [43 52],[201.37704918 130.62295082] ; [57.62295082 37.37704918],1
s8,1,0.001648,9.905122,[191 148] ; [38 61],[177.23972603 161.76027397] ; [51.76027397 47.23972603],0
d3,1,0.00167,9.880425,[247  95] ; [55 44],[234.20408163 107.79591837] ; [67.79591837 31.20408163],0
d5,1,0.002932,8.849198,[297  44] ; [74 25],[287.525  53.475] ; [83.475 15.525],0
p11,1,0.004533,8.056882,[291  51] ; [72 27],[281.51020408  60.48979592] ; [81.48979592 17.51020408],0
b2,1,0.005692,7.645415,[101 125] ; [14 43],[ 91.83745583 134.16254417] ; [23.16254417 33.83745583],0
b3,1,0.005692,7.645415,[101 125] ; [14 43],[ 91.83745583 134.16254417] ; [23.16254417 33.83745583],0
r2,1,0.007055,7.258847,[331   8] ; [90  8],[326.58810069  12.41189931] ; [94.41189931  3.58810069],0
s5,1,0.016877,5.70915,[142 187] ; [27 65],[132.06888361 196.93111639] ; [36.93111639 55.06888361],0
s2,1,0.021047,5.322913,[194 146] ; [43 55],[183.97260274 156.02739726] ; [53.02739726 44.97260274],0
s7,1,0.025352,4.999664,[195 128] ; [43 48],[185.68599034 137.31400966] ; [52.31400966 38.68599034],0
r4,1,0.030351,4.689277,[327  15] ; [89 10],[322.6122449  19.3877551] ; [93.3877551  5.6122449],0
n4,1,0.044903,4.022292,[288  53] ; [75 24],[281.325  59.675] ; [81.675 17.325],0
p1,1,0.078639,3.092809,[ 36 303] ; [17 82],[ 41.02054795 297.97945205] ; [11.97945205 87.02054795],0
a1,1,0.145042,2.123639,[ 24 318] ; [ 3 96],[ 20.93877551 321.06122449] ; [ 6.06122449 92.93877551],0
p8,1,0.147463,2.098301,[228 110] ; [59 40],[221.98169336 116.01830664] ; [65.01830664 33.98169336],0
v1,1,0.148585,2.086715,[207 125] ; [52 44],[200.90654206 131.09345794] ; [58.09345794 37.90654206],0
u3,1,0.149698,2.075324,[40 17] ; [32 24],[36.31858407 20.68141593] ; [35.68141593 20.31858407],0
p12,1,0.161621,1.958997,[ 41 299] ; [ 7 92],[ 37.17539863 302.82460137] ; [10.82460137 88.17539863],0
v3,1,0.217541,1.52052,[156 176] ; [37 56],[150.76705882 181.23294118] ; [42.23294118 50.76705882],0
u4,1,0.234754,1.411822,[ 11 331] ; [ 1 98],[  9.30612245 332.69387755] ; [ 2.69387755 96.30612245],0
r3,1,0.294837,1.097403,[332  10] ; [93  5],[330.34090909  11.65909091] ; [94.65909091  3.34090909],0
n5,1,0.296288,1.090829,[270  69] ; [74 25],[266.24657534  72.75342466] ; [77.75342466 21.24657534],0
p4,1,0.319741,0.990006,[278  64] ; [76 23],[274.53061224  67.46938776] ; [79.46938776 19.53061224],0
p7,1,0.329295,0.95167,[261  77] ; [71 27],[257.37614679  80.62385321] ; [74.62385321 23.37614679],0
p6,1,0.358151,0.844365,[166 173] ; [41 53],[162.06235566 176.93764434] ; [44.93764434 49.06235566],0
n6,1,0.370335,0.802539,[300  40] ; [84 15],[297.40318907  42.59681093] ; [86.59681093 12.40318907],0
a8,1,0.386388,0.750279,[ 41 267] ; [ 9 82],[ 38.59649123 269.40350877] ; [11.40350877 79.59649123],0
p2,1,0.421726,0.645501,[302  38] ; [85 14],[299.72665148  40.27334852] ; [87.27334852 11.72665148],0
s1,1,0.457871,0.551093,[  9 332] ; [ 4 94],[ 10.09794989 330.90205011] ; [ 2.90205011 95.09794989],0
s3,1,0.543497,0.369097,[201 139] ; [54 43],[198.39816934 141.60183066] ; [56.60183066 40.39816934],0
s4,1,0.610573,0.259341,[ 58 280] ; [19 79],[ 59.69266055 278.30733945] ; [17.30733945 80.69266055],0
p5,1,0.642726,0.215195,[ 59 281] ; [19 79],[ 60.54794521 279.45205479] ; [17.45205479 80.54794521],0
b1,1,0.703218,0.145146,[149 193] ; [41 58],[147.34693878 194.65306122] ; [42.65306122 56.34693878],0
s6,1,0.723082,0.125558,[242  93] ; [69 29],[240.61200924  94.38799076] ; [70.38799076 27.61200924],0
b5,1,0.781111,0.077213,[195 147] ; [58 41],[196.20408163 145.79591837] ; [56.79591837 42.20408163],0
a7,1,0.783579,0.075437,[250  92] ; [73 25],[251.05909091  90.94090909] ; [71.94090909 26.05909091],0
n1,1,0.800795,0.063665,[23 33] ; [ 8 10],[23.45945946 32.54054054] ; [ 7.54054054 10.45945946],0
n2,1,0.811142,0.057099,[42 14] ; [14  4],[42.37837838 13.62162162] ; [13.62162162  4.37837838],0
b4,1,0.861469,0.030452,[197 145] ; [58 41],[197.75510204 144.24489796] ; [57.24489796 41.75510204],0
n3,1,0.930639,0.007576,[43 13] ; [14  4],[43.13513514 12.86486486] ; [13.86486486  4.13513514],0
u2,1,0.956466,0.00298,[33 25] ; [31 23],[33.14285714 24.85714286] ; [30.85714286 23.14285714],0
