Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,73.271442,[ 5 31] ; [110  16],[25.55555556 10.44444444] ; [89.44444444 36.55555556],1
p11,1,1.9e-05,18.289709,[15 21] ; [99 27],[25.33333333 10.66666667] ; [88.66666667 37.33333333],1
r4,1,2.3e-05,17.920006,[22 14] ; [114  12],[30.22222222  5.77777778] ; [105.77777778  20.22222222],1
p2,1,0.000234,13.533974,[17 19] ; [99 27],[25.77777778 10.22222222] ; [90.22222222 35.77777778],1
n5,1,0.001555,10.012561,[15 21] ; [88 37],[23.0310559 12.9689441] ; [79.9689441 45.0310559],0
r2,1,0.001766,9.777857,[29  7] ; [121   5],[33.33333333  2.66666667] ; [116.66666667   9.33333333],0
v4,1,0.004874,7.925636,[28  8] ; [118   8],[32.44444444  3.55555556] ; [113.55555556  12.44444444],0
s2,1,0.006394,7.435802,[ 9 25] ; [66 59],[16.03773585 17.96226415] ; [58.96226415 66.03773585],0
s8,1,0.019228,5.480651,[ 7 28] ; [52 73],[12.90625 22.09375] ; [46.09375 78.90625],0
r3,1,0.020234,5.391558,[31  4] ; [123   3],[33.47826087  1.52173913] ; [120.52173913   5.47826087],0
n6,1,0.020309,5.385165,[24 12] ; [106  20],[28.88888889  7.11111111] ; [101.11111111  24.88888889],0
s3,1,0.022767,5.18623,[11 24] ; [67 59],[16.95652174 18.04347826] ; [61.04347826 64.95652174],0
n4,1,0.04524,4.009665,[21 15] ; [95 31],[25.77777778 10.22222222] ; [90.22222222 35.77777778],0
s7,1,0.052402,3.762896,[ 9 25] ; [54 66],[13.90909091 20.09090909] ; [49.09090909 70.90909091],0
a5,1,0.055434,3.66899,[23 13] ; [100  26],[27.33333333  8.66666667] ; [95.66666667 30.33333333],0
s6,1,0.070377,3.274205,[18 17] ; [85 40],[22.53125 12.46875] ; [80.46875 44.53125],0
d4,1,0.084335,2.979305,[33  2] ; [104  22],[29.7826087  5.2173913] ; [107.2173913  18.7826087],0
