Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-06,20.100002,[14 24] ; [121  41],[25.65 12.35] ; [109.35  52.65],1
b1,1,0.00023,13.567814,[25 13] ; [ 54 108],[15.01 22.99] ; [63.99 98.01],1
p7,1,0.00065,11.628019,[23 15] ; [136  24],[30.51515152  7.48484848] ; [128.48484848  31.51515152],1
p10,1,0.001371,10.243745,[28  9] ; [151  11],[33.28140704  3.71859296] ; [145.71859296  16.28140704],0
n5,1,0.008313,6.964691,[26 12] ; [139  22],[31.50753769  6.49246231] ; [133.49246231  27.50753769],0
p5,1,0.011037,6.459419,[ 4 34] ; [ 50 112],[10.26 27.74] ; [ 43.74 118.26],0
n4,1,0.031551,4.62274,[26 11] ; [138  24],[30.49246231  6.50753769] ; [133.50753769  28.49246231],0
d4,1,0.041822,4.1424,[30  8] ; [146  15],[33.6080402  4.3919598] ; [142.3919598  18.6080402],0
n2,1,0.043218,4.086869,[7 5] ; [26  4],[9.42857143 2.57142857] ; [23.57142857  6.42857143],0
v4,1,0.050505,3.824615,[35  3] ; [158   3],[36.85427136  1.14572864] ; [156.14572864   4.85427136],0
p9,1,0.050803,3.814765,[32  6] ; [151  10],[34.94472362  3.05527638] ; [148.05527638  12.94472362],0
p3,1,0.054301,3.703407,[23 15] ; [123  39],[27.74 10.26] ; [118.26  43.74],0
n6,1,0.066174,3.375466,[31  6] ; [150  11],[33.82323232  3.17676768] ; [147.17676768  13.82323232],0
s6,1,0.081799,3.028786,[36  1] ; [140  20],[33.05583756  3.94416244] ; [142.94416244  17.05583756],0
s4,1,0.086178,2.944355,[14 24] ; [ 37 122],[ 9.83756345 28.16243655] ; [ 41.16243655 117.83756345],0
r3,1,0.092975,2.822087,[34  3] ; [158   4],[35.69849246  1.30150754] ; [156.30150754   5.69849246],0
b5,1,0.095752,2.774911,[24 14] ; [78 84],[19.38 18.62] ; [82.62 79.38],0
d2,1,0.113067,2.510815,[25 13] ; [83 78],[20.62311558 17.37688442] ; [87.37688442 73.62311558],0
r4,1,0.131021,2.280361,[34  4] ; [155   7],[35.91  2.09] ; [153.09   8.91],0
p2,1,0.141782,2.158515,[32  6] ; [149  13],[34.39  3.61] ; [146.61  15.39],0
b3,1,0.147942,2.093348,[ 5 14] ; [45 57],[ 7.85123967 11.14876033] ; [42.14876033 59.85123967],0
b2,1,0.147942,2.093348,[ 5 14] ; [45 57],[ 7.85123967 11.14876033] ; [42.14876033 59.85123967],0
a6,1,0.18612,1.748065,[21 17] ; [108  54],[24.51 13.49] ; [104.49  57.51],0
r1,1,0.188652,1.728117,[29  8] ; [139  21],[31.55329949  5.44670051] ; [136.44670051  23.55329949],0
v1,1,0.22236,1.489073,[21 17] ; [106  55],[24.25125628 13.74874372] ; [102.74874372  58.25125628],0
p6,1,0.261419,1.261226,[19 19] ; [96 64],[22.07070707 15.92929293] ; [92.92929293 67.07070707],0
a7,1,0.27015,1.215986,[24 14] ; [117  45],[26.79 11.21] ; [114.21  47.79],0
s7,1,0.304067,1.056274,[25  7] ; [107  48],[22.58823529  9.41176471] ; [109.41176471  45.58823529],0
p12,1,0.340199,0.909682,[ 3 35] ; [ 22 140],[ 4.75 33.25] ; [ 20.25 141.75],0
a4,1,0.369775,0.804421,[23 15] ; [85 77],[20.52 17.48] ; [87.48 74.52],0
n3,1,0.378019,0.777133,[7 5] ; [21  8],[8.19512195 3.80487805] ; [19.80487805  9.19512195],0
b4,1,0.402195,0.701754,[26 12] ; [99 63],[23.75 14.25] ; [101.25  60.75],0
s2,1,0.416864,0.65914,[30  8] ; [116  44],[28.02020202  9.97979798] ; [117.97979798  42.02020202],0
u1,1,0.427525,0.629538,[11 27] ; [ 37 125],[ 9.12 28.88] ; [ 38.88 123.12],0
n1,1,0.430223,0.622222,[4 8] ; [14 16],[5.14285714 6.85714286] ; [12.85714286 17.14285714],0
d1,1,0.43157,0.618594,[25 13] ; [117  45],[26.98 11.02] ; [115.02  46.98],0
r2,1,0.456681,0.554017,[37  1] ; [153   9],[36.1  1.9] ; [153.9   8.1],0
a5,1,0.459929,0.546067,[30  8] ; [136  26],[31.54  6.46] ; [134.46  27.54],0
v2,1,0.480352,0.498064,[21 17] ; [99 62],[22.91457286 15.08542714] ; [97.08542714 63.91457286],0
u3,1,0.498543,0.458038,[5 4] ; [23 11],[5.86046512 3.13953488] ; [22.13953488 11.86046512],0
a1,1,0.560783,0.33835,[ 2 36] ; [ 13 149],[ 2.85 35.15] ; [ 12.15 149.85],0
p1,1,0.6021,0.27184,[ 6 31] ; [ 21 141],[ 5.0201005 31.9798995] ; [ 21.9798995 140.0201005],0
s1,1,0.620825,0.24471,[ 2 34] ; [  6 154],[ 1.46938776 34.53061224] ; [  6.53061224 153.46938776],0
a3,1,0.71574,0.132611,[29  9] ; [128  34],[29.83  8.17] ; [127.17  34.83],0
d5,1,0.746835,0.10421,[34  4] ; [141  20],[33.41708543  4.58291457] ; [141.58291457  19.41708543],0
u4,1,0.757327,0.095477,[ 1 37] ; [  3 159],[ 0.76 37.24] ; [  3.24 158.76],0
u2,1,0.784379,0.074866,[5 4] ; [20 13],[5.35714286 3.64285714] ; [19.64285714 13.35714286],0
d3,1,0.786876,0.073099,[31  7] ; [129  33],[30.4  7.6] ; [129.6  32.4],0
s8,1,0.790105,0.070849,[22 16] ; [97 64],[22.72361809 15.27638191] ; [96.27638191 64.72361809],0
a8,1,0.793199,0.068727,[ 4 28] ; [ 17 139],[ 3.57446809 28.42553191] ; [ 17.42553191 138.57446809],0
v3,1,0.882216,0.021951,[18 19] ; [80 80],[18.40609137 18.59390863] ; [79.59390863 80.40609137],0
s3,1,0.885492,0.020739,[26 12] ; [110  48],[26.36734694 11.63265306] ; [109.63265306  48.36734694],0
a2,1,0.993661,6.3e-05,[11 27] ; [ 47 115],[11.02 26.98] ; [ 46.98 115.02],0
