Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000311,13.000073,[40  6] ; [96 69],[29.6492891 16.3507109] ; [106.3507109  58.6492891],1
p2,1,0.00061,11.746233,[37  9] ; [89 81],[26.83333333 19.16666667] ; [99.16666667 70.83333333],1
p10,1,0.004455,8.088236,[35 11] ; [88 79],[26.56338028 19.43661972] ; [96.43661972 70.56338028],0
p3,1,0.016766,5.720691,[16 30] ; [ 31 138],[10.05581395 35.94418605] ; [ 36.94418605 132.05581395],0
p4,1,0.021795,5.262067,[20 26] ; [ 44 125],[13.69302326 32.30697674] ; [ 50.30697674 118.69302326],0
b1,1,0.026874,4.898907,[11 35] ; [71 99],[17.46296296 28.53703704] ; [ 64.53703704 105.46296296],0
a3,1,0.039031,4.25951,[22 23] ; [111  58],[27.96728972 17.03271028] ; [105.03271028  63.96728972],0
p6,1,0.051182,3.802312,[ 8 38] ; [ 13 155],[ 4.51401869 41.48598131] ; [ 16.48598131 151.51401869],0
r4,1,0.06815,3.327033,[37  9] ; [113  57],[31.94444444 14.05555556] ; [118.05555556  51.94444444],0
v4,1,0.071757,3.242373,[42  4] ; [135  34],[37.86976744  8.13023256] ; [139.13023256  29.86976744],0
n6,1,0.140662,2.170701,[37  9] ; [118  52],[33.00925926 12.99074074] ; [121.99074074  48.00925926],0
n3,1,0.143555,2.139432,[4 7] ; [39 26],[6.22368421 4.77631579] ; [36.77631579 28.22368421],0
r3,1,0.144745,2.126773,[41  5] ; [134  34],[37.61682243  8.38317757] ; [137.38317757  30.61682243],0
d2,1,0.158283,1.990552,[14 32] ; [70 97],[18.14084507 27.85915493] ; [ 65.85915493 101.14084507],0
r1,1,0.165545,1.922831,[34 12] ; [107  63],[30.02777778 15.97222222] ; [110.97222222  59.02777778],0
s8,1,0.207958,1.585584,[10 36] ; [ 24 146],[ 7.24074074 38.75925926] ; [ 26.75925926 143.24074074],0
s4,1,0.222727,1.486717,[ 2 44] ; [ 17 151],[ 4.08411215 41.91588785] ; [ 14.91588785 153.08411215],0
a4,1,0.232169,1.427525,[15 30] ; [73 96],[18.5046729 26.4953271] ; [69.4953271 99.5046729],0
n1,1,0.23678,1.399661,[6 5] ; [24 43],[4.23076923 6.76923077] ; [25.76923077 41.23076923],0
s1,1,0.257634,1.281425,[ 3 43] ; [  5 164],[ 1.71162791 44.28837209] ; [  6.28837209 162.71162791],0
d5,1,0.266577,1.234276,[30 16] ; [125  45],[33.00925926 12.99074074] ; [121.99074074  48.00925926],0
v1,1,0.285426,1.141071,[18 27] ; [ 53 115],[15. 30.] ; [ 56. 112.],0
s5,1,0.333564,0.935013,[ 4 42] ; [ 23 140],[ 5.94258373 40.05741627] ; [ 21.05741627 141.94258373],0
n4,1,0.347139,0.883887,[28 18] ; [116  54],[30.66666667 15.33333333] ; [113.33333333  56.66666667],0
n5,1,0.352444,0.864638,[32 14] ; [105  64],[29.31162791 16.68837209] ; [107.68837209  61.31162791],0
p11,1,0.366274,0.816266,[32 14] ; [106  64],[29.38888889 16.61111111] ; [108.61111111  61.38888889],0
u2,1,0.403286,0.698505,[13 11] ; [26 33],[11.27710843 12.72289157] ; [27.72289157 31.27710843],0
a2,1,0.407031,0.687455,[ 6 40] ; [ 31 139],[ 7.87962963 38.12037037] ; [ 29.12037037 140.87962963],0
d1,1,0.413596,0.66844,[18 28] ; [78 92],[20.44444444 25.55555556] ; [75.55555556 94.44444444],0
b2,1,0.465385,0.532912,[ 8 14] ; [44 54],[ 9.53333333 12.46666667] ; [42.46666667 55.53333333],0
b3,1,0.465385,0.532912,[ 8 14] ; [44 54],[ 9.53333333 12.46666667] ; [42.46666667 55.53333333],0
p1,1,0.490319,0.475827,[ 5 41] ; [ 13 156],[ 3.85116279 42.14883721] ; [ 14.14883721 154.85116279],0
