Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,73.607144,[179 274] ; [177  63],[232.70995671 220.29004329] ; [123.29004329 116.70995671],1
s6,1,0.0,58.393311,[265 187] ; [208  31],[309.40086831 142.59913169] ; [163.59913169  75.40086831],1
s7,1,0.0,39.452079,[176 257] ; [153  78],[214.5436747 218.4563253] ; [114.4563253 116.5436747],1
p5,1,0.0,37.722568,[ 23 428] ; [ 48 192],[ 46.34008683 404.65991317] ; [ 24.65991317 215.34008683],1
s8,1,0.0,33.986557,[170 284] ; [146  95],[206.42302158 247.57697842] ; [109.57697842 131.42302158],1
s3,1,0.0,33.168626,[209 242] ; [165  73],[244.80986938 206.19013062] ; [129.19013062 108.80986938],1
s4,1,1e-06,24.185722,[ 52 400] ; [ 62 175],[ 74.78664731 377.21335269] ; [ 39.21335269 197.78664731],1
p6,1,1.2e-05,19.187647,[137 309] ; [113 124],[163.25036603 282.74963397] ; [ 86.74963397 150.25036603],1
v1,1,2.3e-05,17.902471,[217 224] ; [158  81],[243.19852941 197.80147059] ; [131.80147059 107.19852941],1
p7,1,0.00036,12.729117,[268 176] ; [172  60],[288.99408284 155.00591716] ; [151.00591716  80.99408284],1
p10,1,0.000517,12.05309,[350  99] ; [212  27],[366.77034884  82.22965116] ; [195.22965116  43.77034884],1
p3,1,0.000522,12.034154,[210 241] ; [145  95],[231.70043415 219.29956585] ; [123.29956585 116.70043415],1
p4,1,0.000554,11.926118,[259 193] ; [169  70],[279.96526773 172.03473227] ; [148.03473227  90.96526773],1
n2,1,0.000987,10.852575,[70 41] ; [49  7],[79.09580838 31.90419162] ; [39.90419162 16.09580838],1
a3,1,0.001166,10.543245,[322 132] ; [198  43],[339.68345324 114.31654676] ; [180.31654676  60.68345324],0
p9,1,0.00172,9.827117,[364  85] ; [213  23],[378.20875912  70.79124088] ; [198.79124088  37.20875912],0
p12,1,0.00189,9.653385,[ 22 429] ; [ 27 213],[ 31.98118669 419.01881331] ; [ 17.01881331 222.98118669],0
r4,1,0.003498,8.527553,[407  48] ; [232  10],[417.13773314  37.86226686] ; [221.86226686  20.13773314],0
n6,1,0.003515,8.518933,[370  84] ; [215  24],[383.24675325  70.75324675] ; [201.75324675  37.24675325],0
p1,1,0.00442,8.102878,[ 24 428] ; [ 27 213],[ 33.31213873 418.68786127] ; [ 17.68786127 222.31213873],0
d4,1,0.005431,7.730045,[393  62] ; [225  16],[404.00862069  50.99137931] ; [213.99137931  27.00862069],0
b5,1,0.008515,6.921764,[291 164] ; [130 112],[274.82783357 180.17216643] ; [146.17216643  95.82783357],0
