Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,83.970956,[30 60] ; [148  19],[62.33463035 27.66536965] ; [115.66536965  51.33463035],1
n6,1,0.0,35.910357,[51 39] ; [149  18],[70.03891051 19.96108949] ; [129.96108949  37.03891051],1
p11,1,0.000421,12.438733,[46 44] ; [122  45],[58.83268482 31.16731518] ; [109.16731518  57.83268482],1
a5,1,0.000592,11.802411,[51 39] ; [129  38],[63.03501946 26.96498054] ; [116.96498054  50.03501946],1
p10,1,0.000868,11.089595,[50 38] ; [127  38],[61.56521739 26.43478261] ; [115.43478261  49.56521739],1
d2,1,0.001759,9.7855,[32 58] ; [93 73],[43.9453125 46.0546875] ; [81.0546875 84.9453125],0
a4,1,0.004773,7.963523,[28 62] ; [82 84],[38.671875 51.328125] ; [71.328125 94.671875],0
r4,1,0.006352,7.447654,[68 22] ; [148  19],[75.64202335 14.35797665] ; [140.35797665  26.64202335],0
n1,1,0.007341,7.187532,[ 7 24] ; [24 21],[12.64473684 18.35526316] ; [18.35526316 26.64473684],0
p4,1,0.008106,7.009898,[29 61] ; [82 84],[39.0234375 50.9765625] ; [71.9765625 94.0234375],0
s8,1,0.009342,6.756222,[20 70] ; [ 63 102],[29.29411765 60.70588235] ; [ 53.70588235 111.29411765],0
p9,1,0.009851,6.661634,[56 30] ; [132  33],[64.41434263 21.58565737] ; [123.58565737  41.41434263],0
a2,1,0.014254,6.00636,[14 76] ; [ 49 118],[22.06225681 67.93774319] ; [ 40.93774319 126.06225681],0
p3,1,0.014335,5.996454,[18 71] ; [ 58 108],[26.5254902 62.4745098] ; [ 49.4745098 116.5254902],0
s3,1,0.018858,5.51459,[35 55] ; [88 74],[43.92857143 46.07142857] ; [79.07142857 82.92857143],0
s7,1,0.029409,4.7435,[23 62] ; [65 93],[30.781893 54.218107] ; [ 57.218107 100.781893],0
n2,1,0.033514,4.51935,[16 14] ; [36 11],[20.25974026  9.74025974] ; [31.74025974 15.25974026],0
p12,1,0.038301,4.291589,[ 2 87] ; [ 15 151],[ 5.93333333 83.06666667] ; [ 11.06666667 154.93333333],0
u1,1,0.051273,3.799323,[11 79] ; [ 37 130],[16.80933852 73.19066148] ; [ 31.19066148 135.80933852],0
a8,1,0.063031,3.455778,[ 4 81] ; [ 18 131],[ 7.99145299 77.00854701] ; [ 14.00854701 134.99145299],0
a1,1,0.06539,3.395114,[ 1 89] ; [ 10 157],[ 3.85214008 86.14785992] ; [  7.14785992 159.85214008],0
r2,1,0.079396,3.077221,[78 11] ; [156  10],[81.67058824  7.32941176] ; [152.32941176  13.67058824],0
s2,1,0.117376,2.451992,[34 55] ; [79 84],[39.90873016 49.09126984] ; [73.09126984 89.90873016],0
b2,1,0.154635,2.025926,[11 32] ; [35 57],[14.65185185 28.34814815] ; [31.34814815 60.65185185],0
b3,1,0.154635,2.025926,[11 32] ; [35 57],[14.65185185 28.34814815] ; [31.34814815 60.65185185],0
v3,1,0.16608,1.917977,[25 62] ; [ 60 100],[29.93927126 57.06072874] ; [ 55.06072874 104.93927126],0
a6,1,0.187574,1.736573,[61 29] ; [126  41],[65.48638132 24.51361868] ; [121.51361868  45.48638132],0
s6,1,0.201491,1.631536,[46 43] ; [99 66],[50.80708661 38.19291339] ; [94.19291339 70.80708661],0
a3,1,0.207174,1.591063,[54 36] ; [112  53],[58.58823529 31.41176471] ; [107.41176471  57.58823529],0
d4,1,0.230464,1.437997,[79 11] ; [137  30],[75.64202335 14.35797665] ; [140.35797665  26.64202335],0
v1,1,0.251324,1.31593,[35 52] ; [77 84],[39.29032258 47.70967742] ; [72.70967742 88.29032258],0
b1,1,0.253936,1.30152,[26 64] ; [ 60 107],[30.11673152 59.88326848] ; [ 55.88326848 111.11673152],0
r1,1,0.255717,1.291798,[63 26] ; [129  38],[66.75 22.25] ; [125.25  41.75],0
d1,1,0.260537,1.265903,[49 41] ; [103  64],[53.22957198 36.77042802] ; [98.77042802 68.22957198],0
p8,1,0.266457,1.234897,[19 70] ; [ 46 120],[22.68627451 66.31372549] ; [ 42.31372549 123.68627451],0
v4,1,0.321825,0.981517,[79 11] ; [153  14],[81.24513619  8.75486381] ; [150.75486381  16.24513619],0
d5,1,0.342517,0.900986,[77 13] ; [135  32],[74.24124514 15.75875486] ; [137.75875486  29.24124514],0
p2,1,0.344645,0.893077,[59 31] ; [119  48],[62.33463035 27.66536965] ; [115.66536965  51.33463035],0
p5,1,0.373458,0.792126,[ 4 86] ; [ 12 153],[ 5.64705882 84.35294118] ; [ 10.35294118 154.64705882],0
u3,1,0.456264,0.555045,[25 11] ; [34 21],[23.34065934 12.65934066] ; [35.65934066 19.34065934],0
p6,1,0.466735,0.529695,[12 77] ; [ 28 137],[14.01574803 74.98425197] ; [ 25.98425197 139.01574803],0
b5,1,0.483941,0.489968,[57 33] ; [113  54],[59.53307393 30.46692607] ; [110.46692607  56.53307393],0
u2,1,0.498475,0.458182,[21 14] ; [29 26],[19.44444444 15.55555556] ; [30.55555556 24.44444444],0
s4,1,0.537243,0.380673,[17 73] ; [ 26 138],[15.23622047 74.76377953] ; [ 27.76377953 136.23622047],0
s1,1,0.562921,0.334671,[ 3 87] ; [  8 156],[ 3.8976378 86.1023622] ; [  7.1023622 156.8976378],0
s5,1,0.589056,0.291821,[22 63] ; [ 36 122],[20.28806584 64.71193416] ; [ 37.71193416 120.28806584],0
n3,1,0.642626,0.215324,[20 11] ; [32 14],[20.93506494 10.06493506] ; [31.06493506 14.93506494],0
p1,1,0.647558,0.208992,[ 7 82] ; [ 16 151],[ 7.99609375 81.00390625] ; [ 15.00390625 151.99609375],0
b4,1,0.696797,0.151825,[56 34] ; [108  59],[57.43190661 32.56809339] ; [106.56809339  60.43190661],0
d3,1,0.844511,0.038466,[68 22] ; [128  39],[68.6381323 21.3618677] ; [127.3618677  39.6381323],0
v2,1,0.845154,0.038144,[44 43] ; [83 77],[44.73279352 42.26720648] ; [82.26720648 77.73279352],0
r3,1,0.901267,0.015391,[82  8] ; [152  14],[82.265625  7.734375] ; [151.734375  14.265625],0
