Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,32.150843,[124  34] ; [26 40],[105.80357143  52.19642857] ; [44.19642857 21.80357143],1
d3,1,3e-06,21.891785,[126  32] ; [32 34],[111.44642857  46.55357143] ; [46.55357143 19.44642857],1
u1,1,0.000793,11.258395,[ 33 125] ; [ 2 64],[ 24.6875 133.3125] ; [10.3125 55.6875],1
r4,1,0.001518,10.056515,[143  15] ; [49 17],[135.42857143  22.57142857] ; [56.57142857  9.42857143],0
a2,1,0.004729,7.980197,[ 41 117] ; [ 6 60],[ 33.15178571 124.84821429] ; [13.84821429 52.15178571],0
v4,1,0.007563,7.134254,[151   6] ; [57  9],[146.43946188  10.56053812] ; [61.56053812  4.43946188],0
r2,1,0.01001,6.633133,[146   9] ; [55 11],[140.97285068  14.02714932] ; [60.02714932  5.97285068],0
b5,1,0.010059,6.624332,[92 66] ; [26 40],[83.23214286 74.76785714] ; [34.76785714 31.23214286],0
p2,1,0.02323,5.151232,[142  16] ; [51 14],[136.74439462  21.25560538] ; [56.25560538  8.74439462],0
r1,1,0.029551,4.735238,[126  31] ; [44 22],[119.68609865  37.31390135] ; [50.31390135 15.68609865],0
b1,1,0.040026,4.216769,[ 58 100] ; [34 32],[64.89285714 93.10714286] ; [27.10714286 38.89285714],0
r3,1,0.065542,3.391269,[148   8] ; [58  8],[144.75675676  11.24324324] ; [61.24324324  4.75675676],0
p11,1,0.081187,3.040983,[125  33] ; [45 21],[119.91071429  38.08928571] ; [50.08928571 15.91071429],0
u3,1,0.087176,2.925772,[27 17] ; [10 15],[23.5942029 20.4057971] ; [13.4057971 11.5942029],0
d4,1,0.135067,2.233273,[129  29] ; [48 18],[124.84821429  33.15178571] ; [52.15178571 13.84821429],0
v2,1,0.14436,2.13086,[69 84] ; [22 42],[64.16129032 88.83870968] ; [26.83870968 37.16129032],0
s7,1,0.144404,2.130394,[73 77] ; [37 25],[77.83018868 72.16981132] ; [32.16981132 29.83018868],0
n3,1,0.19622,1.670291,[30  8] ; [14  8],[27.86666667 10.13333333] ; [16.13333333  5.86666667],0
p10,1,0.210441,1.568388,[124  33] ; [47 19],[120.39013453  36.60986547] ; [50.60986547 15.39013453],0
d1,1,0.222958,1.485232,[93 65] ; [33 33],[88.875 69.125] ; [37.125 28.875],0
a3,1,0.234817,1.411441,[111  47] ; [41 25],[107.21428571  50.78571429] ; [44.78571429 21.21428571],0
a5,1,0.271656,1.208364,[119  39] ; [45 21],[115.67857143  42.32142857] ; [48.32142857 17.67857143],0
p1,1,0.283059,1.152343,[ 14 144] ; [ 9 57],[ 16.22321429 141.77678571] ; [ 6.77678571 59.22321429],0
n6,1,0.334997,0.929486,[130  27] ; [51 15],[127.43049327  29.56950673] ; [53.56950673 12.43049327],0
p9,1,0.374758,0.787826,[128  30] ; [50 16],[125.55357143  32.44642857] ; [52.44642857 13.55357143],0
n1,1,0.386329,0.750466,[12 26] ; [ 9 12],[13.52542373 24.47457627] ; [ 7.47457627 13.52542373],0
a1,1,0.399929,0.70854,[  9 149] ; [ 2 64],[  7.75892857 150.24107143] ; [ 3.24107143 62.75892857],0
p12,1,0.405183,0.692889,[ 12 146] ; [ 3 63],[ 10.58035714 147.41964286] ; [ 4.41964286 61.58035714],0
s8,1,0.408902,0.681992,[62 95] ; [30 36],[64.77130045 92.22869955] ; [27.22869955 38.77130045],0
s4,1,0.412736,0.670905,[ 30 125] ; [16 50],[ 32.26244344 122.73755656] ; [13.73755656 52.26244344],0
s2,1,0.421343,0.646565,[83 74] ; [31 35],[80.26008969 76.73991031] ; [33.73991031 32.26008969],0
p5,1,0.448212,0.575169,[ 18 139] ; [10 56],[ 19.71300448 137.28699552] ; [ 8.28699552 57.71300448],0
v3,1,0.455243,0.557564,[ 42 113] ; [14 49],[ 39.81651376 115.18348624] ; [16.18348624 46.81651376],0
