Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.4e-05,18.878841,[19 24] ; [68 15],[29.69047619 13.30952381] ; [57.30952381 25.69047619],1
a4,1,0.411883,0.673358,[20 23] ; [45 38],[22.18253968 20.81746032] ; [42.81746032 40.18253968],0
d4,1,0.464941,0.533973,[37  6] ; [75  8],[38.22222222  4.77777778] ; [73.77777778  9.22222222],0
d2,1,0.470779,0.520146,[27 16] ; [46 36],[25.112 17.888] ; [47.888 34.112],0
u2,1,0.484118,0.489574,[4 5] ; [10  7],[4.84615385 4.15384615] ; [9.15384615 7.84615385],0
v1,1,0.523736,0.406531,[19 22] ; [43 39],[20.66666667 20.33333333] ; [41.33333333 40.66666667],0
d1,1,0.541431,0.372893,[24 19] ; [51 32],[25.5952381 17.4047619] ; [49.4047619 33.5952381],0
n1,1,0.548997,0.359118,[6 9] ; [11 11],[6.89189189 8.10810811] ; [10.10810811 11.89189189],0
r1,1,0.560371,0.339062,[32 11] ; [64 17],[33.29032258  9.70967742] ; [62.70967742 18.29032258],0
p5,1,0.562503,0.335388,[ 5 38] ; [ 7 76],[ 4.0952381 38.9047619] ; [ 7.9047619 75.0952381],0
n5,1,0.621064,0.244375,[30 12] ; [55 27],[28.79032258 13.20967742] ; [56.20967742 25.79032258],0
p3,1,0.63224,0.229036,[19 24] ; [33 50],[17.74603175 25.25396825] ; [34.25396825 48.74603175],0
s1,1,0.651819,0.203614,[ 3 40] ; [ 4 76],[ 2.44715447 40.55284553] ; [ 4.55284553 75.44715447],0
r2,1,0.651819,0.203614,[40  3] ; [76  4],[40.55284553  2.44715447] ; [75.44715447  4.55284553],0
b2,1,0.683651,0.166045,[12 18] ; [17 31],[11.15384615 18.84615385] ; [17.84615385 30.15384615],0
b3,1,0.683651,0.166045,[12 18] ; [17 31],[11.15384615 18.84615385] ; [17.84615385 30.15384615],0
b1,1,0.719095,0.129361,[18 25] ; [32 51],[17.06349206 25.93650794] ; [32.93650794 50.06349206],0
u3,1,0.724263,0.124444,[6 4] ; [12  6],[6.42857143 3.57142857] ; [11.57142857  6.42857143],0
p1,1,0.727792,0.121149,[ 5 38] ; [ 8 75],[ 4.43650794 38.56349206] ; [ 8.56349206 74.43650794],0
a5,1,0.736785,0.112973,[32 11] ; [64 19],[32.76190476 10.23809524] ; [63.23809524 19.76190476],0
p7,1,0.737278,0.112533,[21 22] ; [37 44],[20.11290323 22.88709677] ; [37.88709677 43.11290323],0
n4,1,0.935514,0.006546,[30 12] ; [58 24],[29.80645161 12.19354839] ; [58.19354839 23.80645161],0
a3,1,0.97357,0.001098,[33  9] ; [65 18],[32.928  9.072] ; [65.072 17.928],0
