Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,40.652513,[ 3 53] ; [37 23],[19.31034483 36.68965517] ; [20.68965517 39.31034483],1
s8,1,0.0,28.699553,[ 4 53] ; [32 29],[17.38983051 39.61016949] ; [18.61016949 42.38983051],1
s3,1,2e-06,23.066802,[10 46] ; [37 23],[22.68965517 33.31034483] ; [24.31034483 35.68965517],1
r4,1,1.7e-05,18.474783,[25 32] ; [50 11],[36.22881356 20.77118644] ; [38.77118644 22.22881356],1
s5,1,6.3e-05,16.016825,[ 3 51] ; [21 36],[11.67567568 42.32432432] ; [12.32432432 44.67567568],1
p3,1,0.000328,12.904364,[ 8 49] ; [27 34],[16.90677966 40.09322034] ; [18.09322034 42.90677966],1
p11,1,0.000411,12.479677,[27 30] ; [48 13],[36.22881356 20.77118644] ; [38.77118644 22.22881356],1
r3,1,0.000483,12.178768,[36 21] ; [55  6],[43.95762712 13.04237288] ; [47.04237288 13.95762712],1
r1,1,0.000486,12.167652,[24 33] ; [45 16],[33.33050847 23.66949153] ; [35.66949153 25.33050847],1
p4,1,0.000986,10.853194,[10 47] ; [28 33],[18.3559322 38.6440678] ; [19.6440678 41.3559322],1
p9,1,0.001195,10.497977,[28 26] ; [49 12],[36.15652174 17.84347826] ; [40.84347826 20.15652174],0
v4,1,0.001494,10.086485,[37 19] ; [55  6],[44.03418803 11.96581197] ; [47.96581197 13.03418803],0
p10,1,0.00252,9.126069,[23 33] ; [42 19],[31.11111111 24.88888889] ; [33.88888889 27.11111111],0
v1,1,0.002731,8.979179,[14 43] ; [30 28],[21.80869565 35.19130435] ; [22.19130435 35.80869565],0
a5,1,0.006037,7.539237,[27 30] ; [44 17],[34.29661017 22.70338983] ; [36.70338983 24.29661017],0
s7,1,0.00789,7.058176,[13 41] ; [28 30],[19.76785714 34.23214286] ; [21.23214286 36.76785714],0
r2,1,0.013823,6.060551,[42 14] ; [56  5],[46.90598291  9.09401709] ; [51.09401709  9.90598291],0
b5,1,0.028181,4.816947,[24 33] ; [38 23],[29.94915254 27.05084746] ; [32.05084746 28.94915254],0
p12,1,0.035816,4.405833,[ 1 56] ; [ 7 54],[ 3.86440678 53.13559322] ; [ 4.13559322 56.86440678],0
s4,1,0.041065,4.173345,[ 4 53] ; [12 48],[ 7.79487179 49.20512821] ; [ 8.20512821 51.79487179],0
p2,1,0.044849,4.024298,[25 32] ; [38 23],[30.43220339 26.56779661] ; [32.56779661 28.43220339],0
d1,1,0.045322,4.006603,[16 41] ; [28 33],[21.25423729 35.74576271] ; [22.74576271 38.25423729],0
d5,1,0.046282,3.971307,[28 29] ; [41 20],[33.33050847 23.66949153] ; [35.66949153 25.33050847],0
n6,1,0.054036,3.711601,[35 21] ; [48 13],[39.72649573 16.27350427] ; [43.27350427 17.72649573],0
v2,1,0.057521,3.607472,[13 41] ; [23 33],[17.67272727 36.32727273] ; [18.32727273 37.67272727],0
p6,1,0.057759,3.600593,[ 3 53] ; [10 51],[ 6.22222222 49.77777778] ; [ 6.77777778 54.22222222],0
v3,1,0.066839,3.359,[ 9 44] ; [18 38],[13.12844037 39.87155963] ; [13.87155963 42.12844037],0
u3,1,0.079479,3.075515,[ 5 18] ; [ 9 10],[ 7.66666667 15.33333333] ; [ 6.33333333 12.66666667],0
a6,1,0.088327,2.904609,[21 36] ; [32 29],[25.60169492 31.39830508] ; [27.39830508 33.60169492],0
b2,1,0.095312,2.782294,[20 15] ; [16 26],[16.36363636 18.63636364] ; [19.63636364 22.36363636],0
b3,1,0.095312,2.782294,[20 15] ; [16 26],[16.36363636 18.63636364] ; [19.63636364 22.36363636],0
d2,1,0.117272,2.453383,[20 35] ; [31 30],[24.18103448 30.81896552] ; [26.81896552 34.18103448],0
u2,1,0.144652,2.127759,[ 7 16] ; [10  9],[ 9.30952381 13.69047619] ; [ 7.69047619 11.30952381],0
n3,1,0.159639,1.977646,[12 14] ; [14  7],[14.38297872 11.61702128] ; [11.61702128  9.38297872],0
u1,1,0.195566,1.675181,[ 1 56] ; [ 4 57],[ 2.41525424 54.58474576] ; [ 2.58474576 58.41525424],0
b1,1,0.201323,1.632748,[31 26] ; [26 35],[27.53389831 29.46610169] ; [29.46610169 31.53389831],0
n4,1,0.209232,1.576736,[38 19] ; [47 14],[41.05932203 15.94067797] ; [43.94067797 17.05932203],0
a8,1,0.227089,1.459004,[ 3 51] ; [ 7 51],[ 4.82142857 49.17857143] ; [ 5.17857143 52.82142857],0
b4,1,0.288442,1.126878,[30 27] ; [38 23],[32.84745763 24.15254237] ; [35.15254237 25.84745763],0
n5,1,0.29634,1.090592,[37 20] ; [45 16],[39.61016949 17.38983051] ; [42.38983051 18.61016949],0
a3,1,0.296756,1.088715,[34 23] ; [42 19],[36.71186441 20.28813559] ; [39.28813559 21.71186441],0
a2,1,0.349689,0.874586,[ 3 54] ; [ 6 55],[ 4.34745763 52.65254237] ; [ 4.65254237 56.34745763],0
a4,1,0.469903,0.522204,[22 34] ; [28 33],[23.93162393 32.06837607] ; [26.06837607 34.93162393],0
d3,1,0.578167,0.309207,[16 41] ; [20 41],[17.38983051 39.61016949] ; [18.61016949 42.38983051],0
p8,1,0.60566,0.266544,[10 47] ; [13 48],[11.11016949 45.88983051] ; [11.88983051 49.11016949],0
a1,1,0.629487,0.232757,[ 4 53] ; [ 3 58],[ 3.38135593 53.61864407] ; [ 3.61864407 57.38135593],0
n2,1,0.6583,0.195595,[19 10] ; [15  6],[19.72  9.28] ; [14.28  6.72],0
n1,1,0.660877,0.192459,[12 17] ; [10 11],[12.76 16.24] ; [ 9.24 11.76],0
d4,1,0.77633,0.080716,[35 22] ; [39 22],[35.74576271 21.25423729] ; [38.25423729 22.74576271],0
p1,1,0.842514,0.039473,[ 5 52] ; [ 6 55],[ 5.31355932 51.68644068] ; [ 5.68644068 55.31355932],0
s1,1,0.940085,0.005649,[ 4 53] ; [ 4 56],[ 3.8974359 53.1025641] ; [ 4.1025641 55.8974359],0
u4,1,0.961414,0.002341,[ 1 56] ; [ 1 60],[ 0.96610169 56.03389831] ; [ 1.03389831 59.96610169],0
