Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.325495,[14 53] ; [44 29],[27.75714286 39.24285714] ; [30.24285714 42.75714286],1
a8,1,0.002559,9.097806,[ 1 62] ; [12 58],[ 6.15789474 56.84210526] ; [ 6.84210526 63.15789474],0
a5,1,0.024682,5.046034,[37 31] ; [53 20],[43.40425532 24.59574468] ; [46.59574468 26.40425532],0
a3,1,0.028621,4.790264,[37 31] ; [52 20],[43.22857143 24.77142857] ; [45.77142857 26.22857143],0
n1,1,0.02908,4.762868,[ 6 19] ; [14 12],[ 9.80392157 15.19607843] ; [10.19607843 15.80392157],0
n3,1,0.047537,3.926282,[20  6] ; [12 12],[16.64  9.36] ; [15.36  8.64],0
p8,1,0.13273,2.260285,[23 43] ; [17 56],[18.99280576 47.00719424] ; [21.00719424 51.99280576],0
d2,1,0.141835,2.157932,[22 46] ; [32 40],[26.22857143 41.77142857] ; [27.77142857 44.22857143],0
a1,1,0.147486,2.098061,[ 3 65] ; [ 8 65],[ 5.30496454 62.69503546] ; [ 5.69503546 67.30496454],0
n2,1,0.14989,2.073365,[14 12] ; [19  7],[16.5  9.5] ; [16.5  9.5],0
p4,1,0.208941,1.578747,[26 41] ; [21 52],[22.49285714 44.50714286] ; [24.50714286 48.49285714],0
p11,1,0.213264,1.549129,[32 36] ; [42 31],[35.68794326 32.31205674] ; [38.31205674 34.68794326],0
a4,1,0.272701,1.203109,[21 47] ; [29 44],[24.11347518 43.88652482] ; [25.88652482 47.11347518],0
r2,1,0.31518,1.008844,[55 13] ; [61  9],[57.15942029 10.84057971] ; [58.84057971 11.15942029],0
s7,1,0.330416,0.947269,[15 46] ; [22 46],[17.49612403 43.50387597] ; [19.50387597 48.49612403],0
v2,1,0.350966,0.869961,[27 34] ; [25 44],[24.4 36.6] ; [27.6 41.4],0
v4,1,0.384603,0.755936,[55 12] ; [54 17],[52.92028986 14.07971014] ; [56.07971014 14.92028986],0
b2,1,0.391754,0.73349,[ 8 30] ; [14 34],[ 9.72093023 28.27906977] ; [12.27906977 35.72093023],0
b3,1,0.391754,0.73349,[ 8 30] ; [14 34],[ 9.72093023 28.27906977] ; [12.27906977 35.72093023],0
s8,1,0.408051,0.684472,[19 49] ; [16 57],[16.87943262 51.12056738] ; [18.12056738 54.87943262],0
p10,1,0.427775,0.628858,[38 29] ; [36 36],[35.66906475 31.33093525] ; [38.33093525 33.66906475],0
a2,1,0.454634,0.559074,[ 9 59] ; [13 60],[10.60992908 57.39007092] ; [11.39007092 61.60992908],0
u3,1,0.488729,0.479323,[20 10] ; [12  9],[18.82352941 11.17647059] ; [13.17647059  7.82352941],0
p2,1,0.492442,0.471187,[39 29] ; [46 27],[40.9929078 27.0070922] ; [44.0070922 28.9929078],0
b4,1,0.518678,0.416522,[40 28] ; [39 34],[38.09929078 29.90070922] ; [40.90070922 32.09929078],0
b1,1,0.553261,0.351507,[32 36] ; [38 35],[33.75886525 34.24113475] ; [36.24113475 36.75886525],0
r3,1,0.564315,0.332287,[54 14] ; [55 18],[52.56737589 15.43262411] ; [56.43262411 16.56737589],0
p5,1,0.568071,0.325921,[ 3 63] ; [ 2 71],[ 2.37410072 63.62589928] ; [ 2.62589928 70.37410072],0
d1,1,0.597345,0.279019,[30 38] ; [29 44],[28.45390071 39.54609929] ; [30.54609929 42.45390071],0
p9,1,0.599967,0.275045,[42 25] ; [42 30],[40.48920863 26.51079137] ; [43.51079137 28.48920863],0
p12,1,0.602344,0.271476,[ 1 66] ; [ 2 70],[ 1.44604317 65.55395683] ; [ 1.55395683 70.44604317],0
v3,1,0.614548,0.253605,[18 46] ; [16 50],[16.73846154 47.26153846] ; [17.26153846 48.73846154],0
d4,1,0.616075,0.251423,[50 17] ; [51 21],[48.68345324 18.31654676] ; [52.31654676 19.68345324],0
s1,1,0.664739,0.187818,[ 5 63] ; [ 4 68],[ 4.37142857 63.62857143] ; [ 4.62857143 67.37142857],0
a6,1,0.665953,0.186373,[42 26] ; [47 25],[43.22857143 24.77142857] ; [45.77142857 26.22857143],0
s3,1,0.667351,0.184716,[32 36] ; [36 35],[33.26618705 34.73381295] ; [34.73381295 36.26618705],0
s2,1,0.674876,0.175952,[24 44] ; [23 49],[22.82857143 45.17142857] ; [24.17142857 47.82857143],0
