Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,92.191721,[43 57] ; [235  25],[77.22222222 22.77777778] ; [200.77777778  59.22222222],1
r2,1,0.0,38.007493,[67 30] ; [241  16],[84.39548023 12.60451977] ; [223.60451977  33.39548023],1
v4,1,0.0,30.467268,[71 29] ; [239  18],[86.83473389 13.16526611] ; [223.16526611  33.83473389],1
r3,1,0.0,29.568722,[68 31] ; [237  22],[84.34357542 14.65642458] ; [220.65642458  38.34357542],1
v2,1,2e-06,22.22354,[27 72] ; [136 110],[46.77391304 52.22608696] ; [116.22608696 129.77391304],1
a5,1,1.5e-05,18.762666,[49 51] ; [190  70],[66.38888889 33.61111111] ; [172.61111111  87.38888889],1
d3,1,1.9e-05,18.281479,[44 56] ; [178  82],[61.66666667 38.33333333] ; [160.33333333  99.66666667],1
d4,1,3.7e-05,17.015233,[59 41] ; [207  51],[74.30167598 25.69832402] ; [191.69832402  66.30167598],1
d1,1,8.5e-05,15.453297,[30 70] ; [138 122],[46.66666667 53.33333333] ; [121.33333333 138.66666667],1
a6,1,0.000364,12.710765,[53 47] ; [189  71],[67.22222222 32.77777778] ; [174.77777778  85.22222222],1
p11,1,0.000466,12.246986,[57 43] ; [197  63],[70.55555556 29.44444444] ; [183.44444444  76.55555556],1
s8,1,0.000513,12.067914,[ 7 93] ; [ 59 199],[18.43575419 81.56424581] ; [ 47.56424581 210.43575419],1
p2,1,0.00055,11.938588,[57 43] ; [195  63],[70.39106145 29.60893855] ; [181.60893855  76.39106145],1
d5,1,0.00076,11.336301,[61 39] ; [204  56],[73.61111111 26.38888889] ; [191.38888889  68.61111111],1
a7,1,0.000998,10.831156,[54 46] ; [187  72],[67.13091922 32.86908078] ; [173.86908078  85.13091922],1
p8,1,0.003003,8.80549,[26 73] ; [111 145],[38.2056338 60.7943662] ; [ 98.7943662 157.2056338],0
u3,1,0.003051,8.77695,[13 33] ; [48 39],[21.09774436 24.90225564] ; [39.90225564 47.09774436],0
s6,1,0.003734,8.408718,[28 72] ; [115 142],[40.05602241 59.94397759] ; [102.94397759 154.05602241],0
p10,1,0.004,8.283654,[55 43] ; [186  72],[66.34269663 31.65730337] ; [174.65730337  83.34269663],0
s5,1,0.009721,6.685233,[ 8 90] ; [ 50 206],[16.05649718 81.94350282] ; [ 41.94350282 214.05649718],0
p4,1,0.018113,5.585139,[29 71] ; [109 147],[38.76404494 61.23595506] ; [ 99.23595506 156.76404494],0
