Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,41.31399,[155 131] ; [100  13],[182.78195489 103.21804511] ; [72.21804511 40.78195489],1
s2,1,0.0,40.872653,[109 178] ; [83 30],[137.76 149.24] ; [54.24 58.76],1
s8,1,0.0,25.81334,[ 85 204] ; [64 49],[107.11691542 181.88308458] ; [41.88308458 71.11691542],1
s7,1,0.0,25.526936,[ 90 187] ; [68 45],[112.22051282 164.77948718] ; [45.77948718 67.22051282],1
s4,1,2e-06,22.700187,[ 29 256] ; [33 79],[ 44.50881612 240.49118388] ; [17.49118388 94.50881612],1
p12,1,7e-06,20.075907,[  5 282] ; [ 14 100],[ 13.59850374 273.40149626] ; [  5.40149626 108.59850374],1
s3,1,1.5e-05,18.745044,[133 152] ; [78 32],[152.24050633 132.75949367] ; [58.75949367 51.24050633],1
p5,1,7.5e-05,15.677816,[  6 281] ; [ 13 101],[ 13.59850374 273.40149626] ; [  5.40149626 108.59850374],1
n6,1,0.004048,8.261958,[228  60] ; [104  10],[237.85074627  50.14925373] ; [94.14925373 19.85074627],0
p6,1,0.007139,7.237606,[ 62 223] ; [39 73],[ 72.50629723 212.49370277] ; [28.49370277 83.50629723],0
p10,1,0.008705,6.88238,[203  82] ; [94 18],[213.2115869  71.7884131] ; [83.7884131 28.2115869],0
v1,1,0.009181,6.787355,[121 163] ; [65 49],[132.72361809 151.27638191] ; [53.27638191 60.72361809],0
b3,1,0.010085,6.619771,[ 43 115] ; [30 37],[ 51.26222222 106.73777778] ; [21.73777778 45.26222222],0
b2,1,0.010085,6.619771,[ 43 115] ; [30 37],[ 51.26222222 106.73777778] ; [21.73777778 45.26222222],0
p1,1,0.015208,5.892264,[  9 279] ; [ 10 103],[ 13.64588529 274.35411471] ; [  5.35411471 107.64588529],0
p9,1,0.020766,5.346315,[219  66] ; [96 14],[227.27848101  57.72151899] ; [87.72151899 22.27848101],0
b5,1,0.030492,4.681323,[193  96] ; [63 51],[183.58312655 105.41687345] ; [72.41687345 41.58312655],0
p7,1,0.031293,4.636833,[137 143] ; [66 42],[146.49484536 133.50515464] ; [56.50515464 51.49484536],0
a6,1,0.054326,3.702644,[203  85] ; [69 45],[194.86567164  93.13432836] ; [77.13432836 36.86567164],0
p4,1,0.068688,3.314097,[102 184] ; [51 61],[109.94472362 176.05527638] ; [43.05527638 68.94472362],0
a5,1,0.075732,3.154193,[189 100] ; [85 29],[196.49131514  92.50868486] ; [77.50868486 36.49131514],0
d2,1,0.085384,2.959322,[118 170] ; [57 56],[125.68578554 162.31421446] ; [49.31421446 63.68578554],0
r3,1,0.088284,2.905385,[285   3] ; [110   4],[282.98507463   5.01492537] ; [112.01492537   1.98507463],0
a2,1,0.092981,2.821997,[ 52 237] ; [29 85],[ 58.08684864 230.91315136] ; [22.91315136 91.08684864],0
u2,1,0.106971,2.598403,[59 42] ; [13 18],[55.09090909 45.90909091] ; [16.90909091 14.09090909],0
a1,1,0.122661,2.38301,[  5 284] ; [  5 109],[  7.17121588 281.82878412] ; [  2.82878412 111.17121588],0
a4,1,0.151041,2.061707,[111 176] ; [53 61],[117.3765586 169.6234414] ; [46.6234414 67.3765586],0
n5,1,0.1651,1.926886,[193  93] ; [85 29],[198.77  87.23] ; [79.23 34.77],0
d3,1,0.176734,1.824878,[206  81] ; [74 40],[200.39900249  86.60099751] ; [79.60099751 34.39900249],0
a3,1,0.178835,1.807277,[187 101] ; [82 32],[192.71641791  95.28358209] ; [76.28358209 37.71641791],0
p8,1,0.197543,1.660447,[105 178] ; [49 62],[110.6142132 172.3857868] ; [43.3857868 67.6142132],0
