Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,68.783302,[121  48] ; [ 41 118],[83.4695122 85.5304878] ; [78.5304878 80.4695122],1
s2,1,0.0,28.378428,[116  54] ; [61 96],[92.01834862 77.98165138] ; [84.98165138 72.01834862],1
s3,1,2e-05,18.158954,[129  40] ; [84 72],[110.76  58.24] ; [102.24  53.76],1
a3,1,3.9e-05,16.931462,[132  38] ; [89 69],[114.54268293  55.45731707] ; [106.45731707  51.54268293],1
u1,1,0.001406,10.19827,[ 41 129] ; [ 17 142],[ 29.96960486 140.03039514] ; [ 28.03039514 130.96960486],0
d2,1,0.003331,8.616483,[90 79] ; [ 59 100],[76.77134146 92.22865854] ; [72.22865854 86.77134146],0
a2,1,0.004456,8.087789,[ 49 121] ; [ 25 134],[ 38.23708207 131.76291793] ; [ 35.76291793 123.23708207],0
p5,1,0.004661,8.006632,[ 19 148] ; [  5 153],[ 12.33230769 154.66769231] ; [ 11.66769231 146.33230769],0
a5,1,0.004856,7.932216,[132  38] ; [101  58],[120.39513678  49.60486322] ; [112.60486322  46.39513678],0
s1,1,0.008857,6.851362,[ 10 159] ; [  1 154],[  5.73765432 163.26234568] ; [  5.26234568 149.73765432],0
n4,1,0.014658,5.957161,[141  29] ; [114  45],[131.76291793  38.23708207] ; [123.23708207  35.76291793],0
p3,1,0.017768,5.618917,[90 80] ; [63 95],[79.29878049 90.70121951] ; [73.70121951 84.29878049],0
v3,1,0.018286,5.568532,[71 91] ; [ 47 105],[ 60.87898089 101.12101911] ; [57.12101911 94.87898089],0
p1,1,0.02016,5.397982,[ 16 153] ; [  5 153],[ 10.85321101 158.14678899] ; [ 10.14678899 147.85321101],0
n5,1,0.021796,5.262002,[138  31] ; [112  46],[129.20489297  39.79510703] ; [120.79510703  37.20489297],0
r1,1,0.03182,4.608174,[145  25] ; [120  38],[137.34756098  32.65243902] ; [127.65243902  30.34756098],0
n6,1,0.039118,4.255748,[148  22] ; [124  34],[140.97560976  29.02439024] ; [131.02439024  26.97560976],0
n3,1,0.04138,4.160383,[19 13] ; [34  8],[22.91891892  9.08108108] ; [30.08108108 11.91891892],0
u4,1,0.041839,4.141709,[  9 161] ; [  2 157],[  5.68389058 164.31610942] ; [  5.31610942 153.68389058],0
p9,1,0.044502,4.037403,[147  21] ; [126  33],[140.25688073  27.74311927] ; [132.74311927  26.25688073],0
a4,1,0.05295,3.745488,[77 92] ; [ 55 102],[ 68.42944785 100.57055215] ; [63.57055215 93.42944785],0
r2,1,0.053364,3.732478,[161   7] ; [142  15],[156.62769231  11.37230769] ; [146.37230769  10.62769231],0
p6,1,0.058266,3.586067,[ 63 104] ; [ 44 114],[ 54.98153846 112.01846154] ; [ 52.01846154 105.98153846],0
b2,1,0.059609,3.548241,[47 77] ; [19 57],[40.92 83.08] ; [25.08 50.92],0
b3,1,0.059609,3.548241,[47 77] ; [19 57],[40.92 83.08] ; [25.08 50.92],0
v4,1,0.061,3.509998,[164   5] ; [147  12],[160.24085366   8.75914634] ; [150.75914634   8.24085366],0
r4,1,0.068828,3.31075,[157  13] ; [137  22],[151.91489362  18.08510638] ; [142.08510638  16.91489362],0
d1,1,0.078263,3.100602,[103  67] ; [81 78],[95.07598784 74.92401216] ; [88.92401216 70.07598784],0
p10,1,0.093244,2.817461,[139  29] ; [118  39],[132.84923077  35.15076923] ; [124.15076923  32.84923077],0
u3,1,0.110115,2.552567,[27 11] ; [37 30],[23.16190476 14.83809524] ; [40.83809524 26.16190476],0
b1,1,0.123417,2.373411,[74 96] ; [ 56 103],[ 67.17325228 102.82674772] ; [62.82674772 96.17325228],0
a1,1,0.130582,2.285567,[ 10 160] ; [  4 155],[  7.23404255 162.76595745] ; [  6.76595745 152.23404255],0
p4,1,0.131621,2.273283,[109  61] ; [89 70],[102.3100304  67.6899696] ; [95.6899696 63.3100304],0
a7,1,0.166601,1.913263,[121  49] ; [123  35],[126.46341463  43.53658537] ; [117.53658537  40.46341463],0
v1,1,0.192391,1.699212,[94 70] ; [76 76],[88.2278481 75.7721519] ; [81.7721519 70.2278481],0
u2,1,0.192891,1.695399,[26 11] ; [39 29],[22.9047619 14.0952381] ; [42.0952381 25.9047619],0
n2,1,0.201779,1.629454,[20 12] ; [32 10],[22.48648649  9.51351351] ; [29.51351351 12.48648649],0
