Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.7e-05,18.46866,[49 48] ; [16 66],[35.22346369 61.77653631] ; [29.77653631 52.22346369],1
u2,1,0.000344,12.812231,[28 14] ; [12 31],[19.76470588 22.23529412] ; [20.23529412 22.76470588],1
d5,1,0.000413,12.472801,[60 37] ; [29 53],[48.22905028 48.77094972] ; [40.77094972 41.22905028],1
a7,1,0.002091,9.467674,[67 30] ; [38 44],[56.89944134 40.10055866] ; [48.10055866 33.89944134],0
r3,1,0.006223,7.484682,[87 10] ; [60 21],[80.10674157 16.89325843] ; [66.89325843 14.10674157],0
n5,1,0.009223,6.779209,[54 43] ; [61 21],[62.31843575 34.68156425] ; [52.68156425 29.31843575],0
a4,1,0.014275,6.003794,[31 66] ; [13 68],[23.97752809 73.02247191] ; [20.02247191 60.97752809],0
b4,1,0.035412,4.425205,[68 29] ; [45 37],[61.23463687 35.76536313] ; [51.76536313 30.23463687],0
s5,1,0.038048,4.302893,[23 68] ; [10 69],[17.66470588 73.33529412] ; [15.33529412 63.66470588],0
a5,1,0.072142,3.233595,[58 39] ; [38 44],[52.02234637 44.97765363] ; [43.97765363 38.02234637],0
r4,1,0.091495,2.847864,[78 19] ; [57 25],[73.15642458 23.84357542] ; [61.84357542 20.15642458],0
d2,1,0.093153,2.819018,[12 84] ; [18 64],[16.17977528 79.82022472] ; [13.82022472 68.17977528],0
v2,1,0.136994,2.211405,[38 55] ; [23 54],[33.37058824 59.62941176] ; [27.62941176 49.37058824],0
r1,1,0.187675,1.735773,[66 31] ; [48 34],[61.77653631 35.22346369] ; [52.22346369 29.77653631],0
u3,1,0.195547,1.675325,[24 19] ; [18 25],[21. 22.] ; [21. 22.],0
a2,1,0.197528,1.66056,[ 3 94] ; [ 6 76],[ 4.87709497 92.12290503] ; [ 4.12290503 77.87709497],0
s1,1,0.226084,1.465332,[ 4 91] ; [ 7 74],[ 5.9375 89.0625] ; [ 5.0625 75.9375],0
n3,1,0.252875,1.307351,[12 10] ; [21  9],[13.96153846  8.03846154] ; [19.03846154 10.96153846],0
s2,1,0.266729,1.23349,[33 63] ; [21 58],[29.62285714 66.37714286] ; [24.37714286 54.62285714],0
p2,1,0.295928,1.092454,[63 34] ; [47 35],[59.60893855 37.39106145] ; [50.39106145 31.60893855],0
v4,1,0.350486,0.871698,[84 13] ; [66 15],[81.74157303 15.25842697] ; [68.25842697 12.74157303],0
a3,1,0.358833,0.841972,[54 43] ; [39 41],[50.96610169 46.03389831] ; [42.03389831 37.96610169],0
b3,1,0.381183,0.766885,[19 25] ; [15 29],[17. 27.] ; [17. 27.],0
b2,1,0.381183,0.766885,[19 25] ; [15 29],[17. 27.] ; [17. 27.],0
a6,1,0.421727,0.645498,[59 38] ; [45 37],[56.3575419 40.6424581] ; [47.6424581 34.3575419],0
p10,1,0.441352,0.592765,[63 33] ; [48 32],[60.54545455 35.45454545] ; [50.45454545 29.54545455],0
b5,1,0.4479,0.575961,[61 36] ; [47 35],[58.52513966 38.47486034] ; [49.47486034 32.52513966],0
p5,1,0.54709,0.362556,[ 4 93] ; [ 5 77],[ 4.87709497 92.12290503] ; [ 4.12290503 77.87709497],0
p12,1,0.558191,0.342845,[ 3 92] ; [ 4 78],[ 3.75706215 91.24293785] ; [ 3.24293785 78.75706215],0
s7,1,0.585778,0.296986,[27 66] ; [20 59],[25.4127907 67.5872093] ; [21.5872093 57.4127907],0
n1,1,0.592204,0.286916,[ 7 14] ; [13 19],[ 7.9245283 13.0754717] ; [12.0754717 19.9245283],0
p11,1,0.598656,0.277027,[64 33] ; [51 31],[62.31843575 34.68156425] ; [52.68156425 29.31843575],0
n6,1,0.641531,0.216746,[66 30] ; [59 23],[67.41573034 28.58426966] ; [57.58426966 24.41573034],0
r2,1,0.642787,0.215116,[84 13] ; [69 13],[82.91061453 14.08938547] ; [70.08938547 11.91061453],0
p3,1,0.647618,0.208916,[22 75] ; [21 61],[23.30167598 73.69832402] ; [19.69832402 62.30167598],0
b1,1,0.701055,0.147377,[37 60] ; [29 53],[35.76536313 61.23463687] ; [30.23463687 51.76536313],0
a1,1,0.704309,0.144028,[ 6 91] ; [ 4 78],[ 5.41899441 91.58100559] ; [ 4.58100559 77.41899441],0
s6,1,0.739368,0.110683,[45 51] ; [40 41],[46.10169492 49.89830508] ; [38.89830508 42.10169492],0
p1,1,0.740794,0.10943,[ 8 88] ; [ 8 74],[ 8.62921348 87.37078652] ; [ 7.37078652 74.62921348],0
p9,1,0.74394,0.106694,[69 27] ; [55 24],[68.02285714 27.97714286] ; [55.97714286 23.02285714],0
a8,1,0.750419,0.101179,[13 81] ; [ 9 65],[12.30952381 81.69047619] ; [ 9.69047619 64.30952381],0
s8,1,0.780084,0.077958,[23 74] ; [18 64],[22.21787709 74.78212291] ; [18.78212291 63.21787709],0
p8,1,0.785706,0.073924,[22 75] ; [17 64],[21.25280899 75.74719101] ; [17.74719101 63.25280899],0
v1,1,0.835436,0.043154,[38 56] ; [34 47],[38.67428571 55.32571429] ; [33.32571429 47.67428571],0
p4,1,0.847636,0.036916,[28 68] ; [25 57],[28.58426966 67.41573034] ; [24.41573034 57.58426966],0
n2,1,0.85146,0.035065,[16  6] ; [24  8],[16.2962963  5.7037037] ; [23.7037037  8.2962963],0
p6,1,0.882485,0.021851,[ 9 88] ; [ 7 74],[ 8.71910112 88.28089888] ; [ 7.28089888 73.71910112],0
s4,1,0.917793,0.010653,[16 81] ; [14 68],[16.25698324 80.74301676] ; [13.74301676 68.25698324],0
s3,1,0.921847,0.009625,[35 61] ; [29 49],[35.31034483 60.68965517] ; [28.68965517 49.31034483],0
n4,1,0.971299,0.001294,[66 31] ; [56 26],[66.11173184 30.88826816] ; [55.88826816 26.11173184],0
v3,1,0.977992,0.000761,[26 68] ; [22 57],[26.08092486 67.91907514] ; [21.91907514 57.08092486],0
