Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,152.80366,[ 90 219] ; [228  58],[165.14621849 143.85378151] ; [152.85378151 133.14621849],1
s2,1,0.0,85.385322,[111 205] ; [215  82],[168.05220228 147.94779772] ; [157.94779772 139.05220228],1
s3,1,0.0,64.973445,[131 180] ; [221  76],[180.05263158 130.94736842] ; [171.94736842 125.05263158],1
s6,1,0.0,55.209773,[181 131] ; [254  44],[222.49180328  89.50819672] ; [212.50819672  85.49180328],1
a3,1,5e-06,20.777157,[211 106] ; [247  52],[235.69155844  81.30844156] ; [222.30844156  76.69155844],1
s5,1,1e-05,19.518124,[ 90 223] ; [133 155],[116.13810316 196.86189684] ; [106.86189684 181.13810316],1
p6,1,7e-05,15.802033,[ 99 217] ; [140 158],[123.00325733 192.99674267] ; [115.99674267 182.00325733],1
n4,1,8.8e-05,15.385285,[246  73] ; [267  33],[264.37318255  54.62681745] ; [248.62681745  51.37318255],1
d2,1,9.4e-05,15.257409,[143 175] ; [182 118],[167.23300971 150.76699029] ; [157.76699029 142.23300971],1
v3,1,0.000278,13.216144,[111 199] ; [146 143],[133.00500835 176.99499165] ; [123.99499165 165.00500835],1
p9,1,0.000362,12.720302,[256  59] ; [271  26],[271.25  43.75] ; [255.75  41.25],1
v1,1,0.001186,10.512298,[158 157] ; [184 107],[177.77227723 137.22772277] ; [164.22772277 126.77227723],0
u4,1,0.001515,10.060672,[  2 318] ; [ 14 286],[  8.25806452 311.74193548] ; [  7.74193548 292.25806452],0
n5,1,0.00166,9.892351,[245  74] ; [259  40],[260.15533981  58.84466019] ; [243.84466019  55.15533981],0
p4,1,0.002141,9.424925,[181 135] ; [207  92],[199.36260163 116.63739837] ; [188.63739837 110.36260163],0
p3,1,0.002322,9.275681,[145 172] ; [174 126],[163.89465154 153.10534846] ; [155.10534846 144.89465154],0
d1,1,0.002922,8.855484,[185 135] ; [208  92],[202.83870968 117.16129032] ; [190.16129032 109.83870968],0
u1,1,0.003171,8.706387,[ 55 265] ; [ 81 219],[ 70.19354839 249.80645161] ; [ 65.80645161 234.19354839],0
p10,1,0.003262,8.654726,[255  61] ; [265  32],[268.05872757  47.94127243] ; [251.94127243  45.05872757],0
p12,1,0.003564,8.493547,[ 19 299] ; [ 38 259],[ 29.47317073 288.52682927] ; [ 27.52682927 269.47317073],0
p5,1,0.004269,8.165771,[ 29 289] ; [ 50 247],[ 40.84878049 277.15121951] ; [ 38.15121951 258.84878049],0
a5,1,0.005624,7.66689,[233  86] ; [247  53],[247.36672052  71.63327948] ; [232.63327948  67.36672052],0
d5,1,0.00697,7.280753,[252  68] ; [260  39],[264.68497577  55.31502423] ; [247.31502423  51.68497577],0
p8,1,0.009215,6.780697,[157 158] ; [178 117],[172.99180328 142.00819672] ; [162.00819672 132.99180328],0
b2,1,0.010967,6.470643,[ 57 122] ; [ 90 112],[ 69.06299213 109.93700787] ; [ 77.93700787 124.06299213],0
b3,1,0.010967,6.470643,[ 57 122] ; [ 90 112],[ 69.06299213 109.93700787] ; [ 77.93700787 124.06299213],0
a8,1,0.032009,4.597993,[ 34 252] ; [ 50 222],[ 43.05376344 242.94623656] ; [ 40.94623656 231.05376344],0
p7,1,0.033899,4.499784,[194 117] ; [206  86],[206.30182421 104.69817579] ; [193.69817579  98.30182421],0
d4,1,0.058237,3.586898,[260  58] ; [261  38],[268.52188006  49.47811994] ; [252.47811994  46.52188006],0
a4,1,0.061672,3.491831,[141 176] ; [156 144],[152.59157212 164.40842788] ; [144.40842788 155.59157212],0
a2,1,0.064962,3.40593,[ 77 243] ; [ 92 208],[ 87.22580645 232.77419355] ; [ 81.77419355 218.22580645],0
a7,1,0.066625,3.364266,[247  71] ; [213  86],[237.08265802  80.91734198] ; [222.91734198  76.08265802],0
r4,1,0.07914,3.082465,[304  16] ; [293   7],[308.12903226  11.87096774] ; [288.87096774  11.12903226],0
v2,1,0.112475,2.519098,[174 132] ; [184 107],[183.49748744 122.50251256] ; [174.50251256 116.49748744],0
u2,1,0.128459,2.311025,[53 54] ; [33 20],[57.5125 49.4875] ; [28.4875 24.5125],0
a6,1,0.187265,1.739003,[230  89] ; [201  98],[222.47411003  96.52588997] ; [208.52588997  90.47411003],0
b1,1,0.201763,1.629568,[109 211] ; [117 183],[116.64516129 203.35483871] ; [109.35483871 190.64516129],0
n3,1,0.230796,1.435947,[51 14] ; [40 18],[48.08943089 16.91056911] ; [42.91056911 15.08943089],0
u3,1,0.239904,1.38116,[63 45] ; [36 17],[66.40993789 41.59006211] ; [32.59006211 20.40993789],0
a1,1,0.24772,1.336118,[ 11 309] ; [ 16 284],[ 13.93548387 306.06451613] ; [ 13.06451613 286.93548387],0
n1,1,0.357492,0.846685,[23 41] ; [26 33],[25.49593496 38.50406504] ; [23.50406504 35.49593496],0
r3,1,0.465637,0.532312,[305  13] ; [291   9],[306.67961165  11.32038835] ; [289.32038835  10.67961165],0
s4,1,0.561994,0.336264,[ 50 262] ; [ 53 245],[ 52.68196721 259.31803279] ; [ 50.31803279 247.68196721],0
n2,1,0.597295,0.279095,[49 16] ; [42 17],[47.7016129 17.2983871] ; [43.2983871 15.7016129],0
b4,1,0.60954,0.260845,[191 129] ; [173 127],[187.87096774 132.12903226] ; [176.12903226 123.87096774],0
r2,1,0.701921,0.146481,[310   7] ; [290   8],[309.26829268   7.73170732] ; [290.73170732   7.26829268],0
p11,1,0.705918,0.142388,[264  56] ; [244  56],[262.19354839  57.80645161] ; [245.80645161  54.19354839],0
s1,1,0.742664,0.107799,[ 11 303] ; [  9 288],[ 10.27823241 303.72176759] ; [  9.72176759 287.27823241],0
d3,1,0.74593,0.104983,[227  92] ; [217  83],[228.81421648  90.18578352] ; [215.18578352  84.81421648],0
p2,1,0.797199,0.066035,[268  49] ; [255  44],[269.14123377  47.85876623] ; [253.85876623  45.14123377],0
b5,1,0.891235,0.018698,[186 134] ; [176 124],[186.83870968 133.16129032] ; [175.16129032 124.83870968],0
v4,1,0.906337,0.013844,[310   9] ; [292   8],[310.23909532   8.76090468] ; [291.76090468   8.23909532],0
p1,1,0.931607,0.007366,[ 28 289] ; [ 27 272],[ 28.30357143 288.69642857] ; [ 26.69642857 272.30357143],0
