Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,2.2e-05,17.974305,[19 54] ; [92 73],[34.04621849 38.95378151] ; [76.95378151 88.04621849],1
v1,1,0.295466,1.094547,[37 35] ; [94 66],[40.65517241 31.34482759] ; [90.34482759 69.65517241],0
p11,1,0.308856,1.03556,[53 21] ; [129  37],[56.11666667 17.88333333] ; [125.88333333  40.11666667],0
p6,1,0.353224,0.86184,[21 51] ; [ 38 124],[18.15384615 53.84615385] ; [ 40.84615385 121.15384615],0
u2,1,0.499216,0.456603,[18 13] ; [20 20],[16.5915493 14.4084507] ; [21.4084507 18.5915493],0
p7,1,0.579596,0.306888,[38 32] ; [80 79],[36.069869 33.930131] ; [81.930131 77.069869],0
v3,1,0.600328,0.274502,[34 38] ; [81 78],[35.84415584 36.15584416] ; [79.15584416 79.84415584],0
b4,1,0.648023,0.208401,[46 28] ; [98 68],[44.4 29.6] ; [99.6 66.4],0
a1,1,0.653476,0.201546,[ 3 71] ; [  9 157],[ 3.7 70.3] ; [  8.3 157.7],0
b1,1,0.663088,0.189794,[23 51] ; [ 47 119],[21.58333333 52.41666667] ; [ 48.41666667 117.58333333],0
p1,1,0.710624,0.137654,[ 2 72] ; [  6 159],[ 2.47698745 71.52301255] ; [  5.52301255 159.47698745],0
s3,1,0.725718,0.12308,[37 36] ; [84 74],[38.23809524 34.76190476] ; [82.76190476 75.23809524],0
u3,1,0.789773,0.071078,[16 15] ; [23 19],[16.56164384 14.43835616] ; [22.43835616 19.56164384],0
u4,1,0.798906,0.064905,[ 1 73] ; [  3 163],[ 1.23333333 72.76666667] ; [  2.76666667 163.23333333],0
s1,1,0.80622,0.060175,[ 1 70] ; [  3 158],[ 1.22413793 69.77586207] ; [  2.77586207 158.22413793],0
a8,1,0.807239,0.059531,[ 9 59] ; [ 21 124],[ 9.57746479 58.42253521] ; [ 20.42253521 124.57746479],0
n3,1,0.828897,0.046706,[16  7] ; [31 12],[16.37878788  6.62121212] ; [30.62121212 12.37878788],0
b5,1,0.916048,0.011112,[46 28] ; [102  64],[45.63333333 28.36666667] ; [102.36666667  63.63333333],0
