Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.518668,[25 36] ; [91 12],[43.14634146 17.85365854] ; [72.85365854 30.14634146],1
s6,1,0.00033,12.890698,[12 49] ; [47 51],[22.63522013 38.36477987] ; [36.36477987 61.63522013],1
v1,1,0.000397,12.544,[12 48] ; [48 52],[22.5 37.5] ; [37.5 62.5],1
a5,1,0.000446,12.329506,[25 36] ; [71 32],[35.70731707 25.29268293] ; [60.29268293 42.70731707],1
r3,1,0.000493,12.140555,[40 21] ; [90 12],[48.65030675 12.34969325] ; [81.34969325 20.65030675],1
r2,1,0.000605,11.760198,[43 17] ; [92  8],[50.625  9.375] ; [84.375 15.625],1
d4,1,0.001032,10.769345,[30 31] ; [76 26],[39.66871166 21.33128834] ; [66.33128834 35.66871166],0
v4,1,0.001384,10.226684,[43 18] ; [91 10],[50.45679012 10.54320988] ; [83.54320988 17.45679012],0
p10,1,0.00197,9.577016,[28 31] ; [72 28],[37.10691824 21.89308176] ; [62.89308176 37.10691824],0
s5,1,0.003166,8.709007,[ 6 53] ; [30 68],[13.52866242 45.47133758] ; [22.47133758 75.52866242],0
p2,1,0.007507,7.147508,[33 26] ; [77 24],[40.5625 18.4375] ; [69.4375 31.5625],0
p3,1,0.007937,7.047719,[14 46] ; [45 57],[21.85185185 38.14814815] ; [37.14814815 64.85185185],0
v2,1,0.008595,6.905133,[15 44] ; [46 53],[22.77848101 36.22151899] ; [38.22151899 60.77848101],0
p11,1,0.00938,6.748998,[35 26] ; [79 24],[42.40243902 18.59756098] ; [71.59756098 31.40243902],0
d5,1,0.011954,6.317692,[30 31] ; [71 32],[37.56707317 23.43292683] ; [63.43292683 39.56707317],0
s8,1,0.013746,6.070474,[ 6 55] ; [26 75],[12.04938272 48.95061728] ; [19.95061728 81.04938272],0
v3,1,0.017821,5.61366,[10 50] ; [33 64],[16.43312102 43.56687898] ; [26.56687898 70.43312102],0
p7,1,0.022033,5.243179,[25 36] ; [59 40],[32.025 28.975] ; [51.975 47.025],0
u3,1,0.044703,4.029814,[ 7 25] ; [17 21],[10.97142857 21.02857143] ; [13.02857143 24.97142857],0
p4,1,0.051325,3.797644,[19 40] ; [48 52],[24.86163522 34.13836478] ; [42.13836478 57.86163522],0
a3,1,0.065604,3.389719,[29 31] ; [65 38],[34.60122699 25.39877301] ; [59.39877301 43.60122699],0
d1,1,0.071135,3.256644,[18 43] ; [45 58],[23.43292683 37.56707317] ; [39.56707317 63.43292683],0
d3,1,0.074512,3.180718,[17 44] ; [43 60],[22.31707317 38.68292683] ; [37.68292683 65.31707317],0
p8,1,0.123902,2.367288,[19 40] ; [45 56],[23.6 35.4] ; [40.4 60.6],0
p1,1,0.181453,1.785681,[ 8 53] ; [ 7 95],[ 5.61349693 55.38650307] ; [ 9.38650307 92.61349693],0
n6,1,0.197606,1.65998,[41 20] ; [78 24],[44.53374233 16.46625767] ; [74.46625767 27.53374233],0
s7,1,0.214173,1.542992,[11 47] ; [27 70],[14.21935484 43.78064516] ; [23.78064516 73.21935484],0
n4,1,0.222927,1.485427,[40 21] ; [76 26],[43.41104294 17.58895706] ; [72.58895706 29.41104294],0
p6,1,0.224959,1.472453,[11 46] ; [28 72],[14.15923567 42.84076433] ; [24.84076433 75.15923567],0
b4,1,0.275036,1.191458,[32 29] ; [63 40],[35.33536585 25.66463415] ; [59.66463415 43.33536585],0
a4,1,0.277649,1.178564,[19 41] ; [41 61],[22.22222222 37.77777778] ; [37.77777778 64.22222222],0
s1,1,0.279588,1.169091,[ 1 60] ; [ 5 96],[ 2.25925926 58.74074074] ; [ 3.74074074 97.25925926],0
p9,1,0.302582,1.062781,[38 20] ; [74 27],[40.85534591 17.14465409] ; [71.14465409 29.85534591],0
n1,1,0.30264,1.062523,[12 18] ; [ 7 19],[10.17857143 19.82142857] ; [ 8.82142857 17.17857143],0
u2,1,0.351543,0.867879,[12 20] ; [18 19],[13.91304348 18.08695652] ; [16.08695652 20.91304348],0
n5,1,0.403907,0.696664,[46 15] ; [70 31],[43.67901235 17.32098765] ; [72.32098765 28.67901235],0
