Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001356,10.264525,[ 7 25] ; [10  4],[11.82608696 20.17391304] ; [5.17391304 8.82608696],0
p7,1,0.011427,6.397665,[10 22] ; [10  4],[13.91304348 18.08695652] ; [6.08695652 7.91304348],0
p6,1,0.012259,6.273041,[ 1 30] ; [ 4 10],[ 3.44444444 27.55555556] ; [ 1.55555556 12.44444444],0
p11,1,0.017756,5.620096,[13 19] ; [11  3],[16.69565217 15.30434783] ; [7.30434783 6.69565217],0
r3,1,0.028937,4.771328,[16 15] ; [12  2],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
p2,1,0.035116,4.439547,[17 15] ; [12  2],[20.17391304 11.82608696] ; [8.82608696 5.17391304],0
s8,1,0.046331,3.969527,[ 5 27] ; [6 8],[ 7.65217391 24.34782609] ; [ 3.34782609 10.65217391],0
u2,1,0.049938,3.843529,[ 7 10] ; [8 2],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
p10,1,0.054529,3.696429,[13 19] ; [10  4],[16. 16.] ; [7. 7.],0
p9,1,0.08746,2.920507,[16 15] ; [11  3],[18.6 12.4] ; [8.4 5.6],0
a5,1,0.09331,2.816327,[12 20] ; [9 5],[14.60869565 17.39130435] ; [6.39130435 7.60869565],0
s4,1,0.095345,2.781724,[ 3 29] ; [ 4 10],[ 4.86956522 27.13043478] ; [ 2.13043478 11.86956522],0
v4,1,0.123965,2.366497,[15 17] ; [10  4],[17.39130435 14.60869565] ; [7.60869565 6.39130435],0
p5,1,0.128047,2.316028,[ 2 30] ; [ 3 11],[ 3.47826087 28.52173913] ; [ 1.52173913 12.47826087],0
r4,1,0.128522,2.310268,[ 5 27] ; [5 9],[ 6.95652174 25.04347826] ; [ 3.04347826 10.95652174],0
s7,1,0.128864,2.306134,[ 6 23] ; [6 8],[ 8.09302326 20.90697674] ; [ 3.90697674 10.09302326],0
u3,1,0.200579,1.638151,[ 3 14] ; [4 6],[ 4.40740741 12.59259259] ; [2.59259259 7.40740741],0
a3,1,0.212787,1.552361,[15 16] ; [ 4 10],[13.08888889 17.91111111] ; [5.91111111 8.08888889],0
s2,1,0.214552,1.540445,[ 6 26] ; [5 9],[ 7.65217391 24.34782609] ; [ 3.34782609 10.65217391],0
a4,1,0.225145,1.471276,[ 7 25] ; [ 1 13],[ 5.56521739 26.43478261] ; [ 2.43478261 11.56521739],0
p3,1,0.225845,1.466837,[ 8 24] ; [6 8],[ 9.73913043 22.26086957] ; [4.26086957 9.73913043],0
b5,1,0.246008,1.34583,[17 15] ; [10  4],[18.7826087 13.2173913] ; [8.2173913 5.7826087],0
n4,1,0.276718,1.183137,[17 15] ; [5 9],[15.30434783 16.69565217] ; [6.69565217 7.30434783],0
b2,1,0.300123,1.073647,[ 8 15] ; [1 6],[ 6.9 16.1] ; [2.1 4.9],0
b3,1,0.300123,1.073647,[ 8 15] ; [1 6],[ 6.9 16.1] ; [2.1 4.9],0
a6,1,0.300723,1.070986,[13 19] ; [8 6],[14.60869565 17.39130435] ; [6.39130435 7.60869565],0
d1,1,0.31323,1.017007,[ 6 26] ; [ 1 13],[ 4.86956522 27.13043478] ; [ 2.13043478 11.86956522],0
p4,1,0.317731,0.998264,[11 21] ; [7 7],[12.52173913 19.47826087] ; [5.47826087 8.52173913],0
b4,1,0.317731,0.998264,[21 11] ; [7 7],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
d3,1,0.428207,0.62768,[12 20] ; [7 7],[13.2173913 18.7826087] ; [5.7826087 8.2173913],0
d5,1,0.482305,0.493647,[15 17] ; [5 9],[13.91304348 18.08695652] ; [6.08695652 7.91304348],0
p12,1,0.538652,0.378044,[ 1 31] ; [ 1 13],[ 1.39130435 30.60869565] ; [ 0.60869565 13.39130435],0
d2,1,0.550487,0.356446,[ 7 25] ; [ 2 12],[ 6.26086957 25.73913043] ; [ 2.73913043 11.26086957],0
v1,1,0.632769,0.228325,[ 5 27] ; [ 3 11],[ 5.56521739 26.43478261] ; [ 2.43478261 11.56521739],0
s5,1,0.632769,0.228325,[ 5 27] ; [ 3 11],[ 5.56521739 26.43478261] ; [ 2.43478261 11.56521739],0
r1,1,0.699234,0.14927,[11 21] ; [ 4 10],[10.43478261 21.56521739] ; [4.56521739 9.43478261],0
d4,1,0.73193,0.117347,[20 12] ; [8 6],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
b1,1,0.753511,0.098604,[19 13] ; [9 5],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
a8,1,0.755399,0.09705,[ 6 25] ; [ 2 11],[ 5.63636364 25.36363636] ; [ 2.36363636 10.63636364],0
a1,1,0.804737,0.061118,[ 3 29] ; [ 1 13],[ 2.7826087 29.2173913] ; [ 1.2173913 12.7826087],0
n5,1,0.845211,0.038116,[17 15] ; [7 7],[16.69565217 15.30434783] ; [7.30434783 6.69565217],0
n6,1,0.847846,0.036813,[19 12] ; [9 5],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
v3,1,0.868573,0.027381,[ 4 28] ; [ 2 12],[ 4.17391304 27.82608696] ; [ 1.82608696 12.17391304],0
a7,1,0.887494,0.020015,[13 19] ; [6 8],[13.2173913 18.7826087] ; [5.7826087 8.2173913],0
n1,1,0.888153,0.01978,[ 4 10] ; [1 3],[ 3.88888889 10.11111111] ; [1.11111111 2.88888889],0
s1,1,0.910149,0.012735,[ 2 30] ; [ 1 13],[ 2.08695652 29.91304348] ; [ 0.91304348 13.08695652],0
s3,1,0.974811,0.000997,[ 9 22] ; [ 4 10],[ 8.95555556 22.04444444] ; [4.04444444 9.95555556],0
n2,1,1.0,0.0,[7 7] ; [2 2],[7. 7.] ; [2. 2.],0
n3,1,1.0,0.0,[7 7] ; [2 2],[7. 7.] ; [2. 2.],0
