Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,32.974898,[ 21 102] ; [70 67],[43.05 79.95] ; [47.95 89.05],1
r3,1,0.000137,14.543764,[105  19] ; [134   3],[113.54789272  10.45210728] ; [125.45210728  11.54789272],1
v1,1,0.000458,12.280187,[36 87] ; [68 66],[49.77431907 73.22568093] ; [54.22568093 79.77431907],1
s8,1,0.004961,7.893761,[29 95] ; [55 84],[39.60456274 84.39543726] ; [44.39543726 94.60456274],0
p7,1,0.005964,7.561228,[43 75] ; [72 62],[53.84920635 64.15079365] ; [61.15079365 72.84920635],0
p10,1,0.0092,6.783528,[77 46] ; [106  31],[86.57307692 36.42692308] ; [96.42692308 40.57307692],0
n6,1,0.009773,6.675832,[83 42] ; [111  27],[92.20532319 32.79467681] ; [101.79467681  36.20532319],0
v4,1,0.009917,6.649665,[106  18] ; [130   7],[112.12260536  11.87739464] ; [123.87739464  13.12260536],0
r1,1,0.01167,6.36035,[83 41] ; [112  27],[91.9391635 32.0608365] ; [103.0608365  35.9391635],0
s7,1,0.011753,6.347777,[34 84] ; [60 76],[43.66929134 74.33070866] ; [50.33070866 85.66929134],0
n1,1,0.015641,5.842818,[20 21] ; [ 8 28],[14.90909091 26.09090909] ; [13.09090909 22.90909091],0
p11,1,0.020916,5.333748,[75 50] ; [102  37],[83.80681818 41.19318182] ; [93.19318182 45.80681818],0
p9,1,0.042085,4.131786,[85 35] ; [111  25],[91.875 28.125] ; [104.125  31.875],0
d3,1,0.045826,3.987972,[80 43] ; [106  33],[87.32061069 35.67938931] ; [98.67938931 40.32061069],0
s6,1,0.04803,3.908946,[60 64] ; [83 54],[67.93869732 56.06130268] ; [75.06130268 61.93869732],0
s3,1,0.058641,3.575402,[52 71] ; [74 63],[59.60769231 63.39230769] ; [66.39230769 70.60769231],0
p3,1,0.062263,3.476047,[ 20 105] ; [ 35 103],[26.14068441 98.85931559] ; [ 28.85931559 109.14068441],0
d1,1,0.070044,3.281988,[58 67] ; [80 59],[65.34090909 59.65909091] ; [72.65909091 66.34090909],0
p5,1,0.082532,3.014321,[  8 116] ; [  3 136],[  5.18631179 118.81368821] ; [  5.81368821 133.18631179],0
r4,1,0.091965,2.839635,[97 28] ; [119  20],[102.27272727  22.72727273] ; [113.72727273  25.27272727],0
a5,1,0.093497,2.813106,[73 52] ; [95 44],[79.54545455 45.45454545] ; [88.45454545 50.54545455],0
s2,1,0.108252,2.579556,[44 81] ; [62 76],[50.38022814 74.61977186] ; [55.61977186 82.38022814],0
r2,1,0.114442,2.491777,[111  13] ; [127   7],[114.3875969   9.6124031] ; [123.6124031  10.3875969],0
d4,1,0.118601,2.435704,[97 27] ; [119  20],[101.84030418  22.15969582] ; [114.15969582  24.84030418],0
b5,1,0.144346,2.131002,[88 37] ; [86 53],[82.38636364 42.61363636] ; [91.61363636 47.38636364],0
s1,1,0.153198,2.040113,[  7 117] ; [  3 132],[  4.78764479 119.21235521] ; [  5.21235521 129.78764479],0
n4,1,0.159387,1.98003,[76 49] ; [96 43],[81.43939394 43.56060606] ; [90.56060606 48.43939394],0
p6,1,0.216182,1.529536,[ 16 108] ; [ 25 110],[ 19.62934363 104.37065637] ; [ 21.37065637 113.62934363],0
a8,1,0.22488,1.472958,[ 16 103] ; [ 24 101],[19.50819672 99.49180328] ; [ 20.49180328 104.50819672],0
p2,1,0.308008,1.039198,[82 42] ; [100  39],[85.80988593 38.19011407] ; [96.19011407 42.80988593],0
u1,1,0.312244,1.021162,[ 16 109] ; [ 24 115],[ 18.93939394 106.06060606] ; [ 21.06060606 117.93939394],0
s4,1,0.325338,0.967364,[ 16 108] ; [ 24 115],[ 18.85931559 105.14068441] ; [ 21.14068441 117.85931559],0
s5,1,0.330719,0.946081,[26 98] ; [34 96],[29.29133858 94.70866142] ; [30.70866142 99.29133858],0
a6,1,0.340942,0.906886,[86 38] ; [103  35],[89.45038168 34.54961832] ; [99.54961832 38.45038168],0
u2,1,0.343351,0.897878,[26 19] ; [19 21],[23.82352941 21.17647059] ; [21.17647059 18.82352941],0
a3,1,0.364879,0.82103,[80 43] ; [97 41],[83.4137931 39.5862069] ; [93.5862069 44.4137931],0
d5,1,0.429106,0.625242,[94 30] ; [111  28],[96.6539924 27.3460076] ; [108.3460076  30.6539924],0
a4,1,0.494933,0.465785,[44 80] ; [55 84],[46.67680608 77.32319392] ; [52.32319392 86.67680608],0
n3,1,0.496339,0.462755,[27 14] ; [27 10],[28.38461538 12.61538462] ; [25.61538462 11.38461538],0
n2,1,0.511948,0.430084,[29 13] ; [28  9],[30.30379747 11.69620253] ; [26.69620253 10.30379747],0
u3,1,0.612999,0.25583,[26 19] ; [22 20],[24.82758621 20.17241379] ; [23.17241379 18.82758621],0
d2,1,0.61854,0.247925,[48 76] ; [58 81],[49.97718631 74.02281369] ; [56.02281369 82.97718631],0
b1,1,0.619809,0.246136,[45 80] ; [46 93],[43.08712121 81.91287879] ; [47.91287879 91.08712121],0
u4,1,0.624863,0.239091,[  1 124] ; [  2 137],[  1.42045455 123.57954545] ; [  1.57954545 137.42045455],0
n5,1,0.630716,0.231091,[73 52] ; [84 53],[74.90458015 50.09541985] ; [82.09541985 54.90458015],0
a2,1,0.752799,0.099194,[29 96] ; [ 30 109],[27.93560606 97.06439394] ; [ 31.06439394 107.93560606],0
b2,1,0.78959,0.071205,[20 47] ; [23 49],[20.72661871 46.27338129] ; [22.27338129 49.72661871],0
b3,1,0.78959,0.071205,[20 47] ; [23 49],[20.72661871 46.27338129] ; [22.27338129 49.72661871],0
p1,1,0.801772,0.063028,[  7 115] ; [  7 132],[  6.5440613 115.4559387] ; [  7.4559387 131.5440613],0
b4,1,0.838485,0.041547,[74 51] ; [84 55],[74.81060606 50.18939394] ; [83.18939394 55.81060606],0
a1,1,0.864061,0.029312,[  5 120] ; [  5 134],[  4.73484848 120.26515152] ; [  5.26515152 133.73484848],0
p12,1,0.878351,0.023427,[  4 119] ; [  5 134],[  4.22519084 118.77480916] ; [  4.77480916 134.22519084],0
p8,1,0.910291,0.012695,[44 80] ; [47 88],[43.56756757 80.43243243] ; [47.43243243 87.56756757],0
