Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,1.9e-05,18.321568,[42 34] ; [25 79],[28.28888889 47.71111111] ; [38.71111111 65.28888889],1
v3,1,0.001366,10.250664,[30 44] ; [19 83],[20.60227273 53.39772727] ; [28.39772727 73.60227273],0
r3,1,0.002967,8.827919,[71  6] ; [79 26],[63.46153846 13.53846154] ; [86.53846154 18.46153846],0
d1,1,0.003407,8.575456,[46 32] ; [39 66],[36.2295082 41.7704918] ; [48.7704918 56.2295082],0
d4,1,0.005422,7.733157,[64 13] ; [67 37],[55.72928177 21.27071823] ; [75.27071823 28.72928177],0
n3,1,0.00996,6.642044,[21  6] ; [19 22],[15.88235294 11.11764706] ; [24.11764706 16.88235294],0
p2,1,0.010893,6.482645,[54 24] ; [53 52],[45.60655738 32.39344262] ; [61.39344262 43.60655738],0
d5,1,0.016434,5.755883,[61 17] ; [64 40],[53.57142857 24.42857143] ; [71.42857143 32.57142857],0
s2,1,0.027446,4.862525,[28 50] ; [22 82],[21.42857143 56.57142857] ; [28.57142857 75.42857143],0
d3,1,0.027898,4.834375,[51 27] ; [51 53],[43.71428571 34.28571429] ; [58.28571429 45.71428571],0
p5,1,0.03079,4.664632,[ 1 77] ; [ 9 95],[ 4.28571429 73.71428571] ; [ 5.71428571 98.28571429],0
n5,1,0.034289,4.480216,[34 43] ; [63 42],[41.03846154 35.96153846] ; [55.96153846 49.03846154],0
p11,1,0.034591,4.465256,[45 33] ; [44 61],[37.93442623 40.06557377] ; [51.06557377 53.93442623],0
p4,1,0.04182,4.142492,[34 43] ; [31 74],[27.5 49.5] ; [37.5 67.5],0
s6,1,0.041827,4.142211,[39 39] ; [36 67],[32.32044199 45.67955801] ; [42.67955801 60.32044199],0
p8,1,0.042383,4.119832,[30 46] ; [26 77],[23.77653631 52.22346369] ; [32.22346369 70.77653631],0
s8,1,0.055901,3.655018,[23 55] ; [18 85],[17.66850829 60.33149171] ; [23.33149171 79.66850829],0
s1,1,0.060628,3.520134,[ 2 75] ; [10 94],[ 5.10497238 71.89502762] ; [ 6.89502762 97.10497238],0
v4,1,0.061592,3.493996,[68 10] ; [80 25],[63.08196721 14.91803279] ; [84.91803279 20.08196721],0
p6,1,0.073493,3.203227,[22 52] ; [19 85],[17.04494382 56.95505618] ; [23.95505618 80.04494382],0
u4,1,0.086598,2.936496,[ 4 74] ; [  1 104],[ 2.13114754 75.86885246] ; [  2.86885246 102.13114754],0
s7,1,0.092758,2.825839,[26 50] ; [22 75],[21.0867052 54.9132948] ; [26.9132948 70.0867052],0
r2,1,0.109734,2.558048,[69  8] ; [85 20],[65.15384615 11.84615385] ; [88.84615385 16.15384615],0
s5,1,0.130225,2.289817,[16 60] ; [13 90],[12.31284916 63.68715084] ; [16.68715084 86.31284916],0
a7,1,0.134841,2.235865,[51 26] ; [58 47],[46.11538462 30.88461538] ; [62.88461538 42.11538462],0
n2,1,0.164012,1.936839,[18  8] ; [23 21],[15.22857143 10.77142857] ; [25.77142857 18.22857143],0
b1,1,0.239325,1.384568,[34 44] ; [55 50],[37.93442623 40.06557377] ; [51.06557377 53.93442623],0
a5,1,0.259045,1.273853,[51 27] ; [60 45],[47.31147541 30.68852459] ; [63.68852459 41.31147541],0
a1,1,0.26859,1.223932,[ 4 74] ; [10 95],[ 5.96721311 72.03278689] ; [ 8.03278689 96.96721311],0
r1,1,0.293046,1.105576,[56 22] ; [67 37],[52.71428571 25.28571429] ; [70.28571429 33.71428571],0
a6,1,0.315307,1.008316,[50 28] ; [59 45],[46.71428571 31.28571429] ; [62.28571429 41.71428571],0
b5,1,0.316954,1.001474,[51 27] ; [61 44],[47.73770492 30.26229508] ; [64.26229508 40.73770492],0
a3,1,0.325853,0.965309,[50 28] ; [58 44],[46.8 31.2] ; [61.2 40.8],0
n6,1,0.336454,0.923896,[52 25] ; [63 41],[48.92265193 28.07734807] ; [66.07734807 37.92265193],0
u3,1,0.347419,0.882862,[10 18] ; [22 25],[11.94666667 16.05333333] ; [20.05333333 26.94666667],0
b4,1,0.467816,0.52713,[48 30] ; [59 46],[45.60655738 32.39344262] ; [61.39344262 43.60655738],0
p1,1,0.479813,0.499287,[ 4 74] ; [ 8 95],[ 5.17127072 72.82872928] ; [ 6.82872928 96.17127072],0
p7,1,0.494064,0.467663,[35 41] ; [43 62],[32.75138122 43.24861878] ; [45.24861878 59.75138122],0
p3,1,0.506538,0.441212,[24 53] ; [28 77],[22. 55.] ; [30. 75.],0
u1,1,0.589446,0.291211,[11 67] ; [12 93],[ 9.80327869 68.19672131] ; [13.19672131 91.80327869],0
r4,1,0.600249,0.274621,[57 21] ; [73 32],[55.40983607 22.59016393] ; [74.59016393 30.40983607],0
p9,1,0.630991,0.23072,[29 47] ; [35 66],[27.48022599 48.51977401] ; [36.51977401 64.48022599],0
u2,1,0.635391,0.224821,[12 14] ; [19 28],[11.04109589 14.95890411] ; [19.95890411 27.04109589],0
a2,1,0.680905,0.169109,[16 62] ; [19 86],[14.91803279 63.08196721] ; [20.08196721 84.91803279],0
n1,1,0.682801,0.16699,[ 9 17] ; [17 26],[ 9.79710145 16.20289855] ; [16.20289855 26.79710145],0
s3,1,0.691783,0.157162,[31 45] ; [39 64],[29.72067039 46.27932961] ; [40.27932961 62.72067039],0
p12,1,0.770363,0.085206,[ 2 76] ; [  2 102],[ 1.71428571 76.28571429] ; [  2.28571429 101.71428571],0
n4,1,0.771777,0.084129,[49 28] ; [69 36],[49.92307692 27.07692308] ; [68.07692308 36.92307692],0
d2,1,0.813315,0.055767,[38 39] ; [49 54],[37.21666667 39.78333333] ; [49.78333333 53.21666667],0
b3,1,0.840773,0.040363,[17 35] ; [22 49],[16.48780488 35.51219512] ; [22.51219512 48.48780488],0
b2,1,0.840773,0.040363,[17 35] ; [22 49],[16.48780488 35.51219512] ; [22.51219512 48.48780488],0
a4,1,0.888418,0.019686,[31 47] ; [42 61],[31.45856354 46.54143646] ; [41.54143646 61.45856354],0
a8,1,0.978881,0.000701,[10 60] ; [14 85],[ 9.9408284 60.0591716] ; [14.0591716 84.9408284],0
