Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.507353,[46 54] ; [37  4],[58.86524823 41.13475177] ; [24.13475177 16.86524823],1
s2,1,9e-06,19.72875,[31 69] ; [30 12],[42.95774648 57.04225352] ; [18.04225352 23.95774648],1
p10,1,2.2e-05,17.992571,[42 56] ; [33  7],[53.26086957 44.73913043] ; [21.73913043 18.26086957],1
s8,1,2.9e-05,17.502129,[25 75] ; [26 16],[35.91549296 64.08450704] ; [15.08450704 26.91549296],1
r4,1,0.000621,11.710996,[65 35] ; [39  3],[73.23943662 26.76056338] ; [30.76056338 11.23943662],1
s3,1,0.000753,11.354229,[40 59] ; [30 12],[49.14893617 49.85106383] ; [20.85106383 21.14893617],1
s4,1,0.001299,10.343719,[ 8 92] ; [12 30],[14.08450704 85.91549296] ; [ 5.91549296 36.08450704],0
s7,1,0.001707,9.84095,[35 59] ; [25 12],[43.05343511 50.94656489] ; [16.94656489 20.05343511],0
p4,1,0.003364,8.598593,[36 63] ; [26 15],[43.84285714 55.15714286] ; [18.15714286 22.84285714],0
p9,1,0.004791,7.956569,[53 42] ; [34  8],[60.32846715 34.67153285] ; [26.67153285 15.32846715],0
r3,1,0.007349,7.185678,[68 31] ; [37  4],[74.25 24.75] ; [30.75 10.25],0
r1,1,0.007808,7.076889,[65 34] ; [36  5],[71.42142857 27.57857143] ; [29.57857143 11.42142857],0
n2,1,0.011795,6.341353,[25 17] ; [15  1],[28.96551724 13.03448276] ; [11.03448276  4.96551724],0
p2,1,0.013256,6.134561,[56 43] ; [33  9],[62.4893617 36.5106383] ; [26.5106383 15.4893617],0
a8,1,0.015673,5.83918,[ 9 80] ; [10 27],[13.42063492 75.57936508] ; [ 5.57936508 31.42063492],0
d3,1,0.016568,5.741519,[51 47] ; [31 11],[57.4 40.6] ; [24.6 17.4],0
v1,1,0.035807,4.406253,[38 62] ; [24 18],[43.66197183 56.33802817] ; [18.33802817 23.66197183],0
p3,1,0.036625,4.367779,[29 70] ; [20 22],[34.40425532 64.59574468] ; [14.59574468 27.40425532],0
a5,1,0.040026,4.21677,[58 42] ; [32 10],[63.38028169 36.61971831] ; [26.61971831 15.38028169],0
a1,1,0.052715,3.752933,[13 87] ; [ 1 41],[ 9.85915493 90.14084507] ; [ 4.14084507 37.85915493],0
a3,1,0.054455,3.698684,[60 37] ; [33  9],[64.89928058 32.10071942] ; [28.10071942 13.89928058],0
v4,1,0.054936,3.684041,[79 20] ; [39  3],[82.85106383 16.14893617] ; [35.14893617  6.85106383],0
v2,1,0.055774,3.658786,[34 63] ; [22 20],[39.07913669 57.92086331] ; [16.92086331 25.07913669],0
n4,1,0.064164,3.426353,[80 20] ; [38  3],[83.68794326 16.31205674] ; [34.31205674  6.68794326],0
n6,1,0.075587,3.157315,[71 28] ; [36  6],[75.12765957 23.87234043] ; [31.87234043 10.12765957],0
p7,1,0.078764,3.09022,[42 55] ; [25 17],[46.75539568 50.24460432] ; [20.24460432 21.75539568],0
b1,1,0.086347,2.941191,[51 49] ; [28 14],[55.63380282 44.36619718] ; [23.36619718 18.63380282],0
d2,1,0.089616,2.881264,[43 55] ; [25 17],[47.6 50.4] ; [20.4 21.6],0
d5,1,0.109766,2.557593,[67 32] ; [34  8],[70.91489362 28.08510638] ; [30.08510638 11.91489362],0
p6,1,0.171204,1.872368,[26 72] ; [16 26],[29.4 68.6] ; [12.6 29.4],0
d4,1,0.181095,1.788618,[66 32] ; [33  9],[69.3 28.7] ; [29.7 12.3],0
v3,1,0.208936,1.578785,[29 69] ; [17 25],[32.2 65.8] ; [13.8 28.2],0
n3,1,0.266962,1.232292,[21 19] ; [11  5],[22.85714286 17.14285714] ; [9.14285714 6.85714286],0
a7,1,0.283009,1.152581,[62 38] ; [30 12],[64.78873239 35.21126761] ; [27.21126761 14.78873239],0
d1,1,0.30582,1.048642,[43 57] ; [22 20],[45.77464789 54.22535211] ; [19.22535211 22.77464789],0
b3,1,0.339668,0.911685,[23 34] ; [ 6 15],[21.19230769 35.80769231] ; [ 7.80769231 13.19230769],0
b2,1,0.339668,0.911685,[23 34] ; [ 6 15],[21.19230769 35.80769231] ; [ 7.80769231 13.19230769],0
u2,1,0.343428,0.897591,[11 28] ; [4 5],[12.1875 26.8125] ; [2.8125 6.1875],0
p1,1,0.349662,0.874682,[ 9 91] ; [ 6 36],[10.56338028 89.43661972] ; [ 4.43661972 37.56338028],0
u1,1,0.35087,0.870309,[15 85] ; [ 9 33],[16.90140845 83.09859155] ; [ 7.09859155 34.90140845],0
p12,1,0.363964,0.824168,[ 2 98] ; [ 2 40],[ 2.81690141 97.18309859] ; [ 1.18309859 40.81690141],0
b4,1,0.43679,0.604701,[50 50] ; [24 18],[52.11267606 47.88732394] ; [21.88732394 20.11267606],0
p5,1,0.484556,0.488593,[ 8 90] ; [ 5 37],[ 9.1 88.9] ; [ 3.9 38.1],0
a6,1,0.485581,0.486302,[55 44] ; [26 16],[56.87234043 42.12765957] ; [24.12765957 17.87234043],0
a4,1,0.527189,0.399806,[41 57] ; [20 22],[42.7 55.3] ; [18.3 23.7],0
n1,1,0.530877,0.392712,[23 18] ; [7 8],[21.96428571 19.03571429] ; [8.03571429 6.96428571],0
p8,1,0.750621,0.10101,[30 68] ; [14 28],[30.8 67.2] ; [13.2 28.8],0
u4,1,0.838759,0.041404,[ 3 97] ; [ 1 41],[ 2.81690141 97.18309859] ; [ 1.18309859 40.81690141],0
u3,1,0.915184,0.011343,[17 23] ; [4 5],[17.14285714 22.85714286] ; [3.85714286 5.14285714],0
a2,1,0.940032,0.005659,[22 78] ; [ 9 33],[21.83098592 78.16901408] ; [ 9.16901408 32.83098592],0
