Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-05,18.173077,[62  3] ; [2 3],[59.42857143  5.57142857] ; [4.57142857 0.42857143],1
p2,1,0.00011,14.957265,[61  4] ; [2 3],[58.5  6.5] ; [4.5 0.5],1
p7,1,0.001107,10.638805,[55  8] ; [1 3],[52.65671642 10.34328358] ; [3.34328358 0.65671642],0
p4,1,0.001207,10.479375,[58  6] ; [2 3],[55.65217391  8.34782609] ; [4.34782609 0.65217391],0
a2,1,0.008322,6.962865,[ 9 56] ; [3 2],[11.14285714 53.85714286] ; [0.85714286 4.14285714],0
p3,1,0.014532,5.972339,[54 10] ; [2 3],[51.94202899 12.05797101] ; [4.05797101 0.94202899],0
s6,1,0.021685,5.270889,[59  5] ; [3 2],[57.50724638  6.49275362] ; [4.49275362 0.50724638],0
b1,1,0.039572,4.236148,[22 43] ; [4 1],[24.14285714 40.85714286] ; [1.85714286 3.14285714],0
r2,1,0.074747,3.175568,[62  2] ; [4 1],[61.2173913  2.7826087] ; [4.7826087 0.2173913],0
p11,1,0.088158,2.907692,[57  8] ; [3 2],[55.71428571  9.28571429] ; [4.28571429 0.71428571],0
a4,1,0.095233,2.78361,[27 38] ; [4 1],[28.78571429 36.21428571] ; [2.21428571 2.78571429],0
s2,1,0.128735,2.307692,[47 18] ; [2 3],[45.5 19.5] ; [3.5 1.5],0
n6,1,0.158214,1.991214,[61  3] ; [4 1],[60.28985507  3.71014493] ; [4.71014493 0.28985507],0
n3,1,0.163165,1.944643,[9 5] ; [1 3],[7.77777778 6.22222222] ; [2.22222222 1.77777778],0
p6,1,0.169786,1.884836,[44 19] ; [2 3],[42.61764706 20.38235294] ; [3.38235294 1.61764706],0
d2,1,0.195894,1.672727,[32 32] ; [4 1],[33.39130435 30.60869565] ; [2.60869565 2.39130435],0
u1,1,0.201012,1.635005,[11 54] ; [2 3],[12.07142857 52.92857143] ; [0.92857143 4.07142857],0
n4,1,0.246679,1.342012,[61  4] ; [4 1],[60.35714286  4.64285714] ; [4.64285714 0.35714286],0
s5,1,0.253104,1.306089,[40 21] ; [2 3],[38.81818182 22.18181818] ; [3.18181818 1.81818182],0
s8,1,0.255152,1.29487,[52 12] ; [3 2],[51.01449275 12.98550725] ; [3.98550725 1.01449275],0
b4,1,0.256575,1.287141,[35 30] ; [4 1],[36.21428571 28.78571429] ; [2.78571429 2.21428571],0
b5,1,0.307002,1.04353,[24 41] ; [3 2],[25.07142857 39.92857143] ; [1.92857143 3.07142857],0
b3,1,0.316886,1.001757,[26 25] ; [1 3],[25.03636364 25.96363636] ; [1.96363636 2.03636364],0
b2,1,0.316886,1.001757,[26 25] ; [1 3],[25.03636364 25.96363636] ; [1.96363636 2.03636364],0
n1,1,0.374857,0.7875,[7 7] ; [3 1],[7.77777778 6.22222222] ; [2.22222222 1.77777778],0
v2,1,0.457428,0.55218,[36 27] ; [2 3],[35.20588235 27.79411765] ; [2.79411765 2.20588235],0
d1,1,0.484939,0.487737,[42 23] ; [4 1],[42.71428571 22.28571429] ; [3.28571429 1.71428571],0
s1,1,0.531869,0.390819,[ 7 58] ; [1 4],[ 7.42857143 57.57142857] ; [0.57142857 4.42857143],0
v1,1,0.584245,0.299423,[43 20] ; [4 1],[43.54411765 19.45588235] ; [3.45588235 1.54411765],0
p1,1,0.612597,0.25641,[19 46] ; [2 3],[19.5 45.5] ; [1.5 3.5],0
p12,1,0.629344,0.232952,[19 45] ; [2 3],[19.47826087 44.52173913] ; [1.52173913 3.47826087],0
d4,1,0.716436,0.131933,[55  9] ; [4 1],[54.72463768  9.27536232] ; [4.27536232 0.72463768],0
d3,1,0.74757,0.103585,[47 17] ; [4 1],[47.30434783 16.69565217] ; [3.69565217 1.30434783],0
p8,1,0.784653,0.074671,[55 10] ; [4 1],[54.78571429 10.21428571] ; [4.21428571 0.78571429],0
a3,1,0.860361,0.030946,[54 11] ; [4 1],[53.85714286 11.14285714] ; [4.14285714 0.85714286],0
s3,1,0.870592,0.026538,[51 14] ; [3 1],[50.86956522 14.13043478] ; [3.13043478 0.86956522],0
d5,1,0.945117,0.004739,[52 12] ; [4 1],[51.94202899 12.05797101] ; [4.05797101 0.94202899],0
v3,1,0.955714,0.003084,[37 26] ; [3 2],[37.05882353 25.94117647] ; [2.94117647 2.05882353],0
