Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.004958,7.894811,[32  9] ; [38 36],[24.95652174 16.04347826] ; [45.04347826 28.95652174],0
v2,1,0.006669,7.35999,[23 18] ; [21 49],[16.25225225 24.74774775] ; [27.74774775 42.25225225],0
p9,1,0.006921,7.293434,[31 11] ; [35 38],[24.10434783 17.89565217] ; [41.89565217 31.10434783],0
a3,1,0.012595,6.225179,[32 10] ; [39 35],[25.70689655 16.29310345] ; [45.29310345 28.70689655],0
p11,1,0.012723,6.207158,[28 14] ; [32 43],[21.53846154 20.46153846] ; [38.46153846 36.53846154],0
p3,1,0.026429,4.927726,[17 23] ; [17 58],[11.82608696 28.17391304] ; [22.17391304 52.82608696],0
p7,1,0.039273,4.249033,[23 18] ; [26 46],[17.77876106 23.22123894] ; [31.22123894 40.77876106],0
s5,1,0.047173,3.939223,[ 8 33] ; [ 5 66],[ 4.75892857 36.24107143] ; [ 8.24107143 62.75892857],0
n3,1,0.051291,3.798742,[11  2] ; [16 14],[8.1627907 4.8372093] ; [18.8372093 11.1627907],0
s4,1,0.051512,3.791534,[ 1 41] ; [10 65],[ 3.94871795 38.05128205] ; [ 7.05128205 67.94871795],0
n2,1,0.061022,3.509394,[11  2] ; [17 14],[8.27272727 4.72727273] ; [19.72727273 11.27272727],0
v4,1,0.067256,3.348759,[36  6] ; [53 22],[31.94871795 10.05128205] ; [57.05128205 17.94871795],0
s8,1,0.09662,2.76046,[10 32] ; [ 9 66],[ 6.82051282 35.17948718] ; [12.17948718 62.82051282],0
b5,1,0.097384,2.747865,[29 13] ; [40 35],[24.76923077 17.23076923] ; [44.23076923 30.76923077],0
p10,1,0.099369,2.715649,[24 17] ; [31 42],[19.78070175 21.21929825] ; [35.21929825 37.78070175],0
p5,1,0.103771,2.646606,[ 3 39] ; [ 1 72],[ 1.46086957 40.53913043] ; [ 2.53913043 70.46086957],0
a6,1,0.127603,2.321429,[22 20] ; [50 25],[25.84615385 16.15384615] ; [46.15384615 28.84615385],0
p6,1,0.131616,2.273337,[10 27] ; [11 62],[ 7.06363636 29.93636364] ; [13.93636364 59.06363636],0
d1,1,0.139721,2.181033,[21 21] ; [27 48],[17.23076923 24.76923077] ; [30.76923077 44.23076923],0
p4,1,0.139792,2.18025,[19 22] ; [24 50],[15.33043478 25.66956522] ; [27.66956522 46.33043478],0
a4,1,0.154244,2.029772,[19 23] ; [24 51],[15.43589744 26.56410256] ; [27.56410256 47.43589744],0
v3,1,0.159743,1.976657,[13 26] ; [15 56],[ 9.92727273 29.07272727] ; [18.07272727 52.92727273],0
a2,1,0.175118,1.838571,[ 9 33] ; [ 9 66],[ 6.46153846 35.53846154] ; [11.53846154 63.46153846],0
b1,1,0.181979,1.781391,[25 17] ; [35 40],[21.53846154 20.46153846] ; [38.46153846 36.53846154],0
d5,1,0.220013,1.504286,[31 11] ; [47 28],[28. 14.] ; [50. 25.],0
r2,1,0.251657,1.314082,[37  5] ; [59 15],[34.75862069  7.24137931] ; [61.24137931 12.75862069],0
r3,1,0.279401,1.17,[35  7] ; [56 19],[32.66666667  9.33333333] ; [58.33333333 16.66666667],0
a5,1,0.311708,1.023424,[27 15] ; [41 34],[24.41025641 17.58974359] ; [43.58974359 31.41025641],0
b4,1,0.311708,1.023424,[27 15] ; [41 34],[24.41025641 17.58974359] ; [43.58974359 31.41025641],0
