Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.160935,[258  23] ; [34 16],[247.89123867  33.10876133] ; [44.10876133  5.89123867],1
p8,1,2e-06,22.180946,[204  76] ; [19 30],[189.78723404  90.21276596] ; [33.21276596 15.78723404],1
p9,1,0.000175,14.077531,[260  23] ; [37 13],[252.40540541  30.59459459] ; [44.59459459  5.40540541],1
n6,1,0.004594,8.032653,[251  29] ; [36 12],[245.  35.] ; [42.  6.],0
p2,1,0.007869,7.063012,[257  26] ; [39 11],[251.55555556  31.44444444] ; [44.44444444  5.55555556],0
p4,1,0.008093,7.012785,[203  79] ; [26 23],[195.09969789  86.90030211] ; [33.90030211 15.09969789],0
n5,1,0.010178,6.603465,[233  49] ; [32 16],[226.45454545  55.54545455] ; [38.54545455  9.45454545],0
s6,1,0.04396,4.058113,[186  93] ; [39  9],[191.97247706  87.02752294] ; [33.02752294 14.97247706],0
p5,1,0.048137,3.905201,[ 48 236] ; [ 3 47],[ 43.36526946 240.63473054] ; [ 7.63473054 42.36526946],0
a7,1,0.050705,3.818005,[213  70] ; [31 19],[207.36336336  75.63663664] ; [36.63663664 13.36336336],0
b1,1,0.052128,3.771655,[101 183] ; [25 25],[107.13772455 176.86227545] ; [18.86227545 31.13772455],0
p12,1,0.053011,3.743565,[ 30 252] ; [ 1 49],[ 26.3313253 255.6686747] ; [ 4.6686747 45.3313253],0
p3,1,0.093672,2.810106,[187  95] ; [27 23],[181.77108434 100.22891566] ; [32.22891566 17.77108434],0
d4,1,0.114699,2.488256,[245  38] ; [39 11],[241.35735736  41.64264264] ; [42.64264264  7.35735736],0
s4,1,0.114699,2.488256,[ 38 245] ; [11 39],[ 41.64264264 241.35735736] ; [ 7.35735736 42.64264264],0
a2,1,0.117625,2.448665,[ 72 212] ; [18 32],[ 76.52694611 207.47305389] ; [13.47305389 36.52694611],0
v3,1,0.131295,2.277124,[165 112] ; [23 25],[160.23384615 116.76615385] ; [27.76615385 20.23384615],0
d2,1,0.169712,1.885488,[140 143] ; [30 20],[144.47447447 138.52552553] ; [25.52552553 24.47447447],0
a3,1,0.16975,1.885148,[223  60] ; [35 15],[219.26126126  63.73873874] ; [38.73873874 11.26126126],0
r1,1,0.177327,1.819888,[242  41] ; [39 11],[238.80780781  44.19219219] ; [42.19219219  7.80780781],0
s1,1,0.179836,1.79898,[  7 275] ; [ 3 47],[  8.4939759 273.5060241] ; [ 1.5060241 48.4939759],0
s2,1,0.181584,1.784615,[146 136] ; [31 19],[150.34337349 131.65662651] ; [26.65662651 23.34337349],0
v4,1,0.185446,1.753432,[272   7] ; [47  3],[270.51975684   8.48024316] ; [48.48024316  1.51975684],0
n3,1,0.195135,1.678414,[34 10] ; [13  1],[35.65517241  8.34482759] ; [11.34482759  2.65517241],0
p6,1,0.230361,1.43863,[134 146] ; [28 21],[137.87234043 142.12765957] ; [24.12765957 24.87234043],0
u2,1,0.257538,1.281941,[31 28] ; [5 9],[29.09589041 29.90410959] ; [6.90410959 7.09589041],0
n1,1,0.321593,0.982456,[12 30] ; [6 8],[13.5 28.5] ; [4.5 9.5],0
b5,1,0.334533,0.931272,[161 123] ; [32 18],[164.10778443 119.89221557] ; [28.89221557 21.10778443],0
v1,1,0.342154,0.902344,[192  87] ; [31 19],[189.10942249  89.89057751] ; [33.89057751 16.10942249],0
d1,1,0.410778,0.676547,[182 102] ; [29 21],[179.41317365 104.58682635] ; [31.58682635 18.41317365],0
n4,1,0.418272,0.655165,[234  50] ; [38 11],[231.97597598  52.02402402] ; [40.02402402  8.97597598],0
r3,1,0.42621,0.633128,[276   6] ; [48  2],[275.20481928   6.79518072] ; [48.79518072  1.20481928],0
s5,1,0.436563,0.605299,[110 166] ; [22 26],[112.44444444 163.55555556] ; [19.55555556 28.44444444],0
p1,1,0.444751,0.583993,[ 27 257] ; [ 3 46],[ 25.58558559 258.41441441] ; [ 4.41441441 44.58558559],0
a5,1,0.474276,0.511996,[220  64] ; [41  9],[221.92814371  62.07185629] ; [39.07185629 10.92814371],0
r4,1,0.526005,0.402103,[263  21] ; [45  5],[261.89221557  22.10778443] ; [46.10778443  3.89221557],0
a4,1,0.532645,0.389342,[128 155] ; [25 25],[130.02702703 152.97297297] ; [22.97297297 27.02702703],0
u1,1,0.541498,0.372771,[ 62 222] ; [ 9 41],[ 60.37125749 223.62874251] ; [10.62874251 39.37125749],0
s3,1,0.54878,0.359507,[158 121] ; [30 19],[159.91463415 119.08536585] ; [28.08536585 20.91463415],0
d5,1,0.56746,0.326952,[241  42] ; [41  9],[239.65765766  43.34234234] ; [42.34234234  7.65765766],0
n2,1,0.584261,0.299397,[34  9] ; [12  2],[34.70175439  8.29824561] ; [11.29824561  2.70175439],0
u3,1,0.605544,0.266715,[33 28] ; [7 8],[32.10526316 28.89473684] ; [7.89473684 7.10526316],0
