Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.864954,[49 91] ; [28  6],[61.95402299 78.04597701] ; [15.04597701 18.95402299],1
p8,1,0.00016,14.248408,[ 33 110] ; [19 15],[ 42.01129944 100.98870056] ; [ 9.98870056 24.01129944],1
p2,1,0.007281,7.202205,[73 70] ; [26  8],[79.98305085 63.01694915] ; [19.01694915 14.98305085],0
p4,1,0.013706,6.07567,[47 95] ; [19 15],[53.25 88.75] ; [12.75 21.25],0
b1,1,0.039624,4.233931,[73 70] ; [24 10],[78.36723164 64.63276836] ; [18.63276836 15.36723164],0
n3,1,0.05284,3.748973,[28 25] ; [10  2],[30.98461538 22.01538462] ; [7.01538462 4.98461538],0
b4,1,0.063366,3.447022,[92 51] ; [16 18],[87.25423729 55.74576271] ; [20.74576271 13.25423729],0
p3,1,0.066093,3.377471,[ 36 106] ; [14 20],[ 40.34090909 101.65909091] ; [ 9.65909091 24.34090909],0
r3,1,0.081647,3.031801,[110  31] ; [31  3],[113.60571429  27.39428571] ; [27.39428571  6.60571429],0
v4,1,0.092622,2.828211,[110  30] ; [31  3],[113.44827586  26.55172414] ; [27.55172414  6.44827586],0
p11,1,0.101716,2.678429,[66 77] ; [21 13],[70.28813559 72.71186441] ; [16.71186441 17.28813559],0
n2,1,0.102633,2.664144,[32 23] ; [10  2],[34.47761194 20.52238806] ; [7.52238806 4.47761194],0
a5,1,0.105252,2.624098,[85 58] ; [15 19],[80.79096045 62.20903955] ; [19.20903955 14.79096045],0
v3,1,0.117913,2.444825,[43 95] ; [ 6 28],[39.31395349 98.68604651] ; [ 9.68604651 24.31395349],0
s8,1,0.119706,2.421164,[ 26 117] ; [10 23],[ 29.25 113.75] ; [ 6.75 26.25],0
r4,1,0.123221,2.3759,[94 49] ; [27  7],[97.75706215 45.24293785] ; [23.24293785 10.75706215],0
a3,1,0.130741,2.283689,[83 59] ; [15 19],[79.06818182 62.93181818] ; [18.93181818 15.06818182],0
d5,1,0.132834,2.259069,[103  40] ; [20 14],[99.37288136 43.62711864] ; [23.62711864 10.37288136],0
s7,1,0.135612,2.227061,[ 34 100] ; [12 19],[37.35757576 96.64242424] ; [ 8.64242424 22.35757576],0
s3,1,0.139125,2.18761,[55 86] ; [18 16],[58.81714286 82.18285714] ; [14.18285714 19.81714286],0
n1,1,0.169686,1.885714,[18 37] ; [6 5],[20. 35.] ; [4. 7.],0
b3,1,0.194154,1.68581,[23 63] ; [ 9 13],[25.48148148 60.51851852] ; [ 6.51851852 15.48148148],0
b2,1,0.194154,1.68581,[23 63] ; [ 9 13],[25.48148148 60.51851852] ; [ 6.51851852 15.48148148],0
s2,1,0.201286,1.633016,[42 99] ; [14 20],[45.12 95.88] ; [10.88 23.12],0
p1,1,0.202682,1.622945,[  8 134] ; [ 4 30],[  9.68181818 132.31818182] ; [ 2.31818182 31.68181818],0
s6,1,0.251308,1.316016,[58 85] ; [17 16],[60.9375 82.0625] ; [14.0625 18.9375],0
d1,1,0.251617,1.314306,[66 77] ; [12 22],[63.01694915 79.98305085] ; [14.98305085 19.01694915],0
a6,1,0.316685,1.002587,[85 58] ; [17 17],[82.40677966 60.59322034] ; [19.59322034 14.40677966],0
b5,1,0.327005,0.960724,[75 68] ; [21 13],[77.55932203 65.44067797] ; [18.44067797 15.55932203],0
a4,1,0.346084,0.887762,[51 91] ; [ 9 24],[48.68571429 93.31428571] ; [11.31428571 21.68571429],0
u2,1,0.390725,0.736684,[27 31] ; [11  8],[28.62337662 29.37662338] ; [9.37662338 9.62337662],0
r1,1,0.413394,0.669017,[102  40] ; [22 12],[100.04545455  41.95454545] ; [23.95454545 10.04545455],0
d2,1,0.416015,0.661546,[69 72] ; [14 20],[66.87428571 74.12571429] ; [16.12571429 17.87428571],0
a2,1,0.418145,0.655523,[ 25 118] ; [ 4 30],[ 23.42937853 119.57062147] ; [ 5.57062147 28.42937853],0
