Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.225548,[77  8] ; [19 25],[63.25581395 21.74418605] ; [32.74418605 11.25581395],1
a4,1,0.002295,9.297455,[43 42] ; [10 34],[34.92248062 50.07751938] ; [18.07751938 25.92248062],0
n6,1,0.004417,8.104107,[75 10] ; [29 14],[69.0625 15.9375] ; [34.9375  8.0625],0
p4,1,0.006158,7.503426,[63 22] ; [22 22],[56.00775194 28.99224806] ; [28.99224806 15.00775194],0
r1,1,0.00695,7.285774,[69 16] ; [26 18],[62.59689922 22.40310078] ; [32.40310078 11.59689922],0
d2,1,0.007911,7.053409,[46 39] ; [13 31],[38.87596899 46.12403101] ; [20.12403101 23.87596899],0
a3,1,0.008161,6.997709,[64 21] ; [23 21],[57.3255814 27.6744186] ; [29.6744186 14.3255814],0
p3,1,0.010367,6.570755,[53 32] ; [17 27],[46.12403101 38.87596899] ; [23.87596899 20.12403101],0
a2,1,0.012401,6.252659,[24 61] ; [ 4 40],[18.4496124 66.5503876] ; [ 9.5503876 34.4496124],0
p11,1,0.014484,5.978185,[69 16] ; [27 17],[63.25581395 21.74418605] ; [32.74418605 11.25581395],0
a5,1,0.016426,5.756719,[64 21] ; [24 20],[57.98449612 27.01550388] ; [30.01550388 13.98449612],0
d1,1,0.019106,5.491809,[55 30] ; [19 25],[48.75968992 36.24031008] ; [25.24031008 18.75968992],0
v1,1,0.020963,5.329848,[46 39] ; [14 29],[39.84375 45.15625] ; [20.15625 22.84375],0
v4,1,0.028436,4.801408,[83  1] ; [40  4],[80.71875  3.28125] ; [42.28125  1.71875],0
r4,1,0.038533,4.281356,[77  8] ; [34 10],[73.13953488 11.86046512] ; [37.86046512  6.13953488],0
p9,1,0.090807,2.860009,[75 10] ; [33 10],[71.71875 13.28125] ; [36.28125  6.71875],0
s8,1,0.095392,2.780934,[46 39] ; [17 27],[41.51162791 43.48837209] ; [21.48837209 22.51162791],0
u1,1,0.097472,2.746424,[20 65] ; [ 5 39],[16.47286822 68.52713178] ; [ 8.52713178 35.47286822],0
p8,1,0.104496,2.635542,[54 29] ; [21 21],[49.8 33.2] ; [25.2 16.8],0
v3,1,0.145464,2.11918,[28 56] ; [ 9 34],[24.47244094 59.52755906] ; [12.52755906 30.47244094],0
s5,1,0.250829,1.318681,[42 36] ; [18 24],[39. 39.] ; [21. 21.],0
a7,1,0.2573,1.283226,[57 28] ; [33 10],[59.765625 25.234375] ; [30.234375 12.765625],0
s3,1,0.258454,1.277022,[65 19] ; [30 14],[62.34375 21.65625] ; [32.65625 11.34375],0
s6,1,0.267239,1.230866,[69 12] ; [34 10],[66.744 14.256] ; [36.256  7.744],0
n3,1,0.273082,1.201198,[12  2] ; [11  5],[10.73333333  3.26666667] ; [12.26666667  3.73333333],0
s7,1,0.294082,1.100838,[55 28] ; [25 19],[52.28346457 30.71653543] ; [27.71653543 16.28346457],0
p10,1,0.325601,0.966314,[73 12] ; [34  9],[71.0546875 13.9453125] ; [35.9453125  7.0546875],0
u3,1,0.345637,0.889412,[11 10] ; [14  7],[12.5  8.5] ; [12.5  8.5],0
v2,1,0.386979,0.748414,[38 47] ; [15 26],[35.75396825 49.24603175] ; [17.24603175 23.75396825],0
d4,1,0.387088,0.748069,[66 19] ; [37  7],[67.86821705 17.13178295] ; [35.13178295  8.86821705],0
b5,1,0.43358,0.613215,[50 35] ; [29 15],[52.05426357 32.94573643] ; [26.94573643 17.05426357],0
d5,1,0.449644,0.571548,[70 15] ; [33 10],[68.3984375 16.6015625] ; [34.6015625  8.3984375],0
p6,1,0.457448,0.552131,[41 43] ; [18 25],[39.02362205 44.97637795] ; [19.97637795 23.02362205],0
n2,1,0.464214,0.535714,[12  2] ; [12  4],[11.2  2.8] ; [12.8  3.2],0
b3,1,0.502435,0.44979,[ 9 36] ; [ 6 16],[10.07462687 34.92537313] ; [ 4.92537313 17.07462687],0
b2,1,0.502435,0.44979,[ 9 36] ; [ 6 16],[10.07462687 34.92537313] ; [ 4.92537313 17.07462687],0
u2,1,0.536632,0.381818,[10 11] ; [12  9],[11. 10.] ; [11. 10.],0
d3,1,0.536777,0.381545,[63 22] ; [34  9],[64.4140625 20.5859375] ; [32.5859375 10.4140625],0
n1,1,0.54393,0.368304,[ 3 11] ; [ 5 11],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
s2,1,0.598909,0.276645,[61 23] ; [30 14],[59.71875 24.28125] ; [31.28125 12.71875],0
b1,1,0.59916,0.276264,[31 54] ; [14 30],[29.65116279 55.34883721] ; [15.34883721 28.65116279],0
a6,1,0.599377,0.275936,[58 27] ; [28 16],[56.66666667 28.33333333] ; [29.33333333 14.66666667],0
r3,1,0.668948,0.182835,[78  6] ; [39  4],[77.38582677  6.61417323] ; [39.61417323  3.38582677],0
p1,1,0.682418,0.167417,[ 6 79] ; [ 4 40],[ 6.58914729 78.41085271] ; [ 3.41085271 40.58914729],0
b4,1,0.684191,0.165447,[49 36] ; [27 17],[50.07751938 34.92248062] ; [25.92248062 18.07751938],0
r2,1,0.761601,0.092039,[77  7] ; [41  3],[77.4375  6.5625] ; [40.5625  3.4375],0
p7,1,0.988917,0.000193,[61 23] ; [29 11],[60.96774194 23.03225806] ; [29.03225806 10.96774194],0
