Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.352608,[106  28] ; [ 4 21],[92.70440252 41.29559748] ; [17.29559748  7.70440252],1
v4,1,0.0,28.969989,[114  20] ; [ 9 16],[103.66037736  30.33962264] ; [19.33962264  5.66037736],1
r1,1,1e-06,23.373414,[99 35] ; [ 6 19],[88.49056604 45.50943396] ; [16.50943396  8.49056604],1
r3,1,0.000966,10.89095,[110  24] ; [13 12],[103.66037736  30.33962264] ; [19.33962264  5.66037736],1
d1,1,0.004625,8.020574,[68 66] ; [ 5 20],[61.52201258 72.47798742] ; [11.47798742 13.52201258],0
d3,1,0.007423,7.167598,[76 57] ; [ 7 18],[69.86708861 63.13291139] ; [13.13291139 11.86708861],0
d5,1,0.033152,4.537904,[93 40] ; [12 13],[88.38607595 44.61392405] ; [16.61392405  8.38607595],0
n6,1,0.049236,3.867275,[91 42] ; [12 13],[86.70253165 46.29746835] ; [16.29746835  8.70253165],0
s8,1,0.056385,3.640641,[41 93] ; [ 3 22],[37.08176101 96.91823899] ; [ 6.91823899 18.08176101],0
s7,1,0.060997,3.510077,[42 83] ; [ 3 19],[38.26530612 86.73469388] ; [ 6.73469388 15.26530612],0
a6,1,0.061909,3.485488,[80 53] ; [10 15],[75.75949367 57.24050633] ; [14.24050633 10.75949367],0
a8,1,0.079943,3.066056,[  8 121] ; [ 4 20],[ 10.11764706 118.88235294] ; [ 1.88235294 22.11764706],0
s2,1,0.085768,2.952072,[50 82] ; [ 5 20],[46.24203822 85.75796178] ; [ 8.75796178 16.24203822],0
p10,1,0.115375,2.479003,[72 59] ; [ 9 15],[68.45806452 62.54193548] ; [12.54193548 11.45806452],0
b1,1,0.118925,2.431419,[63 71] ; [16  9],[66.57861635 67.42138365] ; [12.42138365 12.57861635],0
s5,1,0.119465,2.424316,[27 99] ; [ 2 23],[ 24.1986755 101.8013245] ; [ 4.8013245 20.1986755],0
d2,1,0.121349,2.399826,[64 67] ; [ 8 17],[60.46153846 70.53846154] ; [11.53846154 13.46153846],0
v2,1,0.128734,2.307701,[55 73] ; [ 6 17],[51.70860927 76.29139073] ; [ 9.29139073 13.70860927],0
v3,1,0.132753,2.260013,[44 80] ; [ 5 20],[40.77852349 83.22147651] ; [ 8.22147651 16.77852349],0
u3,1,0.134427,2.240619,[26 22] ; [4 9],[23.60655738 24.39344262] ; [6.39344262 6.60655738],0
u1,1,0.138558,2.193896,[ 20 114] ; [ 1 24],[ 17.69811321 116.30188679] ; [ 3.30188679 21.69811321],0
s3,1,0.156605,2.006703,[59 73] ; [ 7 17],[55.84615385 76.15384615] ; [10.15384615 13.84615385],0
p11,1,0.161563,1.959531,[74 60] ; [10 15],[70.79245283 63.20754717] ; [13.20754717 11.79245283],0
a3,1,0.17226,1.863161,[86 47] ; [12 12],[83.01910828 49.98089172] ; [14.98089172  9.01910828],0
s6,1,0.189249,1.723454,[61 71] ; [ 8 17],[58.01273885 73.98726115] ; [10.98726115 14.01273885],0
a7,1,0.191964,1.702482,[83 51] ; [12 13],[80.06289308 53.93710692] ; [14.93710692 10.06289308],0
n4,1,0.219405,1.50826,[87 47] ; [13 12],[84.27672956 49.72327044] ; [15.72327044  9.27672956],0
a4,1,0.239226,1.385149,[59 73] ; [ 8 17],[56.33121019 75.66878981] ; [10.66878981 14.33121019],0
a5,1,0.248786,1.330106,[86 48] ; [13 12],[83.43396226 50.56603774] ; [15.56603774  9.43396226],0
a2,1,0.269667,1.218439,[ 29 105] ; [ 3 22],[ 26.96855346 107.03144654] ; [ 5.03144654 19.96855346],0
d4,1,0.321645,0.982245,[98 35] ; [16  9],[95.96202532 37.03797468] ; [18.03797468  6.96202532],0
p9,1,0.323945,0.972952,[71 59] ; [10 13],[68.82352941 61.17647059] ; [12.17647059 10.82352941],0
v1,1,0.346529,0.886129,[44 87] ; [ 6 19],[41.98717949 89.01282051] ; [ 8.01282051 16.98717949],0
p1,1,0.358555,0.842947,[  9 125] ; [ 3 22],[ 10.11320755 123.88679245] ; [ 1.88679245 23.11320755],0
s4,1,0.405916,0.690731,[ 25 107] ; [ 3 22],[ 23.54140127 108.45859873] ; [ 4.45859873 20.54140127],0
p5,1,0.450799,0.568642,[  6 124] ; [ 2 22],[  6.75324675 123.24675325] ; [ 1.24675325 22.75324675],0
n2,1,0.515618,0.422649,[38 19] ; [5 4],[37.13636364 19.86363636] ; [5.86363636 3.13636364],0
p3,1,0.517418,0.419038,[35 99] ; [ 5 20],[ 33.71069182 100.28930818] ; [ 6.28930818 18.71069182],0
p7,1,0.53706,0.381015,[ 29 101] ; [ 7 18],[30.19354839 99.80645161] ; [ 5.80645161 19.19354839],0
s1,1,0.547162,0.362425,[ 11 122] ; [ 3 22],[ 11.78481013 121.21518987] ; [ 2.21518987 22.78481013],0
u2,1,0.557702,0.343699,[21 26] ; [7 6],[21.93333333 25.06666667] ; [6.06666667 6.93333333],0
b4,1,0.563227,0.334148,[72 62] ; [15 10],[73.32075472 60.67924528] ; [13.67924528 11.32075472],0
b2,1,0.573387,0.317048,[30 52] ; [ 5 12],[28.98989899 53.01010101] ; [ 6.01010101 10.98989899],0
b3,1,0.573387,0.317048,[30 52] ; [ 5 12],[28.98989899 53.01010101] ; [ 6.01010101 10.98989899],0
n1,1,0.57348,0.316894,[25 30] ; [5 4],[25.78125 29.21875] ; [4.21875 4.78125],0
p4,1,0.690118,0.158958,[ 32 100] ; [ 7 18],[32.78980892 99.21019108] ; [ 6.21019108 18.78980892],0
a1,1,0.725812,0.122992,[ 13 121] ; [ 3 22],[ 13.48427673 120.51572327] ; [ 2.51572327 22.48427673],0
n3,1,0.785128,0.074334,[32 21] ; [5 4],[31.62903226 21.37096774] ; [5.37096774 3.62903226],0
p8,1,0.902103,0.01513,[ 21 113] ; [ 4 20],[ 21.20253165 112.79746835] ; [ 3.79746835 20.20253165],0
b5,1,0.947099,0.004402,[76 58] ; [14 11],[75.8490566 58.1509434] ; [14.1509434 10.8490566],0
n5,1,0.993123,7.4e-05,[85 48] ; [16  9],[85.01898734 47.98101266] ; [15.98101266  9.01898734],0
