Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,31.943741,[14 62] ; [20  5],[25.58415842 50.41584158] ; [ 8.41584158 16.58415842],1
s6,1,1e-05,19.607066,[16 62] ; [17  8],[24.99029126 53.00970874] ; [ 8.00970874 16.99029126],1
s7,1,2.6e-05,17.701054,[13 60] ; [16 10],[21.38383838 51.61616162] ; [ 7.61616162 18.38383838],1
s8,1,0.000429,12.399369,[ 7 71] ; [10 16],[12.75 65.25] ; [ 4.25 21.75],1
p7,1,0.005544,7.692929,[18 57] ; [13 11],[23.48484848 51.51515152] ; [ 7.51515152 16.48484848],0
p2,1,0.005624,7.666876,[34 43] ; [19  6],[40.00980392 36.99019608] ; [12.99019608 12.00980392],0
r3,1,0.0078,7.078817,[34 41] ; [19  6],[39.75 35.25] ; [13.25 11.75],0
u3,1,0.015089,5.906074,[ 9 28] ; [6 3],[12.06521739 24.93478261] ; [2.93478261 6.06521739],0
n1,1,0.029112,4.761002,[17 23] ; [ 1 11],[13.84615385 26.15384615] ; [4.15384615 7.84615385],0
p10,1,0.038293,4.291948,[34 43] ; [17  8],[38.5 38.5] ; [12.5 12.5],0
s5,1,0.048,3.90997,[ 9 69] ; [ 7 18],[12.11650485 65.88349515] ; [ 3.88349515 21.11650485],0
b4,1,0.050658,3.819545,[50 28] ; [11 15],[45.75 32.25] ; [15.25 10.75],0
d1,1,0.056908,3.625272,[23 55] ; [13 13],[27. 51.] ; [ 9. 17.],0
s4,1,0.059709,3.545455,[ 9 69] ; [ 7 19],[12. 66.] ; [ 4. 22.],0
v2,1,0.06013,3.533803,[23 51] ; [13 12],[26.90909091 47.09090909] ; [ 9.09090909 15.90909091],0
p9,1,0.112283,2.52179,[35 39] ; [17  9],[38.48 35.52] ; [13.52 12.48],0
b1,1,0.112657,2.516543,[41 37] ; [ 9 17],[37.5 40.5] ; [12.5 13.5],0
p11,1,0.112657,2.516543,[34 44] ; [16 10],[37.5 40.5] ; [12.5 13.5],0
p4,1,0.11448,2.491266,[15 62] ; [ 9 17],[17.94174757 59.05825243] ; [ 6.05825243 19.94174757],0
d4,1,0.12064,2.408994,[43 34] ; [19  7],[46.34951456 30.65048544] ; [15.65048544 10.34951456],0
s1,1,0.150286,2.069346,[ 3 74] ; [ 3 23],[ 4.48543689 72.51456311] ; [ 1.51456311 24.48543689],0
v4,1,0.172977,1.856952,[43 33] ; [16  6],[45.75510204 30.24489796] ; [13.24489796  8.75510204],0
p8,1,0.193108,1.693747,[15 62] ; [ 8 17],[17.3627451 59.6372549] ; [ 5.6372549 19.3627451],0
a2,1,0.197539,1.660476,[10 68] ; [ 1 25],[ 8.25 69.75] ; [ 2.75 23.25],0
p6,1,0.250612,1.319887,[ 8 68] ; [ 5 21],[ 9.68627451 66.31372549] ; [ 3.31372549 22.68627451],0
r2,1,0.264915,1.242889,[40 33] ; [15  7],[42.26315789 30.73684211] ; [12.73684211  9.26315789],0
b3,1,0.286181,1.1375,[19 26] ; [ 5 13],[17.14285714 27.85714286] ; [ 6.85714286 11.14285714],0
b2,1,0.286181,1.1375,[19 26] ; [ 5 13],[17.14285714 27.85714286] ; [ 6.85714286 11.14285714],0
a3,1,0.309428,1.033117,[41 35] ; [17  9],[43.21568627 32.78431373] ; [14.78431373 11.21568627],0
d3,1,0.330716,0.94609,[33 44] ; [14 12],[35.13592233 41.86407767] ; [11.86407767 14.13592233],0
d5,1,0.359281,0.840404,[43 35] ; [17  9],[45. 33.] ; [15. 11.],0
b5,1,0.363607,0.825397,[40 38] ; [16 10],[42. 36.] ; [14. 12.],0
n2,1,0.386152,0.751024,[21 19] ; [8 4],[22.30769231 17.69230769] ; [6.69230769 5.30769231],0
u1,1,0.395416,0.722222,[ 7 71] ; [ 1 25],[ 6. 72.] ; [ 2. 24.],0
a4,1,0.445269,0.582667,[27 50] ; [ 7 19],[25.41747573 51.58252427] ; [ 8.58252427 17.41747573],0
d2,1,0.472877,0.515245,[29 47] ; [12 14],[30.54901961 45.45098039] ; [10.45098039 15.54901961],0
p1,1,0.523255,0.407473,[ 6 72] ; [ 1 24],[ 5.30097087 72.69902913] ; [ 1.69902913 23.30097087],0
v3,1,0.524372,0.405286,[14 63] ; [ 6 19],[15.09803922 61.90196078] ; [ 4.90196078 20.09803922],0
v1,1,0.527922,0.39839,[20 55] ; [ 8 16],[21.21212121 53.78787879] ; [ 6.78787879 17.21212121],0
n4,1,0.534221,0.386357,[42 35] ; [16 10],[43.3592233 33.6407767] ; [14.6407767 11.3592233],0
n3,1,0.56012,0.339497,[20 19] ; [5 7],[19.11764706 19.88235294] ; [5.88235294 6.11764706],0
a7,1,0.649542,0.206478,[37 39] ; [14 12],[38. 38.] ; [13. 13.],0
a8,1,0.66202,0.191079,[ 4 68] ; [ 2 23],[ 4.45360825 67.54639175] ; [ 1.54639175 23.45360825],0
u2,1,0.662889,0.190034,[17 20] ; [3 5],[16.44444444 20.55555556] ; [3.55555556 4.44444444],0
r1,1,0.840567,0.040469,[23 54] ; [ 8 17],[23.40196078 53.59803922] ; [ 7.59803922 17.40196078],0
n6,1,0.897878,0.016472,[39 38] ; [12 11],[39.27 37.73] ; [11.73 11.27],0
a6,1,0.909432,0.01294,[35 43] ; [12 14],[35.25 42.75] ; [11.75 14.25],0
a5,1,0.9097,0.012863,[37 41] ; [12 14],[36.75 41.25] ; [12.25 13.75],0
n5,1,0.988563,0.000205,[48 29] ; [15  9],[48.02970297 28.97029703] ; [14.97029703  9.02970297],0
a1,1,1.0,0.0,[ 9 69] ; [ 3 23],[ 9. 69.] ; [ 3. 23.],0
