Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,40.691175,[25  5] ; [ 5 42],[11.68831169 18.31168831] ; [18.31168831 28.68831169],1
a5,1,6e-06,20.431546,[22  8] ; [10 37],[12.46753247 17.53246753] ; [19.53246753 27.46753247],1
d3,1,0.000601,11.772395,[26  4] ; [22 24],[18.94736842 11.05263158] ; [29.05263158 16.94736842],1
a4,1,0.000938,10.945171,[14 16] ; [ 6 41],[ 7.79220779 22.20779221] ; [12.20779221 34.79220779],1
a3,1,0.002441,9.184297,[23  7] ; [19 27],[16.57894737 13.42105263] ; [25.42105263 20.57894737],0
v2,1,0.028217,4.814775,[15 15] ; [12 35],[10.51948052 19.48051948] ; [16.48051948 30.51948052],0
s4,1,0.030064,4.70563,[10 20] ; [ 6 41],[ 6.23376623 23.76623377] ; [ 9.76623377 37.23376623],0
s7,1,0.047088,3.942244,[12 16] ; [10 37],[ 8.21333333 19.78666667] ; [13.78666667 33.21333333],0
u3,1,0.062012,3.48273,[6 1] ; [13 15],[3.8 3.2] ; [15.2 12.8],0
p8,1,0.125563,2.34652,[ 7 21] ; [20 27],[10.08 17.92] ; [16.92 30.08],0
p7,1,0.131394,2.27596,[12 18] ; [26 19],[15.2 14.8] ; [22.8 22.2],0
a2,1,0.14727,2.100303,[ 4 26] ; [ 2 45],[ 2.33766234 27.66233766] ; [ 3.66233766 43.33766234],0
p2,1,0.175796,1.832812,[17 13] ; [33 13],[19.73684211 10.26315789] ; [30.26315789 15.73684211],0
p3,1,0.183235,1.771192,[13 16] ; [14 33],[10.30263158 18.69736842] ; [16.69736842 30.30263158],0
r3,1,0.197689,1.659367,[27  3] ; [37 10],[24.93506494  5.06493506] ; [39.06493506  7.93506494],0
b4,1,0.215978,1.530898,[19 11] ; [23 24],[16.36363636 13.63636364] ; [25.63636364 21.36363636],0
s6,1,0.223531,1.481557,[16 14] ; [18 28],[13.42105263 16.57894737] ; [20.57894737 25.42105263],0
v4,1,0.24425,1.355899,[23  7] ; [40  6],[24.86842105  5.13157895] ; [38.13157895  7.86842105],0
n6,1,0.309751,1.031738,[17 13] ; [32 15],[19.09090909 10.90909091] ; [29.90909091 17.09090909],0
r2,1,0.311703,1.023446,[23  5] ; [33 13],[21.18918919  6.81081081] ; [34.81081081 11.18918919],0
p1,1,0.315504,1.007495,[ 4 26] ; [ 3 43],[ 2.76315789 27.23684211] ; [ 4.23684211 41.76315789],0
s8,1,0.386564,0.749722,[ 9 21] ; [10 37],[ 7.4025974 22.5974026] ; [11.5974026 35.4025974],0
a7,1,0.416253,0.66087,[21  9] ; [28 18],[19.34210526 10.65789474] ; [29.65789474 16.34210526],0
v3,1,0.419105,0.652824,[ 8 21] ; [ 9 37],[ 6.57333333 22.42666667] ; [10.42666667 35.57333333],0
n2,1,0.430223,0.622222,[10  4] ; [8 6],[9. 5.] ; [9. 5.],0
a8,1,0.500952,0.452918,[ 1 29] ; [ 3 40],[ 1.64383562 28.35616438] ; [ 2.35616438 40.64383562],0
b2,1,0.514643,0.424615,[ 8 12] ; [ 8 18],[ 6.95652174 13.04347826] ; [ 9.04347826 16.95652174],0
b3,1,0.514643,0.424615,[ 8 12] ; [ 8 18],[ 6.95652174 13.04347826] ; [ 9.04347826 16.95652174],0
p5,1,0.54289,0.370209,[ 1 29] ; [ 3 43],[ 1.57894737 28.42105263] ; [ 2.42105263 43.57894737],0
u1,1,0.641954,0.216195,[ 2 28] ; [ 2 45],[ 1.55844156 28.44155844] ; [ 2.44155844 44.55844156],0
p4,1,0.649743,0.206224,[12 17] ; [17 30],[11.06578947 17.93421053] ; [17.93421053 29.06578947],0
n3,1,0.698791,0.149733,[9 5] ; [8 6],[8.5 5.5] ; [8.5 5.5],0
n4,1,0.743204,0.107331,[10 20] ; [14 33],[ 9.35064935 20.64935065] ; [14.64935065 32.35064935],0
a1,1,0.76847,0.086658,[ 2 28] ; [ 4 43],[ 2.33766234 27.66233766] ; [ 3.66233766 43.33766234],0
b1,1,0.784585,0.07472,[15 15] ; [22 25],[14.41558442 15.58441558] ; [22.58441558 24.41558442],0
r4,1,0.784585,0.07472,[15 15] ; [25 22],[15.58441558 14.41558442] ; [24.41558442 22.58441558],0
