Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8e-06,19.838231,[25  7] ; [12 33],[15.37662338 16.62337662] ; [21.62337662 23.37662338],1
p2,1,0.000659,11.60043,[25  7] ; [18 28],[17.64102564 14.35897436] ; [25.35897436 20.64102564],1
r1,1,0.003164,8.710532,[24  9] ; [18 28],[17.5443038 15.4556962] ; [24.4556962 21.5443038],0
v1,1,0.003281,8.644156,[18 15] ; [10 35],[11.84615385 21.15384615] ; [16.15384615 28.84615385],0
n5,1,0.012462,6.243926,[26  7] ; [23 22],[20.73076923 12.26923077] ; [28.26923077 16.73076923],0
s6,1,0.019525,5.453877,[20 12] ; [16 29],[14.96103896 17.03896104] ; [21.03896104 23.96103896],0
d4,1,0.024593,5.052295,[27  6] ; [26 19],[22.42307692 10.57692308] ; [30.57692308 14.42307692],0
s5,1,0.026522,4.921672,[13 19] ; [ 8 37],[ 8.72727273 23.27272727] ; [12.27272727 32.72727273],0
v4,1,0.031067,4.649258,[29  4] ; [30 15],[24.96153846  8.03846154] ; [34.03846154 10.96153846],0
s8,1,0.033471,4.521516,[13 20] ; [ 8 37],[ 8.88461538 24.11538462] ; [12.11538462 32.88461538],0
p6,1,0.03919,4.252614,[11 22] ; [ 6 38],[ 7.28571429 25.71428571] ; [ 9.71428571 34.28571429],0
d2,1,0.046069,3.979074,[20 13] ; [17 28],[15.65384615 17.34615385] ; [21.34615385 23.65384615],0
u3,1,0.051672,3.786364,[6 4] ; [ 6 18],[3.52941176 6.47058824] ; [ 8.47058824 15.52941176],0
r4,1,0.052832,3.749213,[23 10] ; [22 24],[18.79746835 14.20253165] ; [26.20253165 19.79746835],0
d1,1,0.05843,3.581396,[17 16] ; [14 32],[12.94936709 20.05063291] ; [18.05063291 27.94936709],0
a3,1,0.066104,3.377215,[23 10] ; [22 23],[19.03846154 13.96153846] ; [25.96153846 19.03846154],0
p7,1,0.068109,3.328027,[18 13] ; [17 29],[14.09090909 16.90909091] ; [20.90909091 25.09090909],0
a6,1,0.114827,2.486496,[ 8 25] ; [19 27],[11.27848101 21.72151899] ; [15.72151899 30.27848101],0
s7,1,0.122273,2.38796,[14 17] ; [11 29],[10.91549296 20.08450704] ; [14.08450704 25.91549296],0
p4,1,0.124703,2.357234,[17 15] ; [16 29],[13.71428571 18.28571429] ; [19.28571429 25.71428571],0
n6,1,0.145253,2.121411,[23  9] ; [25 20],[19.94805195 12.05194805] ; [28.05194805 16.94805195],0
p8,1,0.157567,1.997419,[13 20] ; [11 34],[10.15384615 22.84615385] ; [13.84615385 31.15384615],0
r3,1,0.164872,1.928959,[25  8] ; [28 18],[22.13924051 10.86075949] ; [30.86075949 15.13924051],0
n3,1,0.17246,1.861428,[9 4] ; [10 12],[7.05714286 5.94285714] ; [11.94285714 10.05714286],0
v3,1,0.188814,1.72685,[13 19] ; [11 31],[10.37837838 21.62162162] ; [13.62162162 28.37837838],0
v2,1,0.195323,1.677001,[15 18] ; [14 31],[12.26923077 20.73076923] ; [16.73076923 28.26923077],0
d5,1,0.197696,1.659315,[22 11] ; [24 22],[19.21518987 13.78481013] ; [26.78481013 19.21518987],0
d3,1,0.221127,1.497043,[16 17] ; [16 30],[13.36708861 19.63291139] ; [18.63291139 27.36708861],0
n4,1,0.243093,1.362567,[24  9] ; [27 18],[21.57692308 11.42307692] ; [29.42307692 15.57692308],0
s2,1,0.245945,1.346193,[15 18] ; [15 31],[12.53164557 20.46835443] ; [17.46835443 28.53164557],0
r2,1,0.249639,1.325325,[27  5] ; [33 12],[24.93506494  7.06493506] ; [35.06493506  9.93506494],0
a4,1,0.303464,1.058909,[14 19] ; [14 31],[11.84615385 21.15384615] ; [16.15384615 28.84615385],0
p5,1,0.323148,0.976161,[ 1 31] ; [ 4 42],[ 2.05128205 29.94871795] ; [ 2.94871795 43.05128205],0
n2,1,0.372944,0.793833,[9 4] ; [13 11],[7.72972973 5.27027027] ; [14.27027027  9.72972973],0
b4,1,0.409041,0.681588,[21 12] ; [25 21],[19.21518987 13.78481013] ; [26.78481013 19.21518987],0
a8,1,0.446574,0.579334,[ 2 30] ; [ 5 39],[ 2.94736842 29.05263158] ; [ 4.05263158 39.94736842],0
s4,1,0.491343,0.473584,[ 7 26] ; [ 7 39],[ 5.84810127 27.15189873] ; [ 8.15189873 37.84810127],0
n1,1,0.514084,0.425745,[4 9] ; [10 14],[4.91891892 8.08108108] ; [ 9.08108108 14.91891892],0
u2,1,0.538394,0.378524,[4 6] ; [ 7 17],[3.23529412 6.76470588] ; [ 7.76470588 16.23529412],0
a1,1,0.618664,0.24775,[ 4 29] ; [ 4 42],[ 3.34177215 29.65822785] ; [ 4.65822785 41.34177215],0
s3,1,0.643736,0.213889,[16 17] ; [19 25],[15. 18.] ; [20. 24.],0
p1,1,0.670754,0.180722,[ 3 30] ; [ 3 43],[ 2.50632911 30.49367089] ; [ 3.49367089 42.50632911],0
b1,1,0.67495,0.175867,[20 13] ; [30 16],[20.88607595 12.11392405] ; [29.11392405 16.88607595],0
u1,1,0.762528,0.091302,[ 1 32] ; [ 2 44],[ 1.25316456 31.74683544] ; [ 1.74683544 44.25316456],0
p12,1,0.811121,0.057111,[ 1 32] ; [ 1 45],[ 0.83544304 32.16455696] ; [ 1.16455696 44.83544304],0
p3,1,0.815153,0.054655,[11 21] ; [17 29],[11.48717949 20.51282051] ; [16.51282051 29.48717949],0
b2,1,0.8657,0.028602,[ 7 12] ; [11 17],[ 7.27659574 11.72340426] ; [10.72340426 17.27659574],0
b3,1,0.8657,0.028602,[ 7 12] ; [11 17],[ 7.27659574 11.72340426] ; [10.72340426 17.27659574],0
a5,1,0.894316,0.017648,[17 16] ; [23 23],[16.70886076 16.29113924] ; [23.29113924 22.70886076],0
b5,1,0.894316,0.017648,[17 16] ; [23 23],[16.70886076 16.29113924] ; [23.29113924 22.70886076],0
a2,1,0.933837,0.006892,[ 2 31] ; [ 3 43],[ 2.08860759 30.91139241] ; [ 2.91139241 43.08860759],0
s1,1,0.951383,0.003717,[ 3 30] ; [ 4 42],[ 2.92405063 30.07594937] ; [ 4.07594937 41.92405063],0
