Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,7.7e-05,15.638051,[7 3] ; [10 58],[2.17948718 7.82051282] ; [14.82051282 53.17948718],1
s6,1,0.014846,5.93467,[8 3] ; [25 48],[4.32142857 6.67857143] ; [28.67857143 44.32142857],0
v3,1,0.033139,4.538608,[6 4] ; [19 52],[3.08641975 6.91358025] ; [21.91358025 49.08641975],0
s5,1,0.060059,3.535741,[4 7] ; [10 63],[1.83333333 9.16666667] ; [12.16666667 60.83333333],0
r3,1,0.063441,3.445063,[10  1] ; [45 27],[7.28915663 3.71084337] ; [47.71084337 24.28915663],0
p10,1,0.06374,3.437287,[4 7] ; [10 62],[1.85542169 9.14457831] ; [12.14457831 59.85542169],0
b3,1,0.077673,3.112941,[1 8] ; [19 26],[3.33333333 5.66666667] ; [16.66666667 28.33333333],0
b2,1,0.077673,3.112941,[1 8] ; [19 26],[3.33333333 5.66666667] ; [16.66666667 28.33333333],0
s2,1,0.092841,2.824408,[5 6] ; [16 57],[2.75 8.25] ; [18.25 54.75],0
r1,1,0.136095,2.221563,[9 2] ; [42 30],[6.75903614 4.24096386] ; [44.24096386 27.75903614],0
d5,1,0.144595,2.128365,[9 2] ; [43 30],[6.80952381 4.19047619] ; [45.19047619 27.80952381],0
v4,1,0.210709,1.566549,[9 2] ; [45 27],[7.15662651 3.84337349] ; [46.84337349 25.15662651],0
u1,1,0.294017,1.101134,[2 9] ; [ 6 67],[1.04761905 9.95238095] ; [ 6.95238095 66.04761905],0
n6,1,0.304575,1.054053,[8 3] ; [40 31],[6.43902439 4.56097561] ; [41.56097561 29.43902439],0
n4,1,0.32149,0.982874,[8 3] ; [41 31],[6.4939759 4.5060241] ; [42.5060241 29.4939759],0
a3,1,0.32149,0.982874,[8 3] ; [41 31],[6.4939759 4.5060241] ; [42.5060241 29.4939759],0
p11,1,0.41339,0.66903,[5 6] ; [24 49],[3.79761905 7.20238095] ; [25.20238095 47.79761905],0
p5,1,0.477563,0.504423,[ 1 10] ; [ 3 69],[ 0.53012048 10.46987952] ; [ 3.46987952 68.53012048],0
v2,1,0.511625,0.430743,[5 6] ; [25 46],[4.02439024 6.97560976] ; [25.97560976 45.02439024],0
d3,1,0.525856,0.402393,[4 7] ; [34 39],[4.97619048 6.02380952] ; [33.02380952 39.97619048],0
a5,1,0.581861,0.303236,[7 4] ; [40 33],[6.1547619 4.8452381] ; [40.8452381 32.1547619],0
s1,1,0.586826,0.295329,[ 1 10] ; [11 61],[1.59036145 9.40963855] ; [10.40963855 61.59036145],0
n5,1,0.614485,0.253695,[7 4] ; [40 32],[6.22891566 4.77108434] ; [40.77108434 31.22891566],0
b4,1,0.64062,0.217933,[7 4] ; [41 32],[6.28571429 4.71428571] ; [41.71428571 31.28571429],0
a7,1,0.650742,0.204965,[5 6] ; [38 34],[5.69879518 5.30120482] ; [37.30120482 34.69879518],0
p4,1,0.673426,0.177621,[2 9] ; [17 54],[2.54878049 8.45121951] ; [16.45121951 54.54878049],0
a2,1,0.692016,0.156912,[2 9] ; [10 63],[1.57142857 9.42857143] ; [10.42857143 62.57142857],0
a6,1,0.746369,0.104608,[6 5] ; [36 37],[5.5 5.5] ; [36.5 36.5],0
d2,1,0.778831,0.078872,[6 5] ; [36 36],[5.56626506 5.43373494] ; [36.43373494 35.56626506],0
d1,1,0.784585,0.07472,[5 6] ; [30 43],[4.58333333 6.41666667] ; [30.41666667 42.58333333],0
p3,1,0.791412,0.069948,[3 8] ; [17 55],[2.65060241 8.34939759] ; [17.34939759 54.65060241],0
a8,1,0.829218,0.046529,[ 1 10] ; [ 5 64],[ 0.825 10.175] ; [ 5.175 63.825],0
s3,1,0.843059,0.039197,[4 7] ; [24 48],[3.71084337 7.28915663] ; [24.28915663 47.71084337],0
a1,1,0.85187,0.034869,[ 1 10] ; [ 8 65],[1.17857143 9.82142857] ; [ 7.82142857 65.17857143],0
v1,1,0.85187,0.034869,[3 8] ; [18 55],[2.75 8.25] ; [18.25 54.75],0
b5,1,0.87746,0.023774,[5 6] ; [35 38],[5.23809524 5.76190476] ; [34.76190476 38.23809524],0
p8,1,0.900533,0.015622,[2 9] ; [12 60],[1.85542169 9.14457831] ; [12.14457831 59.85542169],0
p7,1,0.91269,0.012022,[3 8] ; [18 52],[2.85185185 8.14814815] ; [18.14814815 51.85185185],0
d4,1,0.918536,0.010461,[8 3] ; [52 21],[7.85714286 3.14285714] ; [52.14285714 20.85714286],0
a4,1,0.942151,0.005266,[4 7] ; [27 45],[4.10843373 6.89156627] ; [26.89156627 45.10843373],0
p6,1,0.94363,0.005,[ 1 10] ; [ 6 65],[ 0.93902439 10.06097561] ; [ 6.06097561 64.93902439],0
