Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.0,26.482806,[72  4] ; [26 20],[61.04918033 14.95081967] ; [36.95081967  9.04918033],1
p6,1,0.000163,14.216582,[39 37] ; [ 7 36],[29.37815126 46.62184874] ; [16.62184874 26.37815126],1
p7,1,0.000605,11.759185,[58 17] ; [21 24],[49.375 25.625] ; [29.625 15.375],1
p3,1,0.000679,11.546459,[52 24] ; [17 29],[42.98360656 33.01639344] ; [26.01639344 19.98360656],1
v4,1,0.010537,6.541784,[73  3] ; [37  8],[69.09090909  6.90909091] ; [40.90909091  4.09090909],0
p9,1,0.015726,5.833237,[67  9] ; [31 13],[62.06666667 13.93333333] ; [35.93333333  8.06666667],0
n5,1,0.016538,5.744704,[60 16] ; [27 19],[54.19672131 21.80327869] ; [32.80327869 13.19672131],0
p8,1,0.023342,5.142857,[46 29] ; [18 27],[40. 35.] ; [24. 21.],0
n2,1,0.045342,4.005869,[12  9] ; [14  2],[14.75675676  6.24324324] ; [11.24324324  4.75675676],0
d5,1,0.055564,3.665082,[64 12] ; [32 14],[59.80327869 16.19672131] ; [36.19672131  9.80327869],0
r4,1,0.143993,2.134764,[67  9] ; [36 10],[64.16393443 11.83606557] ; [38.83606557  7.16393443],0
s3,1,0.174596,1.843035,[19 56] ; [17 29],[22.31404959 52.68595041] ; [13.68595041 32.31404959],0
v2,1,0.183593,1.768298,[43 31] ; [21 25],[39.46666667 34.53333333] ; [24.53333333 21.46666667],0
s8,1,0.216673,1.526269,[37 38] ; [28 18],[40.2892562 34.7107438] ; [24.7107438 21.2892562],0
a8,1,0.22273,1.486696,[12 53] ; [ 4 37],[ 9.81132075 55.18867925] ; [ 6.18867925 34.81132075],0
d2,1,0.224989,1.472266,[40 36] ; [19 27],[36.75409836 39.24590164] ; [22.24590164 23.75409836],0
n1,1,0.272294,1.205156,[ 8 13] ; [9 7],[ 9.64864865 11.35135135] ; [7.35135135 8.64864865],0
a1,1,0.294633,1.098328,[ 1 75] ; [ 2 44],[ 1.86885246 74.13114754] ; [ 1.13114754 44.86885246],0
d3,1,0.320335,0.987577,[56 20] ; [30 16],[53.57377049 22.42622951] ; [32.42622951 13.57377049],0
v1,1,0.33178,0.941938,[41 34] ; [20 24],[38.44537815 36.55462185] ; [22.55462185 21.44537815],0
u1,1,0.335559,0.927323,[17 59] ; [ 7 39],[14.95081967 61.04918033] ; [ 9.04918033 36.95081967],0
u2,1,0.337419,0.920215,[14  5] ; [5 4],[12.89285714  6.10714286] ; [6.10714286 2.89285714],0
p5,1,0.342539,0.900906,[15 61] ; [ 6 40],[13.08196721 62.91803279] ; [ 7.91803279 38.08196721],0
p10,1,0.343893,0.895864,[64 12] ; [34 10],[62.06666667 13.93333333] ; [35.93333333  8.06666667],0
a4,1,0.389493,0.740525,[32 43] ; [16 30],[29.75206612 45.24793388] ; [18.24793388 27.75206612],0
r1,1,0.412873,0.670513,[61 15] ; [34 12],[59.18032787 16.81967213] ; [35.81967213 10.18032787],0
d4,1,0.424508,0.637802,[60 16] ; [39  7],[61.67213115 14.32786885] ; [37.32786885  8.67213115],0
v3,1,0.437342,0.603247,[35 39] ; [18 27],[32.95798319 41.04201681] ; [20.04201681 24.95798319],0
b4,1,0.479732,0.499473,[43 33] ; [23 23],[41.1147541 34.8852459] ; [24.8852459 21.1147541],0
n4,1,0.489039,0.478641,[57 19] ; [37  9],[58.55737705 17.44262295] ; [35.44262295 10.55737705],0
