Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,8.9e-05,15.360155,[76 18] ; [2 7],[71.18446602 22.81553398] ; [6.81553398 2.18446602],1
d5,1,9.5e-05,15.242248,[81 13] ; [3 6],[76.66019417 17.33980583] ; [7.33980583 1.66019417],1
d3,1,0.006151,7.505587,[64 30] ; [2 7],[60.23300971 33.76699029] ; [5.76699029 3.23300971],0
v1,1,0.018692,5.530141,[57 34] ; [2 7],[53.69 37.31] ; [5.31 3.69],0
s1,1,0.038127,4.299355,[ 1 92] ; [1 8],[ 1.82352941 91.17647059] ; [0.17647059 8.82352941],0
a3,1,0.066044,3.378707,[60 33] ; [3 6],[57.44117647 35.55882353] ; [5.55882353 3.44117647],0
b5,1,0.075864,3.151345,[50 44] ; [2 7],[47.45631068 46.54368932] ; [4.54368932 4.45631068],0
d2,1,0.092149,2.836427,[48 45] ; [2 7],[45.58823529 47.41176471] ; [4.41176471 4.58823529],0
p10,1,0.107547,2.589899,[78 14] ; [5 3],[76.36 15.64] ; [6.64 1.36],0
p9,1,0.171484,1.869923,[77 14] ; [6 3],[75.53 15.47] ; [7.47 1.53],0
p2,1,0.190521,1.713584,[76 17] ; [5 3],[74.58415842 18.41584158] ; [6.41584158 1.58415842],0
v3,1,0.198102,1.656315,[26 66] ; [4 4],[27.6 64.4] ; [2.4 5.6],0
s4,1,0.209426,1.575389,[15 76] ; [3 6],[16.38 74.62] ; [1.62 7.38],0
r4,1,0.240548,1.37738,[85  9] ; [7 2],[83.96116505 10.03883495] ; [8.03883495 0.96116505],0
u2,1,0.285735,1.13961,[13 20] ; [1 5],[11.84615385 21.15384615] ; [2.15384615 3.84615385],0
s3,1,0.324337,0.971378,[46 45] ; [3 6],[44.59 46.41] ; [4.41 4.59],0
s8,1,0.335047,0.929291,[24 70] ; [1 8],[22.81553398 71.18446602] ; [2.18446602 6.81553398],0
u3,1,0.375825,0.784314,[18 16] ; [2 4],[17. 17.] ; [3. 3.],0
n5,1,0.416767,0.659413,[64 29] ; [5 4],[62.91176471 30.08823529] ; [6.08823529 2.91176471],0
s2,1,0.421785,0.645336,[44 49] ; [3 6],[42.85294118 50.14705882] ; [4.14705882 4.85294118],0
b1,1,0.435627,0.607775,[33 61] ; [2 7],[31.94174757 62.05825243] ; [3.05825243 5.94174757],0
n6,1,0.437892,0.601801,[81 12] ; [7 2],[80.23529412 12.76470588] ; [7.76470588 1.23529412],0
p11,1,0.469601,0.522914,[74 20] ; [8 1],[74.83495146 19.16504854] ; [7.16504854 1.83495146],0
r2,1,0.485065,0.487455,[88  5] ; [8 1],[87.52941176  5.47058824] ; [8.47058824 0.52941176],0
n4,1,0.487825,0.481319,[63 31] ; [5 4],[62.05825243 31.94174757] ; [5.94174757 3.05825243],0
p6,1,0.509773,0.434533,[30 61] ; [2 7],[29.12 61.88] ; [2.88 6.12],0
a7,1,0.623105,0.241527,[60 34] ; [5 4],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
s6,1,0.68571,0.163769,[65 26] ; [7 2],[65.52 25.48] ; [6.48 2.52],0
v2,1,0.726768,0.1221,[46 45] ; [4 5],[45.5 45.5] ; [4.5 4.5],0
p5,1,0.732912,0.116455,[16 77] ; [1 7],[15.65346535 77.34653465] ; [1.34653465 6.65346535],0
p3,1,0.773698,0.08268,[46 47] ; [4 5],[45.58823529 47.41176471] ; [4.41176471 4.58823529],0
r3,1,0.791842,0.069653,[86  8] ; [8 1],[85.78640777  8.21359223] ; [8.21359223 0.78640777],0
p12,1,0.808199,0.058928,[ 8 84] ; [1 8],[ 8.1980198 83.8019802] ; [0.8019802 8.1980198],0
b4,1,0.816782,0.053678,[59 35] ; [6 3],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
a6,1,0.816782,0.053678,[59 35] ; [6 3],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
p8,1,0.869288,0.027081,[49 44] ; [5 4],[49.23529412 43.76470588] ; [4.76470588 4.23529412],0
p1,1,0.879006,0.023174,[10 83] ; [1 7],[10.12871287 82.87128713] ; [0.87128713 7.12871287],0
r1,1,0.89897,0.01612,[74 19] ; [7 2],[73.85294118 19.14705882] ; [7.14705882 1.85294118],0
p7,1,0.926578,0.008492,[59 33] ; [5 3],[58.88 33.12] ; [5.12 2.88],0
p4,1,0.944643,0.004821,[50 42] ; [5 4],[50.0990099 41.9009901] ; [4.9009901 4.0990099],0
