Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2.3e-05,17.945393,[124 221] ; [39 21],[138.85185185 206.14814815] ; [24.14814815 35.85185185],1
s2,1,0.000292,13.123302,[184 169] ; [49 15],[197.23980815 155.76019185] ; [35.76019185 28.23980815],1
u2,1,0.001589,9.972489,[56 32] ; [ 3 12],[50.40776699 37.59223301] ; [8.59223301 6.40776699],0
v3,1,0.007341,7.187691,[180 162] ; [22 42],[170.15763547 171.84236453] ; [31.84236453 32.15763547],0
s6,1,0.007702,7.101502,[248 104] ; [53  8],[256.54237288  95.45762712] ; [44.45762712 16.54237288],0
p2,1,0.009624,6.703243,[317  36] ; [51 14],[310.77511962  42.22488038] ; [57.22488038  7.77511962],0
v2,1,0.020122,5.401277,[244 100] ; [36 28],[236.07843137 107.92156863] ; [43.92156863 20.07843137],0
s3,1,0.03012,4.702419,[191 158] ; [45 20],[198.9468599 150.0531401] ; [37.0531401 27.9468599],0
a8,1,0.061066,3.508193,[ 56 262] ; [ 5 57],[ 51.04736842 266.95263158] ; [ 9.95263158 52.04736842],0
a6,1,0.06507,3.403192,[243 111] ; [37 28],[236.56324582 117.43675418] ; [43.43675418 21.56324582],0
p10,1,0.070165,3.279152,[326  27] ; [64  1],[329.35406699  23.64593301] ; [60.64593301  4.35406699],0
s8,1,0.095082,2.786149,[183 170] ; [41 24],[189.16746411 163.83253589] ; [34.83253589 30.16746411],0
s7,1,0.105946,2.613669,[180 159] ; [41 23],[185.90322581 153.09677419] ; [35.09677419 28.90322581],0
n4,1,0.129701,2.29608,[290  64] ; [48 17],[285.56563246  68.43436754] ; [52.43436754 12.56563246],0
n1,1,0.130524,2.286255,[29 31] ; [ 4 11],[26.4 33.6] ; [6.6 8.4],0
v4,1,0.171452,1.870203,[343  10] ; [61  4],[341.17703349  11.82296651] ; [62.82296651  2.17703349],0
b2,1,0.187026,1.740891,[104 129] ; [13 26],[100.22426471 132.77573529] ; [16.77573529 22.22426471],0
b3,1,0.187026,1.740891,[104 129] ; [13 26],[100.22426471 132.77573529] ; [16.77573529 22.22426471],0
p12,1,0.193882,1.687867,[ 41 313] ; [ 4 61],[ 38.01909308 315.98090692] ; [ 6.98090692 58.01909308],0
p7,1,0.238498,1.389449,[238 108] ; [48 15],[241.94621027 104.05378973] ; [44.05378973 18.94621027],0
r4,1,0.240239,1.379191,[324  32] ; [62  3],[326.40380048  29.59619952] ; [59.59619952  5.40380048],0
u1,1,0.255344,1.293826,[ 66 290] ; [16 49],[ 69.33966746 286.66033254] ; [12.66033254 52.33966746],0
n3,1,0.263518,1.25018,[44 15] ; [9 6],[42.25675676 16.74324324] ; [10.74324324  4.25675676],0
d3,1,0.264188,1.246679,[243 112] ; [49 16],[246.80952381 108.19047619] ; [45.19047619 19.80952381],0
n6,1,0.327423,0.959061,[303  48] ; [59  6],[305.4375  45.5625] ; [56.5625  8.4375],0
r1,1,0.341188,0.905961,[295  59] ; [51 14],[292.32458234  61.67541766] ; [53.67541766 11.32458234],0
p6,1,0.362274,0.829994,[153 196] ; [32 32],[156.33171913 192.66828087] ; [28.66828087 35.33171913],0
n2,1,0.397775,0.715042,[46 14] ; [13  2],[47.2 12.8] ; [11.8  3.2],0
u4,1,0.489442,0.477753,[ 11 345] ; [ 1 64],[ 10.14726841 345.85273159] ; [ 1.85273159 63.14726841],0
p3,1,0.490541,0.475338,[201 152] ; [40 25],[203.52392344 149.47607656] ; [37.47607656 27.52392344],0
a2,1,0.490572,0.475271,[ 91 265] ; [14 51],[ 88.78859857 267.21140143] ; [16.21140143 48.78859857],0
b4,1,0.502429,0.449802,[213 143] ; [36 29],[210.55581948 145.44418052] ; [38.44418052 26.55581948],0
b1,1,0.533538,0.387649,[128 228] ; [26 39],[130.22327791 225.77672209] ; [23.77672209 41.22327791],0
d5,1,0.535261,0.384394,[294  60] ; [56  9],[295.70405728  58.29594272] ; [54.29594272 10.70405728],0
a7,1,0.536671,0.381745,[259  96] ; [45 20],[256.95238095  98.04761905] ; [47.04761905 17.95238095],0
r3,1,0.541516,0.372738,[338  17] ; [63  2],[338.94047619  16.05952381] ; [62.05952381  2.94047619],0
d1,1,0.606172,0.265787,[218 138] ; [42 23],[219.85748219 136.14251781] ; [40.14251781 24.85748219],0
a1,1,0.623611,0.240825,[ 22 334] ; [ 3 62],[ 21.14014252 334.85985748] ; [ 3.85985748 61.14014252],0
a4,1,0.65326,0.201814,[169 185] ; [33 32],[170.66348449 183.33651551] ; [31.33651551 33.66348449],0
n5,1,0.686958,0.162399,[295  58] ; [53 12],[293.88516746  59.11483254] ; [54.11483254 10.88516746],0
u3,1,0.763446,0.090576,[57 32] ; [9 6],[56.48076923 32.51923077] ; [9.51923077 5.48076923],0
a5,1,0.791614,0.06981,[274  82] ; [51 14],[274.82185273  81.17814727] ; [50.17814727 14.82185273],0
b5,1,0.798408,0.065233,[225 131] ; [40 25],[224.08551069 131.91448931] ; [40.91448931 24.08551069],0
p8,1,0.808754,0.05858,[211 139] ; [39 24],[211.86440678 138.13559322] ; [38.13559322 24.86440678],0
p11,1,0.80899,0.058433,[300  56] ; [54 11],[299.34441805  56.65558195] ; [54.65558195 10.34441805],0
r2,1,0.814631,0.05497,[337  14] ; [62  3],[336.65625  14.34375] ; [62.34375  2.65625],0
