Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,49.976327,[ 6 46] ; [40  9],[23.68316832 28.31683168] ; [22.31683168 26.68316832],1
a8,1,0.009219,6.779881,[ 9 40] ; [ 1 46],[ 5.10416667 43.89583333] ; [ 4.89583333 42.10416667],0
s8,1,0.012225,6.277902,[ 7 45] ; [17 32],[12.35643564 39.64356436] ; [11.64356436 37.35643564],0
p5,1,0.029825,4.71934,[13 39] ; [ 4 43],[ 8.92929293 43.07070707] ; [ 8.07070707 38.92929293],0
b5,1,0.036299,4.382993,[21 31] ; [30 19],[26.25742574 25.74257426] ; [24.74257426 24.25742574],0
a6,1,0.063422,3.445555,[29 23] ; [36 13],[33.46534653 18.53465347] ; [31.53465347 17.46534653],0
p1,1,0.096285,2.766024,[ 9 43] ; [ 3 44],[ 6.3030303 45.6969697] ; [ 5.6969697 41.3030303],0
v2,1,0.105387,2.622074,[30 22] ; [19 27],[26. 26.] ; [23. 23.],0
r2,1,0.107515,2.590369,[47  5] ; [48  1],[48.91089109  3.08910891] ; [46.08910891  2.91089109],0
s6,1,0.124886,2.354944,[33 18] ; [37 10],[36.42857143 14.57142857] ; [33.57142857 13.42857143],0
a7,1,0.135727,2.225746,[28 23] ; [34 15],[31.62 19.38] ; [30.38 18.62],0
n4,1,0.139761,2.180594,[38 14] ; [29 20],[34.4950495 17.5049505] ; [32.5049505 16.4950495],0
p10,1,0.169215,1.889883,[39 12] ; [41  6],[41.63265306  9.36734694] ; [38.36734694  8.63265306],0
a4,1,0.184838,1.758292,[27 25] ; [19 30],[23.68316832 28.31683168] ; [22.31683168 26.68316832],0
v1,1,0.199094,1.649006,[26 25] ; [30 17],[29.14285714 21.85714286] ; [26.85714286 20.14285714],0
s4,1,0.216387,1.528169,[ 7 44] ; [11 36],[ 9.36734694 41.63265306] ; [ 8.63265306 38.36734694],0
a2,1,0.238174,1.391369,[ 7 45] ; [11 38],[ 9.26732673 42.73267327] ; [ 8.73267327 40.26732673],0
n2,1,0.256839,1.285714,[6 3] ; [8 1],[7. 2.] ; [7. 2.],0
n5,1,0.257299,1.28323,[38 14] ; [30 18],[35.36 16.64] ; [32.64 15.36],0
p4,1,0.276841,1.182531,[30 21] ; [23 25],[27.3030303 23.6969697] ; [25.6969697 22.3030303],0
b2,1,0.297377,1.08592,[11 23] ; [11 13],[12.89655172 21.10344828] ; [ 9.10344828 14.89655172],0
b3,1,0.297377,1.08592,[11 23] ; [11 13],[12.89655172 21.10344828] ; [ 9.10344828 14.89655172],0
r3,1,0.324337,0.971378,[45  6] ; [46  3],[46.41  4.59] ; [44.59  4.41],0
d4,1,0.324337,0.971378,[45  6] ; [46  3],[46.41  4.59] ; [44.59  4.41],0
r4,1,0.392975,0.729717,[45  7] ; [45  4],[46.33663366  5.66336634] ; [43.66336634  5.33663366],0
d3,1,0.397042,0.717267,[35 17] ; [29 20],[32.95049505 19.04950495] ; [31.04950495 17.95049505],0
p9,1,0.419981,0.650368,[41 11] ; [40  7],[42.54545455  9.45454545] ; [38.45454545  8.54545455],0
d2,1,0.421211,0.646933,[27 24] ; [22 27],[24.99 26.01] ; [24.01 24.99],0
p3,1,0.42334,0.641026,[28 24] ; [22 26],[26. 26.] ; [24. 24.],0
u2,1,0.430869,0.620481,[ 8 11] ; [ 6 14],[ 6.82051282 12.17948718] ; [ 7.17948718 12.82051282],0
v4,1,0.458277,0.5501,[48  4] ; [46  2],[48.88  3.12] ; [45.12  2.88],0
a5,1,0.462397,0.540086,[37 15] ; [38 11],[38.61386139 13.38613861] ; [36.38613861 12.61386139],0
n3,1,0.502335,0.45,[6 2] ; [6 4],[5.33333333 2.66666667] ; [6.66666667 3.33333333],0
b4,1,0.520277,0.413344,[34 18] ; [29 20],[32.43564356 19.56435644] ; [30.56435644 18.43564356],0
u3,1,0.527089,0.4,[ 9 11] ; [11  9],[10. 10.] ; [10. 10.],0
b1,1,0.52877,0.396755,[19 33] ; [15 34],[17.5049505 34.4950495] ; [16.4950495 32.5049505],0
p11,1,0.559966,0.339762,[40 12] ; [40  9],[41.18811881 10.81188119] ; [38.81188119 10.18811881],0
a1,1,0.635889,0.224159,[ 3 49] ; [ 4 45],[ 3.6039604 48.3960396] ; [ 3.3960396 45.6039604],0
n6,1,0.651028,0.204607,[46  6] ; [41  7],[45.24  6.76] ; [41.76  6.24],0
p7,1,0.706156,0.142146,[32 20] ; [30 16],[32.89795918 19.10204082] ; [29.10204082 16.89795918],0
p6,1,0.728042,0.120918,[16 36] ; [16 31],[16.80808081 35.19191919] ; [15.19191919 31.80808081],0
v3,1,0.740059,0.110074,[15 37] ; [15 32],[15.75757576 36.24242424] ; [14.24242424 32.75757576],0
p2,1,0.800139,0.064094,[42 10] ; [37 10],[41.49494949 10.50505051] ; [37.50505051  9.49494949],0
