Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.781978,[41 23] ; [21 65],[26.45333333 37.54666667] ; [35.54666667 50.45333333],1
v3,1,0.000209,13.750073,[29 35] ; [15 71],[18.77333333 45.22666667] ; [25.22666667 60.77333333],1
s6,1,0.000362,12.717889,[45 15] ; [39 47],[34.52054795 25.47945205] ; [49.47945205 36.52054795],1
p3,1,0.000504,12.099224,[42 23] ; [31 55],[31.42384106 33.57615894] ; [41.57615894 44.42384106],1
d4,1,0.002233,9.347644,[53 12] ; [50 36],[44.33774834 20.66225166] ; [58.66225166 27.33774834],0
p5,1,0.006332,7.453255,[12 53] ; [ 4 82],[ 6.88741722 58.11258278] ; [ 9.11258278 76.88741722],0
d5,1,0.007003,7.27214,[53 12] ; [52 33],[45.5 19.5] ; [59.5 25.5],0
s2,1,0.017871,5.608703,[36 29] ; [31 55],[28.8410596 36.1589404] ; [38.1589404 47.8410596],0
p10,1,0.018502,5.547967,[55  9] ; [59 26],[48.96644295 15.03355705] ; [65.03355705 19.96644295],0
s5,1,0.02012,5.401475,[21 38] ; [15 67],[15.06382979 43.93617021] ; [20.93617021 61.06382979],0
b1,1,0.038171,4.297386,[32 33] ; [28 58],[25.82781457 39.17218543] ; [34.17218543 51.82781457],0
p4,1,0.040318,4.204459,[43 22] ; [42 43],[36.83333333 28.16666667] ; [48.16666667 36.83333333],0
s3,1,0.041977,4.136146,[38 27] ; [35 49],[31.84563758 33.15436242] ; [41.15436242 42.84563758],0
p9,1,0.051542,3.79058,[59  6] ; [68 18],[54.66887417 10.33112583] ; [72.33112583 13.66887417],0
u3,1,0.060548,3.522306,[15 12] ; [13 27],[11.28358209 15.71641791] ; [16.71641791 23.28358209],0
d1,1,0.063968,3.431392,[30 35] ; [27 59],[24.53642384 40.46357616] ; [32.46357616 53.53642384],0
n5,1,0.065972,3.380499,[49 16] ; [52 33],[43.76666667 21.23333333] ; [57.23333333 27.76666667],0
n4,1,0.085166,2.963454,[48 17] ; [52 34],[43.04635762 21.95364238] ; [56.95364238 29.04635762],0
s7,1,0.094129,2.802301,[29 32] ; [28 55],[24.14583333 36.85416667] ; [32.85416667 50.14583333],0
a5,1,0.121147,2.402427,[37 28] ; [38 48],[32.28476821 32.71523179] ; [42.71523179 43.28476821],0
r2,1,0.151017,2.061952,[54  9] ; [64 20],[50.57142857 12.42857143] ; [67.42857143 16.57142857],0
v4,1,0.186609,1.744186,[60  4] ; [75 11],[57.6  6.4] ; [77.4  8.6],0
d3,1,0.190871,1.710883,[41 24] ; [44 40],[37.08053691 27.91946309] ; [47.91946309 36.08053691],0
r4,1,0.209358,1.575858,[45 20] ; [51 35],[41.32450331 23.67549669] ; [54.67549669 31.32450331],0
s8,1,0.224665,1.474322,[25 40] ; [25 61],[21.52317881 43.47682119] ; [28.47682119 57.52317881],0
p12,1,0.253485,1.303992,[ 5 60] ; [ 3 83],[ 3.44370861 61.55629139] ; [ 4.55629139 81.44370861],0
a7,1,0.289074,1.123929,[43 22] ; [49 36],[39.86666667 25.13333333] ; [52.13333333 32.86666667],0
a8,1,0.299345,1.077109,[ 4 55] ; [10 73],[ 5.81690141 53.18309859] ; [ 8.18309859 74.81690141],0
n3,1,0.375275,0.786123,[12  6] ; [25  7],[13.32  4.68] ; [23.68  8.32],0
s1,1,0.410023,0.678733,[ 2 63] ; [ 1 84],[ 1.3 63.7] ; [ 1.7 83.3],0
u1,1,0.440513,0.594945,[ 4 61] ; [ 3 83],[ 3.01324503 61.98675497] ; [ 3.98675497 82.01324503],0
a3,1,0.453024,0.563075,[38 27] ; [45 41],[35.72847682 29.27152318] ; [47.27152318 38.72847682],0
