Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.258814,[ 4 25] ; [48 17],[16.04255319 12.95744681] ; [35.95744681 29.04255319],1
r3,1,2.1e-05,18.068773,[ 9 20] ; [50 15],[18.20212766 10.79787234] ; [40.79787234 24.20212766],1
n6,1,2.5e-05,17.793495,[ 6 23] ; [44 21],[15.42553191 13.57446809] ; [34.57446809 30.42553191],1
r2,1,0.000454,12.297465,[16 11] ; [58  6],[21.95604396  5.04395604] ; [52.04395604 11.95604396],1
d5,1,0.000586,11.818786,[14 15] ; [53 11],[20.89247312  8.10752688] ; [46.10752688 17.89247312],1
u3,1,0.000671,11.56738,[ 1 13] ; [12  6],[5.6875 8.3125] ; [ 7.3125 10.6875],1
r1,1,0.001588,9.974056,[10 19] ; [45 20],[16.96808511 12.03191489] ; [38.03191489 26.96808511],0
v2,1,0.001905,9.638507,[ 4 24] ; [31 33],[10.65217391 17.34782609] ; [24.34782609 39.65217391],0
b5,1,0.004238,8.179098,[10 19] ; [43 22],[16.35106383 12.64893617] ; [36.64893617 28.35106383],0
s6,1,0.006438,7.423305,[ 6 23] ; [32 31],[11.97826087 17.02173913] ; [26.02173913 36.97826087],0
s8,1,0.008959,6.831024,[ 1 28] ; [17 47],[ 5.61290323 23.38709677] ; [12.38709677 51.61290323],0
n3,1,0.009645,6.699248,[ 5 11] ; [20  8],[9.09090909 6.90909091] ; [15.90909091 12.09090909],0
p10,1,0.009994,6.635945,[ 4 24] ; [26 36],[ 9.33333333 18.66666667] ; [20.66666667 41.33333333],0
d3,1,0.01793,5.602982,[10 19] ; [39 25],[15.27956989 13.72043011] ; [33.72043011 30.27956989],0
s7,1,0.029246,4.753051,[ 3 23] ; [20 38],[ 7.11904762 18.88095238] ; [15.88095238 42.11904762],0
p1,1,0.034759,4.456956,[ 6 23] ; [ 4 61],[ 3.08510638 25.91489362] ; [ 6.91489362 58.08510638],0
d4,1,0.052198,3.769415,[17 12] ; [50 14],[20.89247312  8.10752688] ; [46.10752688 17.89247312],0
a3,1,0.061438,3.498137,[15 13] ; [47 17],[18.86956522  9.13043478] ; [43.13043478 20.86956522],0
n4,1,0.075476,3.159728,[20  9] ; [32 33],[16.04255319 12.95744681] ; [35.95744681 29.04255319],0
d1,1,0.082601,3.012962,[10 19] ; [35 30],[13.88297872 15.11702128] ; [31.11702128 33.88297872],0
a2,1,0.083668,2.992177,[ 3 26] ; [17 48],[ 6.17021277 22.82978723] ; [13.82978723 51.17021277],0
p9,1,0.098001,2.737778,[ 7 21] ; [26 34],[10.5 17.5] ; [22.5 37.5],0
a7,1,0.101275,2.685343,[14 15] ; [43 22],[17.58510638 11.41489362] ; [39.41489362 25.58510638],0
s5,1,0.106695,2.602497,[ 3 26] ; [15 45],[ 5.86516854 23.13483146] ; [12.13483146 47.86516854],0
a4,1,0.112827,2.514176,[ 9 19] ; [32 32],[12.47826087 15.52173913] ; [28.52173913 35.47826087],0
a1,1,0.124128,2.364443,[ 6 23] ; [ 6 59],[ 3.70212766 25.29787234] ; [ 8.29787234 56.70212766],0
a6,1,0.14146,2.162001,[12 17] ; [37 27],[15.27956989 13.72043011] ; [33.72043011 30.27956989],0
p6,1,0.153814,2.034014,[ 2 26] ; [12 52],[ 4.26086957 23.73913043] ; [ 9.73913043 54.26086957],0
s2,1,0.154235,2.029853,[ 6 23] ; [23 42],[ 8.94680851 20.05319149] ; [20.05319149 44.94680851],0
v1,1,0.170359,1.879783,[ 5 24] ; [20 45],[ 7.71276596 21.28723404] ; [17.28723404 47.71276596],0
n2,1,0.172435,1.861645,[7 9] ; [20 11],[9.19148936 6.80851064] ; [17.80851064 13.19148936],0
a5,1,0.187182,1.73966,[16 13] ; [45 20],[18.81914894 10.18085106] ; [42.18085106 22.81914894],0
n1,1,0.20192,1.628429,[9 7] ; [11 19],[6.95652174 9.04347826] ; [13.04347826 16.95652174],0
b2,1,0.214041,1.543881,[10 10] ; [13 26],[ 7.79661017 12.20338983] ; [15.20338983 23.79661017],0
b3,1,0.214041,1.543881,[10 10] ; [13 26],[ 7.79661017 12.20338983] ; [15.20338983 23.79661017],0
p7,1,0.364587,0.822033,[ 6 23] ; [19 45],[ 7.79569892 21.20430108] ; [17.20430108 46.79569892],0
s4,1,0.378052,0.777027,[ 4 25] ; [14 51],[ 5.55319149 23.44680851] ; [12.44680851 52.55319149],0
s1,1,0.38512,0.754295,[ 5 24] ; [ 7 58],[ 3.70212766 25.29787234] ; [ 8.29787234 56.70212766],0
v3,1,0.458066,0.550617,[ 7 21] ; [20 41],[ 8.49438202 19.50561798] ; [18.50561798 42.49438202],0
p4,1,0.477941,0.503558,[ 5 24] ; [15 48],[ 6.30434783 22.69565217] ; [13.69565217 49.30434783],0
p8,1,0.513083,0.427775,[ 4 24] ; [13 52],[ 5.11827957 22.88172043] ; [11.88172043 53.11827957],0
u2,1,0.542129,0.371607,[ 4 10] ; [ 7 11],[4.8125 9.1875] ; [ 6.1875 11.8125],0
b4,1,0.617542,0.249337,[15 14] ; [30 35],[13.88297872 15.11702128] ; [31.11702128 33.88297872],0
s3,1,0.656984,0.197208,[10 18] ; [26 38],[10.95652174 17.04347826] ; [25.04347826 38.95652174],0
n5,1,0.667155,0.184948,[17 12] ; [35 30],[16.04255319 12.95744681] ; [35.95744681 29.04255319],0
p3,1,0.769068,0.086197,[ 6 23] ; [15 49],[ 6.5483871 22.4516129] ; [14.4516129 49.5483871],0
a8,1,0.853175,0.034251,[ 3 26] ; [ 7 53],[ 3.25842697 25.74157303] ; [ 6.74157303 53.25842697],0
d2,1,0.890278,0.019031,[14 14] ; [33 31],[14.30434783 13.69565217] ; [32.69565217 31.30434783],0
