Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.811317,[91  5] ; [18 26],[74.74285714 21.25714286] ; [34.25714286  9.74285714],1
r2,1,1e-06,24.684188,[93  3] ; [28 14],[84.17391304 11.82608696] ; [36.82608696  5.17391304],1
a7,1,0.000535,11.990582,[68 27] ; [18 26],[58.77697842 36.22302158] ; [27.22302158 16.77697842],1
s6,1,0.001953,9.592876,[58 35] ; [15 29],[49.55474453 43.44525547] ; [23.44525547 20.55474453],0
v4,1,0.002052,9.502414,[92  4] ; [35  9],[87.08571429  8.91428571] ; [39.91428571  4.08571429],0
a5,1,0.004049,8.261679,[62 34] ; [17 27],[54.17142857 41.82857143] ; [24.82857143 19.17142857],0
u3,1,0.004681,7.998548,[23 15] ; [ 5 17],[17.73333333 20.26666667] ; [10.26666667 11.73333333],0
a4,1,0.008451,6.935355,[47 48] ; [11 32],[39.92753623 55.07246377] ; [18.07246377 24.92753623],0
r3,1,0.01015,6.608453,[88  7] ; [34 10],[83.38129496 11.61870504] ; [38.61870504  5.38129496],0
a2,1,0.011364,6.407437,[24 72] ; [ 3 41],[18.51428571 77.48571429] ; [ 8.48571429 35.51428571],0
d5,1,0.014443,5.983187,[74 22] ; [25 19],[67.88571429 28.11428571] ; [31.11428571 12.88571429],0
v1,1,0.02083,5.340972,[41 55] ; [ 9 32],[35.03649635 60.96350365] ; [14.96350365 26.03649635],0
p11,1,0.023277,5.147689,[59 37] ; [18 26],[52.8 43.2] ; [24.2 19.8],0
n1,1,0.033329,4.52881,[16 17] ; [ 3 14],[12.54 20.46] ; [ 6.46 10.54],0
n4,1,0.042555,4.112987,[71 25] ; [25 19],[65.82857143 30.17142857] ; [30.17142857 13.82857143],0
s8,1,0.051117,3.804428,[32 61] ; [ 8 36],[27.15328467 65.84671533] ; [12.84671533 31.15328467],0
n5,1,0.060006,3.537223,[66 30] ; [23 21],[61.02857143 34.97142857] ; [27.97142857 16.02857143],0
u1,1,0.066731,3.36166,[21 75] ; [ 4 40],[17.14285714 78.85714286] ; [ 7.85714286 36.14285714],0
d1,1,0.068676,3.314394,[53 43] ; [17 27],[48. 48.] ; [22. 22.],0
s7,1,0.07205,3.235691,[39 53] ; [11 31],[34.32835821 57.67164179] ; [15.67164179 26.32835821],0
