Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0002,13.831922,[ 2 13] ; [21  8],[7.84090909 7.15909091] ; [15.15909091 13.84090909],1
p3,1,0.033275,4.531576,[ 4 11] ; [17 11],[7.3255814 7.6744186] ; [13.6744186 14.3255814],0
p11,1,0.1283,2.31295,[8 7] ; [22  7],[10.22727273  4.77272727] ; [19.77272727  9.22727273],0
b1,1,0.576398,0.312094,[7 8] ; [11 18],[6.13636364 8.86363636] ; [11.86363636 17.13636364],0
