Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,32.898442,[360  26] ; [37 17],[348.27727273  37.72272727] ; [48.72272727  5.27727273],1
v1,1,0.000658,11.604919,[232 146] ; [19 33],[220.64651163 157.35348837] ; [30.35348837 21.64651163],1
s5,1,0.001234,10.438898,[146 224] ; [ 8 42],[135.66666667 234.33333333] ; [18.33333333 31.66666667],0
p10,1,0.001718,9.828372,[334  51] ; [38 16],[326.24145786  58.75854214] ; [45.75854214  8.24145786],0
p5,1,0.005606,7.67283,[ 61 323] ; [ 1 53],[ 54.35616438 329.64383562] ; [ 7.64383562 46.35616438],0
p11,1,0.007652,7.113181,[324  64] ; [37 17],[316.8959276  71.1040724] ; [44.1040724  9.8959276],0
p4,1,0.00919,6.785456,[271 113] ; [28 25],[262.73684211 121.26315789] ; [36.26315789 16.73684211],0
p8,1,0.009779,6.67467,[222 158] ; [21 32],[213.25635104 166.74364896] ; [29.74364896 23.25635104],0
s3,1,0.01158,6.374107,[234 146] ; [23 30],[225.54272517 154.45727483] ; [31.45727483 21.54272517],0
s2,1,0.013037,6.16402,[224 158] ; [22 32],[215.53211009 166.46788991] ; [30.46788991 23.53211009],0
s6,1,0.020112,5.402153,[269 109] ; [30 24],[261.625 116.375] ; [37.375 16.625],0
n1,1,0.022822,5.182041,[33 37] ; [ 2 12],[29.16666667 40.83333333] ; [5.83333333 8.16666667],0
v4,1,0.027814,4.83956,[370  16] ; [48  6],[366.7  19.3] ; [51.3  2.7],0
v3,1,0.0295,4.738178,[180 189] ; [17 35],[172.66745843 196.33254157] ; [24.33254157 27.66745843],0
p12,1,0.029795,4.721107,[ 44 341] ; [ 1 53],[ 39.46469248 345.53530752] ; [ 5.53530752 48.46469248],0
p2,1,0.081455,3.035632,[328  57] ; [41 13],[323.61047836  61.38952164] ; [45.38952164  8.61047836],0
p3,1,0.127541,2.322178,[220 164] ; [25 29],[214.79452055 169.20547945] ; [30.20547945 23.79452055],0
p9,1,0.143481,2.140227,[338  45] ; [43 10],[334.68577982  48.31422018] ; [46.31422018  6.68577982],0
s8,1,0.19807,1.656552,[206 177] ; [24 30],[201.57894737 181.42105263] ; [28.42105263 25.57894737],0
u1,1,0.202782,1.622227,[119 269] ; [12 42],[114.99547511 273.00452489] ; [16.00452489 37.99547511],0
s4,1,0.238632,1.38866,[ 54 325] ; [11 43],[ 56.89376443 322.10623557] ; [ 8.10623557 45.89376443],0
n3,1,0.23917,1.38548,[50 21] ; [12  2],[51.78823529 19.21176471] ; [10.21176471  3.78823529],0
d3,1,0.244695,1.353338,[336  50] ; [50  4],[338.62727273  47.37272727] ; [47.37272727  6.62727273],0
p1,1,0.249139,1.328127,[ 41 347] ; [ 3 51],[ 38.62443439 349.37556561] ; [ 5.37556561 48.62443439],0
u2,1,0.323946,0.972949,[37 28] ; [8 3],[38.48684211 26.51315789] ; [6.51315789 4.48684211],0
s1,1,0.364503,0.822319,[ 12 369] ; [ 3 51],[ 13.13793103 367.86206897] ; [ 1.86206897 52.13793103],0
a1,1,0.365399,0.819252,[ 27 361] ; [ 2 52],[ 25.45701357 362.54298643] ; [ 3.54298643 50.45701357],0
r1,1,0.376618,0.781714,[332  54] ; [44 10],[329.85454545  56.14545455] ; [46.14545455  7.85454545],0
s7,1,0.396414,0.719176,[213 159] ; [26 25],[210.18439716 161.81560284] ; [28.81560284 22.18439716],0
u4,1,0.414406,0.666125,[ 16 371] ; [ 1 53],[ 14.91836735 372.08163265] ; [ 2.08163265 51.91836735],0
b2,1,0.467279,0.528404,[103 152] ; [13 25],[100.9556314 154.0443686] ; [15.0443686 22.9556314],0
b3,1,0.467279,0.528404,[103 152] ; [13 25],[100.9556314 154.0443686] ; [15.0443686 22.9556314],0
a2,1,0.471662,0.51808,[149 239] ; [18 36],[146.59728507 241.40271493] ; [20.40271493 33.59728507],0
n2,1,0.476601,0.50663,[53 19] ; [9 5],[51.90697674 20.09302326] ; [10.09302326  3.90697674],0
r4,1,0.481842,0.494691,[356  32] ; [48  6],[354.64253394  33.35746606] ; [49.35746606  4.64253394],0
a3,1,0.487856,0.481251,[322  64] ; [43 11],[320.20454545  65.79545455] ; [44.79545455  9.20454545],0
v2,1,0.494803,0.466066,[230 146] ; [35 18],[232.26107226 143.73892774] ; [32.73892774 20.26107226],0
p7,1,0.528231,0.397794,[253 123] ; [34 20],[250.95813953 125.04186047] ; [36.04186047 17.95813953],0
a8,1,0.547549,0.361726,[ 55 285] ; [ 6 41],[ 53.59173127 286.40826873] ; [ 7.40826873 39.59173127],0
d2,1,0.554053,0.350106,[291  92] ; [43 11],[292.72768879  90.27231121] ; [41.27231121 12.72768879],0
