Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.002471,9.161687,[29  7] ; [50 47],[21.38345865 14.61654135] ; [57.61654135 39.38345865],0
v2,1,0.003181,8.700796,[19 16] ; [25 69],[11.9379845 23.0620155] ; [32.0620155 61.9379845],0
r4,1,0.023104,5.160693,[32  4] ; [69 30],[26.93333333  9.06666667] ; [74.06666667 24.93333333],0
n4,1,0.035707,4.411055,[29  7] ; [60 38],[23.91044776 12.08955224] ; [65.08955224 32.91044776],0
p3,1,0.04273,4.106062,[17 19] ; [28 70],[12.08955224 23.91044776] ; [32.91044776 65.08955224],0
r2,1,0.065061,3.403441,[34  2] ; [80 18],[30.62686567  5.37313433] ; [83.37313433 14.62686567],0
s6,1,0.143618,2.138761,[22 13] ; [47 50],[18.29545455 16.70454545] ; [50.70454545 46.29545455],0
d3,1,0.147285,2.100146,[12 24] ; [21 78],[ 8.8 27.2] ; [24.2 74.8],0
v1,1,0.186032,1.748765,[18 17] ; [37 59],[14.69465649 20.30534351] ; [40.30534351 55.69465649],0
s3,1,0.193275,1.692478,[20 15] ; [43 54],[16.70454545 18.29545455] ; [46.29545455 50.70454545],0
b3,1,0.198985,1.649809,[ 7 18] ; [ 9 48],[ 4.87804878 20.12195122] ; [11.12195122 45.87804878],0
b2,1,0.198985,1.649809,[ 7 18] ; [ 9 48],[ 4.87804878 20.12195122] ; [11.12195122 45.87804878],0
s5,1,0.206147,1.598279,[ 8 28] ; [13 85],[ 5.64179104 30.35820896] ; [15.35820896 82.64179104],0
n5,1,0.211,1.564553,[29  7] ; [69 30],[26.13333333  9.86666667] ; [71.86666667 27.13333333],0
s4,1,0.236392,1.401983,[ 5 31] ; [23 76],[ 7.46666667 28.53333333] ; [20.53333333 78.46666667],0
a3,1,0.249318,1.327122,[20 16] ; [43 54],[17.05263158 18.94736842] ; [45.94736842 51.05263158],0
d5,1,0.252899,1.307218,[20 16] ; [44 55],[17.06666667 18.93333333] ; [46.93333333 52.06666667],0
a7,1,0.283502,1.150226,[23 13] ; [53 46],[20.26666667 15.73333333] ; [55.73333333 43.26666667],0
v4,1,0.285485,1.14079,[33  3] ; [82 15],[31.12781955  4.87218045] ; [83.87218045 13.12781955],0
p4,1,0.301642,1.066919,[17 19] ; [37 62],[14.4 21.6] ; [39.6 59.4],0
r3,1,0.390516,0.737336,[31  5] ; [78 20],[29.28358209  6.71641791] ; [79.71641791 18.28358209],0
a5,1,0.4063,0.6896,[20 16] ; [47 52],[17.86666667 18.13333333] ; [49.13333333 49.86666667],0
p2,1,0.449215,0.572633,[23 13] ; [70 29],[24.8 11.2] ; [68.2 30.8],0
d2,1,0.482843,0.492436,[ 7 29] ; [25 74],[ 8.53333333 27.46666667] ; [23.46666667 75.53333333],0
a1,1,0.492056,0.472028,[ 2 34] ; [ 3 96],[ 1.33333333 34.66666667] ; [ 3.66666667 95.33333333],0
a8,1,0.497549,0.460161,[ 2 31] ; [ 9 81],[ 2.95121951 30.04878049] ; [ 8.04878049 81.95121951],0
p10,1,0.526164,0.401795,[25 11] ; [61 35],[23.45454545 12.54545455] ; [62.54545455 33.45454545],0
p1,1,0.5843,0.299335,[ 4 32] ; [ 8 91],[ 3.2 32.8] ; [ 8.8 90.2],0
b4,1,0.639684,0.219156,[18 18] ; [45 54],[16.8 19.2] ; [46.2 52.8],0
s7,1,0.659658,0.193939,[11 21] ; [29 67],[10. 22.] ; [30. 66.],0
p9,1,0.673236,0.17784,[26 10] ; [65 30],[25.00763359 10.99236641] ; [65.99236641 29.00763359],0
p7,1,0.673452,0.177591,[17 18] ; [44 55],[15.93283582 19.06716418] ; [45.06716418 53.93283582],0
s2,1,0.688176,0.161068,[12 23] ; [30 68],[11.05263158 23.94736842] ; [30.94736842 67.05263158],0
u2,1,0.6885,0.160714,[ 6 10] ; [18 38],[ 5.33333333 10.66666667] ; [18.66666667 37.33333333],0
b5,1,0.695299,0.153409,[21 15] ; [54 45],[20. 16.] ; [55. 44.],0
n6,1,0.705315,0.143001,[27  9] ; [71 28],[26.13333333  9.86666667] ; [71.86666667 27.13333333],0
p5,1,0.714598,0.133728,[ 2 34] ; [ 4 94],[ 1.6119403 34.3880597] ; [ 4.3880597 93.6119403],0
p8,1,0.796855,0.066265,[14 22] ; [35 61],[13.36363636 22.63636364] ; [35.63636364 60.36363636],0
a4,1,0.802269,0.062706,[ 7 29] ; [21 77],[ 7.52238806 28.47761194] ; [20.47761194 77.52238806],0
b1,1,0.811598,0.056818,[15 21] ; [39 60],[14.4 21.6] ; [39.6 59.4],0
s1,1,0.81619,0.054032,[ 3 33] ; [ 7 91],[ 2.68656716 33.31343284] ; [ 7.31343284 90.68656716],0
p11,1,0.911833,0.01226,[24 12] ; [67 32],[24.26666667 11.73333333] ; [66.73333333 32.26666667],0
s8,1,0.913946,0.011677,[11 25] ; [29 69],[10.74626866 25.25373134] ; [29.25373134 68.74626866],0
d1,1,0.939005,0.005855,[ 1 35] ; [ 3 96],[ 1.06666667 34.93333333] ; [ 2.93333333 96.06666667],0
u3,1,0.949459,0.004018,[7 9] ; [25 31],[7.11111111 8.88888889] ; [24.88888889 31.11111111],0
a2,1,0.962172,0.002249,[ 3 33] ; [ 8 91],[ 2.93333333 33.06666667] ; [ 8.06666667 90.93333333],0
n1,1,0.964972,0.001929,[2 3] ; [16 23],[2.04545455 2.95454545] ; [15.95454545 23.04545455],0
a6,1,0.979269,0.000675,[19 17] ; [52 47],[18.93333333 17.06666667] ; [52.06666667 46.93333333],0
